,custom_score,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/colset,config/et_bootstrap,config/et_max_depth,config/et_max_features,config/et_min_samples_leaf,config/et_min_samples_split,config/et_n_estimators,config/knn_algorithm,config/knn_n_neighbors,config/knn_weights,config/lr_C,config/lr_solver,config/svc_C,config/svc_kernel,config/weight_et,config/weight_knn,config/weight_lr,config/weight_svc,config/weight_xgb,config/xgb_alpha,config/xgb_colsample_bytree,config/xgb_eta,config/xgb_lambda,config/xgb_max_depth,config/xgb_min_child_weight,config/xgb_subsample,logdir
20,7650.0,1716983836,,False,1,17fe6e77,2024-05-29_13-57-16,1.4040002822875977,1.4040002822875977,28064,DESKTOP-8J3QSBJ,127.0.0.1,1.4040002822875977,1,"[101, 102, 105]",False,12,sqrt,10,3,108,brute,27,uniform,4.514984819282504,sag,0.1884652734305775,rbf,0.7496984957246486,0.6635888019981687,0.011412155873019136,0.4846194549815259,0.41604852070874554,0.1331655591104277,0.7382259102923003,0.027781866578049316,0.052031232944512805,8,2,0.8489255131045501,17fe6e77
21,6050.0,1716983715,,False,1,1fee9856,2024-05-29_13-55-15,1.4122393131256104,1.4122393131256104,8824,DESKTOP-8J3QSBJ,127.0.0.1,1.4122393131256104,1,"[100, 101]",False,7,log2,6,6,143,ball_tree,14,distance,0.7567098875261751,saga,0.8193749583526635,rbf,0.2764312900486421,0.04523966280325731,0.25028072521131006,0.6248751895216829,0.7556607422136677,0.0068336965112311835,0.5210114572158683,0.08419340311507134,0.49229722131154524,4,1,0.5888150919898743,1fee9856
22,6450.0,1716983717,,False,1,77cf0e8b,2024-05-29_13-55-17,1.4339513778686523,1.4339513778686523,54580,DESKTOP-8J3QSBJ,127.0.0.1,1.4339513778686523,1,"[100, 103]",False,13,log2,3,3,127,kd_tree,5,distance,3.3928853421727396,sag,1.3391700021559922,rbf,0.39444084370446675,0.28501334915646426,0.658833872941128,0.9757131953584873,0.6458575262656796,0.005893977588783056,0.5042758132131007,0.034728277255751415,0.0028854041011176328,7,2,0.7461165646125985,77cf0e8b
23,6150.0,1716983718,,False,1,29dde6b7,2024-05-29_13-55-18,1.1063518524169922,1.1063518524169922,15256,DESKTOP-8J3QSBJ,127.0.0.1,1.1063518524169922,1,"[100, 101, 103, 105]",False,5,sqrt,2,9,81,kd_tree,9,uniform,0.10988620213153236,lbfgs,0.5893466384470407,poly,0.8599045859856876,0.27871330761512425,0.0013209201373646229,0.3211503437845279,0.9613396778746358,9.110125437261074,0.6137255108073649,0.018745286761702586,0.019961082374751145,4,1,0.9583729988922516,29dde6b7
24,6700.0,1716983838,,False,1,d46a7f1e,2024-05-29_13-57-18,1.5917961597442627,1.5917961597442627,26044,DESKTOP-8J3QSBJ,127.0.0.1,1.5917961597442627,1,"[104, 102, 103, 105]",False,14,log2,1,2,181,auto,24,distance,0.15232110692761103,liblinear,1.6766677503881056,rbf,0.5583153145015498,0.6977700509978145,0.4988231138658369,0.2218809796158311,0.051426752928491415,0.03533928564945342,0.6947961836289163,0.01323256717998135,0.22223010442328808,6,2,0.8956966428222637,d46a7f1e
25,5600.0,1716983722,,False,1,d9dec0d4,2024-05-29_13-55-22,1.9739491939544678,1.9739491939544678,57700,DESKTOP-8J3QSBJ,127.0.0.1,1.9739491939544678,1,"[101, 104]",False,19,log2,6,9,190,auto,11,distance,2.0074731894964,newton-cg,2.24508461190049,poly,0.36248848437099424,0.48405327816278687,0.43722157182903754,0.056869781952580745,0.5579313632895003,0.430323302432753,0.5300753366406891,0.013891274686441028,2.4287082714123103,6,1,0.6341118397494547,d9dec0d4
26,6950.0,1716983839,,False,1,b9e85e6c,2024-05-29_13-57-19,1.1862192153930664,1.1862192153930664,43100,DESKTOP-8J3QSBJ,127.0.0.1,1.1862192153930664,1,"[101, 102, 103, 105]",True,18,log2,9,9,149,auto,30,uniform,0.29365048944885436,newton-cg,1.1958693420583177,linear,0.8836165150051541,0.34156295428130456,0.7748387780483872,0.2943478116450855,0.3732301295120498,0.4726154697726679,0.5176555994787483,0.024023389679275028,0.15556569693312905,6,4,0.843992897969727,b9e85e6c
27,5950.0,1716983725,,False,1,6f6bad79,2024-05-29_13-55-25,1.2418768405914307,1.2418768405914307,13456,DESKTOP-8J3QSBJ,127.0.0.1,1.2418768405914307,1,"[103, 104]",False,16,log2,1,10,69,kd_tree,7,distance,0.10858628275305639,lbfgs,0.31376549944700693,sigmoid,0.13120853158150714,0.6261078033029218,0.3141859815588155,0.31043946697304237,0.9346833366925578,0.0011292528395464578,0.6926013137363143,0.06497791035155934,0.6272956223369442,9,4,0.8774226845866083,6f6bad79
28,6250.0,1716983727,,False,1,74f48cff,2024-05-29_13-55-27,1.5090718269348145,1.5090718269348145,43316,DESKTOP-8J3QSBJ,127.0.0.1,1.5090718269348145,1,"[101, 103, 105]",True,15,log2,1,6,113,ball_tree,2,distance,0.6247409283786708,liblinear,0.28326649878369003,sigmoid,0.24492105483811988,0.886272474697221,0.698110067814276,0.10005486297888422,0.31568994234092196,3.363207111061394,0.572935932981286,0.015964783445373155,1.0266809089791669,6,1,0.5527709426997449,74f48cff
29,6250.0,1716983730,,False,1,165ce32b,2024-05-29_13-55-30,2.1952743530273438,2.1952743530273438,51176,DESKTOP-8J3QSBJ,127.0.0.1,2.1952743530273438,1,"[104, 105]",False,18,sqrt,8,9,84,auto,1,uniform,3.382869093461113,lbfgs,0.9266355650835936,rbf,0.5493958438717826,0.8365566985152297,0.531009441157754,0.04922515254073789,0.4382169657686179,1.5293883546702787,0.7449472124629489,0.01182410937180682,1.5459584300933145,3,1,0.6924663610535919,165ce32b
30,5850.0,1716983731,,False,1,58c01388,2024-05-29_13-55-31,1.3838727474212646,1.3838727474212646,55568,DESKTOP-8J3QSBJ,127.0.0.1,1.3838727474212646,1,"[100, 101]",True,3,sqrt,7,2,55,brute,21,uniform,0.29297390149521674,newton-cg,0.4824338022311354,rbf,0.8189072789468088,0.39648718928903826,0.5732260668193432,0.6338180052138744,0.5572203849812081,2.902490673642788,0.6401900383016058,0.015036399429040151,2.7943926196700954,10,2,0.5219889478438118,58c01388
31,6250.0,1716983733,,False,1,9925ae59,2024-05-29_13-55-33,1.596067190170288,1.596067190170288,38000,DESKTOP-8J3QSBJ,127.0.0.1,1.596067190170288,1,"[100, 102]",True,15,log2,5,5,102,brute,5,distance,1.2713287332127354,newton-cg,5.673006641608,rbf,0.8754348180709945,0.4167204791287141,0.8823395472316042,0.04136162038483604,0.15161131274757378,0.572894953384515,0.5102537127427537,0.03024642480723945,0.03545288778042603,6,5,0.9200493431401382,9925ae59
32,6450.0,1716983735,,False,1,f545ed91,2024-05-29_13-55-35,1.4200890064239502,1.4200890064239502,7940,DESKTOP-8J3QSBJ,127.0.0.1,1.4200890064239502,1,"[102, 104]",True,10,log2,6,4,112,brute,23,uniform,0.3123869762403621,lbfgs,4.959787955492337,sigmoid,0.04619767356048565,0.5956735316645413,0.0990472802505925,0.03684129286900095,0.15757678075565296,0.18440339191805416,0.8389842576006552,0.02055383129034702,3.708888441953163,5,2,0.8248748186051604,f545ed91
33,6300.0,1716983737,,False,1,36806ac8,2024-05-29_13-55-37,1.6149437427520752,1.6149437427520752,39624,DESKTOP-8J3QSBJ,127.0.0.1,1.6149437427520752,1,"[101, 102]",False,5,log2,7,2,145,kd_tree,15,distance,0.16870746100759934,newton-cg,6.278139716355027,rbf,0.10578004740303792,0.3333815986150165,0.4088715732300692,0.15319217177407196,0.7548326576077775,0.008983333978889277,0.5966394103628144,0.021270906522529408,0.06662983598588194,6,5,0.6071117177845868,36806ac8
34,6700.0,1716983841,,False,1,ed046728,2024-05-29_13-57-21,0.9271657466888428,0.9271657466888428,57744,DESKTOP-8J3QSBJ,127.0.0.1,0.9271657466888428,1,"[100, 101, 102, 105]",False,18,log2,10,4,66,auto,25,distance,0.272395196219938,liblinear,0.4801830915732876,linear,0.2961985172016489,0.8651895297399305,0.4044144321086167,0.5391413657991501,0.28788386311119585,0.09220075377772786,0.5717548949932816,0.01851421058124541,0.3953660900624337,3,3,0.8323509681562575,ed046728
35,6350.0,1716983740,,False,1,bfe762c9,2024-05-29_13-55-40,1.3770530223846436,1.3770530223846436,17592,DESKTOP-8J3QSBJ,127.0.0.1,1.3770530223846436,1,"[100, 101, 102, 103, 104, 105]",True,12,log2,9,7,86,kd_tree,5,distance,3.466930382556919,sag,5.577412865127595,sigmoid,0.23758562033869335,0.18092734826695223,0.8445497582716649,0.53633117990404,0.4697323766902147,0.002199530237091709,0.5649752477262557,0.043295031215493315,0.057859775223794235,3,4,0.7539851970397325,bfe762c9
36,6000.0,1716983742,,False,1,986de49a,2024-05-29_13-55-42,1.322176456451416,1.322176456451416,48532,DESKTOP-8J3QSBJ,127.0.0.1,1.322176456451416,1,"[101, 104]",True,14,log2,6,6,152,ball_tree,27,uniform,7.792367871050791,newton-cg,0.1532864457970725,sigmoid,0.8348657644397274,0.14609430460315642,0.05011179102867591,0.8664456770487153,0.34709510318649117,0.001018757015574782,0.8339477371297265,0.03638963027408166,0.3558291372815199,9,2,0.7980365018989777,986de49a
37,6500.0,1716983744,,False,1,cbe7ecf3,2024-05-29_13-55-44,1.4915039539337158,1.4915039539337158,42056,DESKTOP-8J3QSBJ,127.0.0.1,1.4915039539337158,1,"[103, 104]",False,19,sqrt,3,8,132,auto,17,uniform,1.5698750486415027,sag,1.828495403338002,rbf,0.4948785458096139,0.5981571727640238,0.9167621103760532,0.9311443638771707,0.36730429699259926,0.0061908515652699106,0.7624152030770989,0.07533925989408664,0.0038136193080936624,7,1,0.66694284458394,cbe7ecf3
38,6500.0,1716983746,,False,1,b38dd2c7,2024-05-29_13-55-46,1.3991377353668213,1.3991377353668213,43100,DESKTOP-8J3QSBJ,127.0.0.1,1.3991377353668213,1,"[100, 101, 102, 103, 105]",True,6,log2,9,7,68,kd_tree,23,distance,3.2012020838548496,saga,1.9027146978962073,sigmoid,0.39723878757378117,0.7677915707065867,0.9699386539839678,0.4065750385428957,0.6490355161326243,1.3693529040699925,0.9331009304857616,0.012738534664555207,1.3716593263185182,3,5,0.5162373799814068,b38dd2c7
39,6550.0,1716983747,,False,1,dd40e876,2024-05-29_13-55-47,1.382136583328247,1.382136583328247,43072,DESKTOP-8J3QSBJ,127.0.0.1,1.382136583328247,1,"[102, 103, 105]",True,18,sqrt,1,4,62,brute,24,distance,0.1720262123404397,newton-cg,1.3545324888360804,sigmoid,0.38371253440905173,0.9295495197903331,0.5048883456906137,0.1962935596696037,0.6644841452557949,0.011496413298528732,0.972375771347144,0.011547881876157353,0.5406146419110439,7,4,0.5739461140223947,dd40e876
40,6350.0,1716983749,,False,1,304d9291,2024-05-29_13-55-49,1.5839993953704834,1.5839993953704834,3564,DESKTOP-8J3QSBJ,127.0.0.1,1.5839993953704834,1,"[100, 104]",False,15,log2,7,5,85,brute,23,distance,0.1755385347316329,saga,3.9440506217847475,rbf,0.18394722380167994,0.002788889616876178,0.8517485734168104,0.3833784355957115,0.18545090504689032,0.003297451615257916,0.7635502236701077,0.013368772618512275,0.002593745481102372,7,2,0.8865197028641161,304d9291
41,6100.0,1716983751,,False,1,7b7e2a2c,2024-05-29_13-55-51,1.2920899391174316,1.2920899391174316,1584,DESKTOP-8J3QSBJ,127.0.0.1,1.2920899391174316,1,"[103, 105]",True,5,sqrt,3,6,112,brute,20,distance,0.21133744669827903,liblinear,3.89365456830126,linear,0.6275577402524798,0.4852703649671245,0.3012698800496353,0.046634135677803945,0.10719638790701258,0.007555830212416182,0.667258918312748,0.07779406672549033,1.3763143525096828,3,5,0.9957688145124002,7b7e2a2c
42,6200.0,1716983753,,False,1,48d4597e,2024-05-29_13-55-53,1.4749858379364014,1.4749858379364014,62252,DESKTOP-8J3QSBJ,127.0.0.1,1.4749858379364014,1,"[100, 104, 102, 103, 105]",False,14,sqrt,1,5,64,brute,16,uniform,1.7287494688581317,saga,2.5726187117814754,rbf,0.9050040946233261,0.8167633253976931,0.7163840670910429,0.31156614614856226,0.9216968687279453,7.504875943000149,0.8659610321699969,0.015215171550583407,0.2641205690188427,9,4,0.5952331579145049,48d4597e
43,6650.0,1716983755,,False,1,dc371247,2024-05-29_13-55-55,1.7091264724731445,1.7091264724731445,41728,DESKTOP-8J3QSBJ,127.0.0.1,1.7091264724731445,1,"[100, 102]",False,13,log2,5,7,161,ball_tree,16,uniform,0.1752135264176597,lbfgs,1.8816547297543038,poly,0.6783984808040835,0.01892965349653819,0.39086941169572387,0.1220019914355085,0.8565952445717684,4.2934826983911645,0.5530581152793703,0.02993938946460803,0.03664731818005451,9,3,0.6496490160650844,dc371247
44,6600.0,1716983844,,False,1,f8dc0120,2024-05-29_13-57-24,1.7375199794769287,1.7375199794769287,21836,DESKTOP-8J3QSBJ,127.0.0.1,1.7375199794769287,1,"[101, 102, 103, 105]",True,11,log2,6,9,103,kd_tree,26,distance,3.0157728503892436,liblinear,0.228056601310473,sigmoid,0.4676260673308431,0.5786951327023065,0.9942331817476732,0.48517962291995376,0.38974994100126914,0.07577339826689705,0.5254636197565044,0.01916842232763688,3.4172456834280327,9,4,0.8375354188058175,f8dc0120
45,6800.0,1716983845,,False,1,14b3f30d,2024-05-29_13-57-25,1.3183526992797852,1.3183526992797852,24136,DESKTOP-8J3QSBJ,127.0.0.1,1.3183526992797852,1,"[104, 102, 103, 105]",False,7,log2,6,3,188,kd_tree,22,distance,0.4237331963277429,lbfgs,0.6258214815922581,poly,0.3719731946788648,0.21647873428630782,0.5721546933704298,0.21607362208781433,0.5036676504686043,0.0013380215665647472,0.7712041533093542,0.015259881460598765,0.00761927076511883,8,5,0.7896414803431635,14b3f30d
46,6450.0,1716983760,,False,1,96d7ee64,2024-05-29_13-56-00,0.8932347297668457,0.8932347297668457,59068,DESKTOP-8J3QSBJ,127.0.0.1,0.8932347297668457,1,"[104, 105]",True,19,sqrt,10,6,113,kd_tree,13,distance,3.4769832692366536,sag,0.2448828720499073,linear,0.5664416621509674,0.6077963034437552,0.49183040441311,0.4562109595452126,0.48326275138688957,0.0051139671787471235,0.765603656394912,0.055865363790795236,2.9931927179609294,4,5,0.6553983632837954,96d7ee64
47,6400.0,1716983762,,False,1,82f89e9a,2024-05-29_13-56-02,1.0295820236206055,1.0295820236206055,5144,DESKTOP-8J3QSBJ,127.0.0.1,1.0295820236206055,1,"[104, 102, 103, 105]",False,14,log2,4,7,99,brute,14,uniform,1.3294829297870554,lbfgs,0.6132101141358708,linear,0.39047592619927574,0.9007465035298267,0.41850101896928493,0.9523691645994093,0.6976514827166853,0.06071937550912492,0.920106693747891,0.06312294455153647,0.181106300843855,4,2,0.7900684850165806,82f89e9a
48,6000.0,1716983764,,False,1,aa7e20c4,2024-05-29_13-56-04,1.4279999732971191,1.4279999732971191,51000,DESKTOP-8J3QSBJ,127.0.0.1,1.4279999732971191,1,"[102, 104]",True,5,sqrt,9,8,55,brute,21,distance,3.99574504955691,newton-cg,1.2492870193942962,poly,0.6787225514166203,0.2313794219854466,0.7189289795486388,0.41638265083294457,0.3694939724412317,9.420895169280096,0.9974837631802994,0.022341671790754036,0.003299878743261525,6,3,0.6054560698522988,aa7e20c4
49,6550.0,1716983847,,False,1,4e47d354,2024-05-29_13-57-27,1.7264487743377686,1.7264487743377686,17224,DESKTOP-8J3QSBJ,127.0.0.1,1.7264487743377686,1,"[100, 102, 103, 105]",False,16,sqrt,1,9,170,ball_tree,5,distance,1.1340927239911958,newton-cg,4.407097560170851,rbf,0.605659591142796,0.8861670241792046,0.5603284215798153,0.47547448561436056,0.9903781151061821,4.258533539249498,0.9213684313918806,0.03085639956779231,0.003642555860134182,9,1,0.9499924286456047,4e47d354
50,6150.0,1716983848,,False,1,be15f49c,2024-05-29_13-57-28,1.1079325675964355,1.1079325675964355,18344,DESKTOP-8J3QSBJ,127.0.0.1,1.1079325675964355,1,"[102, 103, 105]",True,8,sqrt,9,3,143,auto,5,distance,0.9674818633971284,newton-cg,0.9937030641497234,linear,0.5243528263458247,0.8605092587194859,0.3881835672094631,0.9647860756289054,0.9317844708781651,0.5259558398829772,0.7277665449981512,0.016874248003736006,4.434465059361291,10,2,0.7605074339155999,be15f49c
51,6200.0,1716983771,,False,1,1ab9e7e6,2024-05-29_13-56-11,2.5606651306152344,2.5606651306152344,15176,DESKTOP-8J3QSBJ,127.0.0.1,2.5606651306152344,1,"[102, 103]",False,11,log2,4,5,184,auto,11,distance,0.42371265215474413,saga,6.355236919683994,poly,0.8603238099042749,0.6160395029455344,0.4118448968342504,0.8000176290915098,0.8937211650537011,0.1336463566542745,0.6397410142193928,0.024105063665334315,0.019789425594769164,4,4,0.7960752451021136,1ab9e7e6
