,custom_score,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/colset,config/et_bootstrap,config/et_max_depth,config/et_max_features,config/et_min_samples_leaf,config/et_min_samples_split,config/et_n_estimators,config/lr_C,config/lr_solver,config/svc_C,config/svc_kernel,config/weight_et,config/weight_lr,config/weight_svc,config/weight_xgb,config/xgb_alpha,config/xgb_colsample_bytree,config/xgb_eta,config/xgb_lambda,config/xgb_max_depth,config/xgb_min_child_weight,config/xgb_subsample,logdir
239,6600.0,1716982812,,False,1,d6a35e46,2024-05-29_13-40-12,1.3485276699066162,1.3485276699066162,59652,DESKTOP-8J3QSBJ,127.0.0.1,1.3485276699066162,1,"[101, 102, 103, 105]",True,9,sqrt,3,7,59,0.8033700602732817,liblinear,1.1977831400096655,rbf,0.43629947450422135,0.2065890019828559,0.2883205175717535,0.24973907452473332,0.002792470047036425,0.7794923700406633,0.06891365861595382,0.0053048060943182,9,3,0.6775924018542798,d6a35e46
240,6650.0,1716982814,,False,1,e41e95b5,2024-05-29_13-40-14,1.1455018520355225,1.1455018520355225,11688,DESKTOP-8J3QSBJ,127.0.0.1,1.1455018520355225,1,"[100, 104, 102, 103, 105]",True,14,log2,1,4,150,1.9170760584109932,saga,0.5318500725207711,linear,0.5367685853852087,0.7121348750540404,0.6822917709833881,0.9834597057544843,0.0024347094202253864,0.6729243277522655,0.024336241531388605,0.02544011163199828,4,1,0.7819821548693183,e41e95b5
241,6600.0,1716982816,,False,1,9d489542,2024-05-29_13-40-16,1.8995320796966553,1.8995320796966553,39884,DESKTOP-8J3QSBJ,127.0.0.1,1.8995320796966553,1,"[100, 101, 102, 103, 105]",False,15,sqrt,2,3,153,0.11101626888329276,liblinear,0.12689354013300078,sigmoid,0.20206292848744623,0.4710492008244538,0.11421663270032895,0.46099332115224767,5.339842492508382,0.6259218961558868,0.04830833252106766,0.30625669526912547,8,2,0.6461076094964393,9d489542
242,7050.0,1716982817,,False,1,9ea3f0a0,2024-05-29_13-40-17,1.005291223526001,1.005291223526001,35220,DESKTOP-8J3QSBJ,127.0.0.1,1.005291223526001,1,"[101, 102, 103]",True,10,sqrt,1,5,143,0.39339531114429155,liblinear,0.42153415441619574,linear,0.6993846057378335,0.28361642346820093,0.2668627535085696,0.3066062251098863,0.0938085358341096,0.8698028513390709,0.0679034858204774,0.052481156232845654,10,1,0.8433926731505632,9ea3f0a0
243,6550.0,1716982819,,False,1,224b30f9,2024-05-29_13-40-19,0.9315552711486816,0.9315552711486816,43376,DESKTOP-8J3QSBJ,127.0.0.1,0.9315552711486816,1,"[101, 102, 103]",True,6,log2,6,2,59,0.13910568509223487,sag,0.9022960010422834,linear,0.2303984765823085,0.5392154667268781,0.46822686911349976,0.5661164254194757,0.015927341274914762,0.5726689070218232,0.042575665620383354,0.0012435662596569732,6,1,0.6919199800851481,224b30f9
244,7100.0,1716982822,,False,1,be886ee2,2024-05-29_13-40-22,1.5410308837890625,1.5410308837890625,63948,DESKTOP-8J3QSBJ,127.0.0.1,1.5410308837890625,1,"[101, 102, 103, 105]",False,3,sqrt,3,3,194,0.5412178286499048,sag,0.5075855659236187,sigmoid,0.9364829956537618,0.143570435253757,0.3463901322111205,0.4189532280632694,3.5120146829876795,0.7390134732948673,0.020834281167530458,0.002370900351652079,7,4,0.8106878480163404,be886ee2
245,6900.0,1716982823,,False,1,77880c0c,2024-05-29_13-40-23,1.356029987335205,1.356029987335205,21308,DESKTOP-8J3QSBJ,127.0.0.1,1.356029987335205,1,"[100, 101, 102, 103, 105]",False,17,sqrt,5,5,109,2.5735568361662517,lbfgs,0.2894938767953769,rbf,0.6408887018614962,0.8639822279793696,0.15368955591869998,0.31713159307275174,0.2075853834734851,0.727472367509008,0.03368426916882633,1.2560532158051627,10,5,0.7480641586333264,77880c0c
246,6350.0,1716982825,,False,1,778c4a6c,2024-05-29_13-40-25,1.0780003070831299,1.0780003070831299,42988,DESKTOP-8J3QSBJ,127.0.0.1,1.0780003070831299,1,"[100, 101, 103, 105]",False,11,sqrt,2,7,150,0.24164715517992208,liblinear,0.5205651660447254,linear,0.7019754078004719,0.7429733966282299,0.44913311960742297,0.36328259044879346,0.12197740053305826,0.7934099919296296,0.056366857934169914,0.7285823324722984,9,4,0.7007949795378032,778c4a6c
247,6450.0,1716982827,,False,1,a706aa88,2024-05-29_13-40-27,0.9075584411621094,0.9075584411621094,24440,DESKTOP-8J3QSBJ,127.0.0.1,0.9075584411621094,1,"[100, 101, 103, 105]",True,17,log2,7,3,61,1.6493370368046596,lbfgs,0.33894298029742737,linear,0.01067691581999941,0.6108372880857007,0.7201808946274505,0.8385954055392372,0.25810246098574213,0.7988525823303532,0.0428187035653254,0.5380402443998583,4,4,0.8655686787303031,a706aa88
248,6450.0,1716982829,,False,1,e0e40d61,2024-05-29_13-40-29,1.531139850616455,1.531139850616455,40764,DESKTOP-8J3QSBJ,127.0.0.1,1.531139850616455,1,"[100, 101, 103, 105]",True,16,log2,1,3,199,6.863486503826481,lbfgs,0.3174914189738092,rbf,0.5060237719701389,0.5646549865998762,0.21238070424796338,0.08319451113083193,0.5211071404887883,0.8544139767240887,0.06880625989756381,0.3882671622495576,8,4,0.5756995387459256,e0e40d61
249,6850.0,1716982832,,False,1,40b0bafe,2024-05-29_13-40-32,1.8245220184326172,1.8245220184326172,57620,DESKTOP-8J3QSBJ,127.0.0.1,1.8245220184326172,1,"[101, 102, 103]",True,15,sqrt,5,9,114,3.0813236006777274,newton-cg,0.10954471664691734,sigmoid,0.7974387024174241,0.7135962657868685,0.011772938583209935,0.7752430323359548,0.06149321738352606,0.8049747695248705,0.025678184601105346,0.0010438578865054212,10,5,0.555150198128183,40b0bafe
250,6550.0,1716982833,,False,1,778954d1,2024-05-29_13-40-33,1.0694215297698975,1.0694215297698975,54396,DESKTOP-8J3QSBJ,127.0.0.1,1.0694215297698975,1,"[100, 101, 102, 103, 104, 105]",False,8,log2,4,4,188,1.0425965570337306,liblinear,0.19816797096820052,linear,0.6801711503467778,0.752979486764386,0.3977851743089879,0.27262944659616095,0.10591354269687923,0.812255794698703,0.06435989980080227,0.0032679875226834217,10,5,0.8816692972145103,778954d1
251,6100.0,1716982835,,False,1,0608809a,2024-05-29_13-40-35,1.3785090446472168,1.3785090446472168,58456,DESKTOP-8J3QSBJ,127.0.0.1,1.3785090446472168,1,"[100, 101, 103, 105]",True,11,sqrt,6,5,118,0.239756149744687,liblinear,0.9410546219834349,sigmoid,0.13325972845621603,0.40716988998511927,0.27854170254936705,0.015980990452582722,0.028493484777995536,0.7938232080709049,0.03594891200006376,0.2662371164549036,6,5,0.5749638621323809,0608809a
252,6000.0,1716982837,,False,1,0ec9ad80,2024-05-29_13-40-37,1.6568965911865234,1.6568965911865234,54432,DESKTOP-8J3QSBJ,127.0.0.1,1.6568965911865234,1,"[101, 103, 105]",False,5,log2,4,6,113,0.48277285916633744,newton-cg,2.7742084264015543,poly,0.8012913339495282,0.9819793346100342,0.6117751975337886,0.3180871818478444,0.04004528458007736,0.79382988385205,0.036075053941697834,2.2178856855226585,8,4,0.5789453179269441,0ec9ad80
253,6350.0,1716982838,,False,1,f74c894f,2024-05-29_13-40-38,1.0209884643554688,1.0209884643554688,63168,DESKTOP-8J3QSBJ,127.0.0.1,1.0209884643554688,1,"[101, 102, 103]",False,8,log2,5,3,126,0.7485141197130502,lbfgs,0.15727750240494026,poly,0.0553301824341689,0.46941013569852696,0.6863866121831556,0.5473635191202788,1.3495738362353358,0.8400396808971619,0.01394559339024932,3.1944843097881983,9,4,0.9308289029604342,f74c894f
254,6650.0,1716982841,,False,1,32d0aa5e,2024-05-29_13-40-41,1.4089994430541992,1.4089994430541992,9780,DESKTOP-8J3QSBJ,127.0.0.1,1.4089994430541992,1,"[100, 101, 103, 105]",True,19,sqrt,7,9,56,0.49938345297563375,liblinear,1.4926963788419805,poly,0.8208629327518788,0.04464492701462375,0.33943435635443553,0.04773663480641788,0.011773691931104509,0.7923915408362172,0.02018442362729969,0.9461790327957392,4,3,0.926956812712538,32d0aa5e
255,6650.0,1716982842,,False,1,74726bfe,2024-05-29_13-40-42,0.9352116584777832,0.9352116584777832,55300,DESKTOP-8J3QSBJ,127.0.0.1,0.9352116584777832,1,"[101, 103, 105]",False,19,sqrt,5,5,148,8.78490432864589,sag,0.21278711767019282,linear,0.844809604700733,0.6411290763468195,0.35845502344971625,0.5633182863532418,0.26853865591948806,0.5548769331309679,0.028594514722987793,0.0016501390195162388,7,5,0.6745576906465313,74726bfe
256,6050.0,1716982845,,False,1,d805b2cc,2024-05-29_13-40-45,1.413071870803833,1.413071870803833,63524,DESKTOP-8J3QSBJ,127.0.0.1,1.413071870803833,1,"[100, 101, 102, 103, 104, 105]",False,8,sqrt,6,4,198,0.8232777915663558,liblinear,0.9758495643240027,rbf,0.7074919459530173,0.4874315744601692,0.7318336808295886,0.1867634969192576,0.23489681307673996,0.690232693152443,0.023093418774035063,0.004534474888387393,7,3,0.5641766341065857,d805b2cc
257,6300.0,1716982846,,False,1,e8744b0b,2024-05-29_13-40-46,1.262000560760498,1.262000560760498,22520,DESKTOP-8J3QSBJ,127.0.0.1,1.262000560760498,1,"[100, 101, 102, 105]",True,5,sqrt,2,4,156,0.20415574757325783,liblinear,0.5079412021025617,poly,0.5345606242519054,0.41123523889905345,0.6710590415886915,0.5934682288497342,4.755127514809455,0.8868709773434693,0.018131551415691255,1.3066226797564358,8,5,0.7320827894583564,e8744b0b
258,6100.0,1716982848,,False,1,9959f9a9,2024-05-29_13-40-48,1.3251190185546875,1.3251190185546875,25364,DESKTOP-8J3QSBJ,127.0.0.1,1.3251190185546875,1,"[100, 104, 102, 103, 105]",True,3,log2,5,10,174,8.529676567104714,saga,0.18640836937430355,rbf,0.08422246649307519,0.7810864936240004,0.11966267097595362,0.6141593953489897,0.004065161083772974,0.6494482809438933,0.021278210320699407,3.9656693200169464,3,1,0.9578238457934183,9959f9a9
259,7050.0,1716982851,,False,1,ada087ac,2024-05-29_13-40-51,1.5934181213378906,1.5934181213378906,15980,DESKTOP-8J3QSBJ,127.0.0.1,1.5934181213378906,1,"[100, 101, 102, 105]",True,7,log2,4,5,147,0.36314314134072695,lbfgs,5.080207255771512,rbf,0.5234555457661917,0.12437074610960719,0.5317467059456149,0.2876464842721179,0.007107068004641524,0.8721299686376351,0.018469039470394473,0.008927941785573839,6,5,0.9463028095811383,ada087ac
260,7050.0,1716982852,,False,1,31814a0e,2024-05-29_13-40-52,1.3666257858276367,1.3666257858276367,60020,DESKTOP-8J3QSBJ,127.0.0.1,1.3666257858276367,1,"[101, 102, 105]",True,16,sqrt,5,7,137,0.6235495731621219,lbfgs,0.10034887230744476,rbf,0.47362557122290877,0.9432454631647257,0.6844597802191725,0.18245985145852534,0.007240478135063546,0.8628127466295119,0.02573342541059689,1.5544610283614146,10,3,0.9842181747109133,31814a0e
261,6450.0,1716982854,,False,1,0373a951,2024-05-29_13-40-54,1.3266725540161133,1.3266725540161133,43236,DESKTOP-8J3QSBJ,127.0.0.1,1.3266725540161133,1,"[100, 102, 103, 105]",True,6,log2,6,5,87,8.320560246790672,sag,0.6322686529795912,rbf,0.37423593055041815,0.26134103976030143,0.6645847287774675,0.5772651420891679,3.5403970880962716,0.6942338619400543,0.013321224860258444,3.630671355217577,9,3,0.7909143232177304,0373a951
262,6600.0,1716982856,,False,1,b035ca07,2024-05-29_13-40-56,1.4290525913238525,1.4290525913238525,21832,DESKTOP-8J3QSBJ,127.0.0.1,1.4290525913238525,1,"[100, 101, 102, 103]",False,17,sqrt,5,8,197,0.21222858019945523,lbfgs,0.8720517481839445,poly,0.6892792832340205,0.6923429617589951,0.6557502103770894,0.15445329513399358,0.06736251839869276,0.8509967366696654,0.013942152036947894,0.0207539466439072,10,4,0.8363878189766546,b035ca07
263,6500.0,1716982858,,False,1,3e67897d,2024-05-29_13-40-58,1.261901617050171,1.261901617050171,26248,DESKTOP-8J3QSBJ,127.0.0.1,1.261901617050171,1,"[100, 101, 103, 105]",False,14,sqrt,10,7,123,4.538682828385832,saga,0.6747511290459526,poly,0.9423440857930165,0.81143849969476,0.4002890164078396,0.15725461728643791,0.0013811404284696188,0.6567956418222771,0.020537577636717447,0.004245584049080504,7,2,0.7805509265702142,3e67897d
264,6550.0,1716982860,,False,1,2c09122a,2024-05-29_13-41-00,1.5681097507476807,1.5681097507476807,22892,DESKTOP-8J3QSBJ,127.0.0.1,1.5681097507476807,1,"[104, 102, 103, 105]",False,11,log2,8,8,89,0.5428640446108887,saga,2.3322579778053774,poly,0.7243977647304165,0.46753154611403736,0.04977984700231003,0.43146591411677043,0.007456691373263942,0.7686605738202416,0.02992340662397868,0.01986070263779229,4,1,0.6314822961759705,2c09122a
265,6900.0,1716982861,,False,1,ecc03dd6,2024-05-29_13-41-01,0.9327418804168701,0.9327418804168701,56084,DESKTOP-8J3QSBJ,127.0.0.1,0.9327418804168701,1,"[102, 103, 105]",False,15,sqrt,7,6,139,0.12749331180894372,sag,0.37780922474680173,linear,0.3376156224576773,0.44927700941017185,0.8002787303686554,0.36393773355471276,0.2520600571834517,0.9909195525185392,0.029221796826538814,2.527291627035037,9,2,0.756276135095254,ecc03dd6
266,6750.0,1716982864,,False,1,6338d805,2024-05-29_13-41-04,1.9777717590332031,1.9777717590332031,35816,DESKTOP-8J3QSBJ,127.0.0.1,1.9777717590332031,1,"[101, 102, 103, 105]",True,12,log2,9,8,58,8.849519647113986,lbfgs,4.042907228288054,poly,0.35524319348105515,0.9825941942609466,0.3423263773946804,0.9205361888884002,0.1327945989184824,0.8335497940811287,0.03006816663059942,0.010544141352063385,9,5,0.6689453974342595,6338d805
267,6500.0,1716982866,,False,1,c72168f2,2024-05-29_13-41-06,1.4169995784759521,1.4169995784759521,27940,DESKTOP-8J3QSBJ,127.0.0.1,1.4169995784759521,1,"[101, 102, 105]",True,12,log2,2,9,130,0.21597900923065144,newton-cg,0.7778816690446155,sigmoid,0.17411955148141378,0.3936441389479349,0.3974001961265786,0.2810262838705158,0.0011935956538323689,0.6117640087901486,0.04866923554545612,7.644844890214931,10,2,0.6933661291640186,c72168f2
268,6950.0,1716982868,,False,1,6b1a4cee,2024-05-29_13-41-08,1.475623607635498,1.475623607635498,57624,DESKTOP-8J3QSBJ,127.0.0.1,1.475623607635498,1,"[101, 102, 103, 105]",True,9,log2,4,10,193,1.2911331741680285,liblinear,0.8594875943667157,rbf,0.19359279468076707,0.1768043746604335,0.6947846577381895,0.4264007388504393,0.20084327495809876,0.5782593386335716,0.017307470534819666,0.9864455629811141,9,3,0.8167823336771566,6b1a4cee
269,6650.0,1716982870,,False,1,1aef05ba,2024-05-29_13-41-10,1.7928650379180908,1.7928650379180908,56436,DESKTOP-8J3QSBJ,127.0.0.1,1.7928650379180908,1,"[100, 101, 103, 105]",False,11,sqrt,2,4,199,5.428722656766496,lbfgs,0.34021108334968153,sigmoid,0.598472203672897,0.33788612225251813,0.5358455471228637,0.11761437234477345,0.28598199805205365,0.6985806879403964,0.04814444457432147,0.19402461019788766,9,2,0.8426718508840483,1aef05ba
270,6900.0,1716982872,,False,1,b395c330,2024-05-29_13-41-12,1.5912506580352783,1.5912506580352783,39184,DESKTOP-8J3QSBJ,127.0.0.1,1.5912506580352783,1,"[100, 104, 102, 103, 105]",True,10,sqrt,6,6,159,0.8537350656581141,saga,1.8155014322233836,sigmoid,0.6817196485349573,0.5269034277284499,0.4225405430044059,0.7501498927800836,0.5232859197864763,0.7755574634620317,0.030432138058338987,0.00725977069677875,9,4,0.583523594313417,b395c330
271,6850.0,1716982873,,False,1,580fdad2,2024-05-29_13-41-13,1.3450474739074707,1.3450474739074707,14928,DESKTOP-8J3QSBJ,127.0.0.1,1.3450474739074707,1,"[100, 101, 102, 105]",False,13,log2,3,2,175,0.5363864382161418,lbfgs,0.7284468267485096,poly,0.9750325911752106,0.40611448382977894,0.3202007445110037,0.9300153788569401,0.27129793753285636,0.7298476442910233,0.02553249218717146,6.136403190873108,7,4,0.7164761946702164,580fdad2
272,7150.0,1716982876,,False,1,2750b53b,2024-05-29_13-41-16,1.5825386047363281,1.5825386047363281,51132,DESKTOP-8J3QSBJ,127.0.0.1,1.5825386047363281,1,"[100, 101, 102, 103]",False,10,sqrt,6,6,184,2.068534438506376,sag,0.31285947999346114,sigmoid,0.6009003847485896,0.28655515560040073,0.22955303460500937,0.26217790171342026,0.02129799377679946,0.7015767720373766,0.044715741680090515,1.7608763863338015,3,5,0.5342073576049506,2750b53b
273,7050.0,1716982878,,False,1,dd383406,2024-05-29_13-41-18,1.7665603160858154,1.7665603160858154,51916,DESKTOP-8J3QSBJ,127.0.0.1,1.7665603160858154,1,"[104, 102, 103, 105]",True,6,sqrt,3,7,147,0.15741229132805426,lbfgs,0.15332435968726385,sigmoid,0.3352403768161967,0.7599861153783897,0.10459440443796619,0.6187792044451135,0.2706791195029484,0.9084885022796049,0.05285821235166748,0.09435479265375105,8,2,0.5028768521702951,dd383406
274,6550.0,1716982879,,False,1,966a466b,2024-05-29_13-41-19,1.0196421146392822,1.0196421146392822,2412,DESKTOP-8J3QSBJ,127.0.0.1,1.0196421146392822,1,"[100, 101, 102, 103, 105]",True,16,log2,6,5,111,0.1638494616587866,lbfgs,0.2578582525676165,linear,0.9198986065867777,0.19415280825894243,0.7241860451097419,0.4403664842195777,0.007306851269334463,0.9881293389577954,0.016855821312934904,0.016059667399719067,5,4,0.9783351616810686,966a466b
275,6700.0,1716982881,,False,1,0bcfb4d6,2024-05-29_13-41-21,1.4196200370788574,1.4196200370788574,14344,DESKTOP-8J3QSBJ,127.0.0.1,1.4196200370788574,1,"[100, 101, 102, 103]",False,15,sqrt,4,6,156,1.4835451000793396,newton-cg,0.6819626089394982,rbf,0.6289868467330052,0.6735670367617093,0.0904243006472896,0.6161312868771747,0.021045590871990684,0.605278949179911,0.07964763690748454,0.08835456122595212,6,4,0.7496101516002778,0bcfb4d6
276,6450.0,1716982883,,False,1,c2e7561a,2024-05-29_13-41-23,1.273120403289795,1.273120403289795,45248,DESKTOP-8J3QSBJ,127.0.0.1,1.273120403289795,1,"[100, 102, 103, 105]",False,5,sqrt,5,3,174,0.1318934881560649,liblinear,0.27405033684434105,poly,0.8916824998149199,0.3460184499660437,0.7295397211087254,0.5037917508960208,0.005467987256039349,0.9873195839969571,0.04811059652982225,0.032141326273301775,10,1,0.6848520299229085,c2e7561a
277,6650.0,1716982885,,False,1,fd25a6b8,2024-05-29_13-41-25,1.7860519886016846,1.7860519886016846,62076,DESKTOP-8J3QSBJ,127.0.0.1,1.7860519886016846,1,"[100, 101, 102, 103, 104, 105]",False,12,log2,4,4,139,2.223712889414752,sag,0.25932920937066745,sigmoid,0.4206739176629206,0.6157089024854367,0.3285366986385418,0.9331143294872314,0.25625834561254174,0.7099838408505857,0.04419316889206976,0.6496224899251122,8,4,0.8139775977473962,fd25a6b8
278,6850.0,1716982887,,False,1,81b16f2f,2024-05-29_13-41-27,1.4565536975860596,1.4565536975860596,29792,DESKTOP-8J3QSBJ,127.0.0.1,1.4565536975860596,1,"[102, 103, 105]",True,14,log2,3,3,83,7.450987758310543,liblinear,0.4375690455890958,sigmoid,0.9585877934426341,0.05249525738582017,0.24885786012644107,0.8498737044896588,0.005065120490543682,0.638149030447103,0.026054019935630345,0.09241671618718836,6,5,0.6229441979133519,81b16f2f
279,6150.0,1716982888,,False,1,b1001a81,2024-05-29_13-41-28,1.366851806640625,1.366851806640625,50428,DESKTOP-8J3QSBJ,127.0.0.1,1.366851806640625,1,"[100, 101, 102, 105]",True,17,log2,4,7,148,1.2653037474190956,saga,5.821925509745661,sigmoid,0.02362622835053607,0.05146876157106062,0.8981973627773677,0.14646544922646587,0.009645851357291435,0.6941112431998875,0.016289892415252326,0.13658314804408206,6,5,0.9161224036800013,b1001a81
280,6500.0,1716982890,,False,1,42e9bded,2024-05-29_13-41-30,1.3801240921020508,1.3801240921020508,31192,DESKTOP-8J3QSBJ,127.0.0.1,1.3801240921020508,1,"[102, 103, 105]",False,13,log2,7,4,142,5.974759676951414,liblinear,0.7338857556207871,sigmoid,0.3451800482559443,0.24907954656913323,0.030367256222587735,0.2550198547671488,0.09615305210549205,0.9865251420646335,0.02839772492439059,0.0011786882731074154,3,4,0.553617661062909,42e9bded
281,6750.0,1716982892,,False,1,02a437df,2024-05-29_13-41-32,1.0545315742492676,1.0545315742492676,30916,DESKTOP-8J3QSBJ,127.0.0.1,1.0545315742492676,1,"[100, 104, 102, 103, 105]",True,7,sqrt,3,3,126,4.270943843842062,lbfgs,0.323323443701495,linear,0.6983862900159852,0.7687259848558001,0.43690393583962617,0.33447658360492216,0.0642901013729618,0.7742144416105059,0.08634273352010746,5.827264649470702,9,1,0.5860929832777575,02a437df
282,6950.0,1716982894,,False,1,d2b14e30,2024-05-29_13-41-34,1.4168446063995361,1.4168446063995361,1472,DESKTOP-8J3QSBJ,127.0.0.1,1.4168446063995361,1,"[100, 101, 102, 105]",False,13,sqrt,8,4,127,5.03493531509287,lbfgs,0.6652821865615183,rbf,0.8865889046515331,0.1619806128908624,0.7438953360960711,0.21715057922338885,4.660682624534141,0.7993349017544052,0.014819104744203906,0.016133930556300382,10,5,0.9327196226497266,d2b14e30
283,6450.0,1716982896,,False,1,af209bfa,2024-05-29_13-41-36,1.0099997520446777,1.0099997520446777,49396,DESKTOP-8J3QSBJ,127.0.0.1,1.0099997520446777,1,"[101, 102, 103]",True,6,log2,4,4,112,1.8701627099517542,newton-cg,1.3148630232578438,linear,0.5884609646869051,0.47123026504443266,0.46645478413801555,0.7124743165321421,0.2764219958611372,0.9969723081628936,0.020343432409636895,0.0567412715030617,8,4,0.626795399258439,af209bfa
284,6650.0,1716982898,,False,1,26720cc3,2024-05-29_13-41-38,1.5975735187530518,1.5975735187530518,7356,DESKTOP-8J3QSBJ,127.0.0.1,1.5975735187530518,1,"[104, 102, 103, 105]",False,14,log2,1,6,125,4.729733793423276,saga,4.252893061736797,linear,0.4651517303809278,0.7147524628650099,0.24078058582332046,0.3326709828293832,0.18789873175068708,0.8044015445012134,0.02701558380477125,1.0359607243681013,3,4,0.7987450849262534,26720cc3
285,7100.0,1716982900,,False,1,15b021b1,2024-05-29_13-41-40,1.1357996463775635,1.1357996463775635,49284,DESKTOP-8J3QSBJ,127.0.0.1,1.1357996463775635,1,"[100, 101, 103, 105]",True,17,sqrt,3,7,174,2.3401855126876927,sag,0.557345346059214,linear,0.0028266693225003636,0.5154407922456259,0.6543684842536,0.2675885699124236,0.021131827534646246,0.7623463240958406,0.03066795330333149,1.8200184416337615,8,3,0.7848010590335834,15b021b1
286,5800.0,1716982902,,False,1,f6f09496,2024-05-29_13-41-42,1.273000717163086,1.273000717163086,51676,DESKTOP-8J3QSBJ,127.0.0.1,1.273000717163086,1,"[101, 102, 105]",True,10,sqrt,9,3,111,1.1690236733104764,lbfgs,0.9651668871350423,sigmoid,0.7761433091263109,0.14638157488592007,0.31300072170950566,0.8892388062036971,0.5704338633197947,0.8040356827898454,0.09236884636624958,0.001891569860528297,6,3,0.7061395239045761,f6f09496
287,6950.0,1716982904,,False,1,41502c28,2024-05-29_13-41-44,1.395585060119629,1.395585060119629,61524,DESKTOP-8J3QSBJ,127.0.0.1,1.395585060119629,1,"[104, 102, 103, 105]",False,12,log2,4,5,153,4.885019228189613,liblinear,0.17280878351720041,rbf,0.376145405367043,0.5926016838977096,0.9569858018499905,0.1153987720778773,0.725727934236191,0.5057559859420797,0.07258816321980625,9.642813058476404,5,2,0.6189467830847728,41502c28
288,6050.0,1716982905,,False,1,4e62aa42,2024-05-29_13-41-45,1.2294402122497559,1.2294402122497559,27128,DESKTOP-8J3QSBJ,127.0.0.1,1.2294402122497559,1,"[100, 101, 102, 103]",True,3,sqrt,4,2,173,1.3363898346718852,lbfgs,0.3307608098007905,poly,0.4123051900203867,0.8924248537820005,0.2161574249366856,0.9784111093339869,0.04108317378928351,0.8817070146556925,0.029479463082110333,1.5416594162712816,5,3,0.5893208894565759,4e62aa42
289,6750.0,1716982907,,False,1,0a0f5526,2024-05-29_13-41-47,1.2850003242492676,1.2850003242492676,42800,DESKTOP-8J3QSBJ,127.0.0.1,1.2850003242492676,1,"[100, 101, 102, 103, 104, 105]",False,8,log2,7,4,166,1.633501201221436,lbfgs,0.4717151041847398,poly,0.8323866770434917,0.7149012796826848,0.6597573447108764,0.844155946537908,0.16005519714797126,0.6620596097373319,0.09753766024012986,0.3289779367089418,7,4,0.7437906307875867,0a0f5526
290,6300.0,1716982909,,False,1,ed37083f,2024-05-29_13-41-49,1.3757085800170898,1.3757085800170898,32800,DESKTOP-8J3QSBJ,127.0.0.1,1.3757085800170898,1,"[100, 101, 102, 103, 104, 105]",False,7,log2,2,3,131,0.12318362687451592,newton-cg,1.5579319848230593,rbf,0.7120997286705593,0.9941650663222679,0.29463392977401126,0.43397312073455063,0.14963794572954517,0.716624645244614,0.07027313269980644,0.004827662527613665,6,1,0.6994687110720199,ed37083f
291,6450.0,1716982912,,False,1,aca83ff2,2024-05-29_13-41-52,1.740659236907959,1.740659236907959,32276,DESKTOP-8J3QSBJ,127.0.0.1,1.740659236907959,1,"[100, 101, 102, 103, 105]",False,17,log2,3,3,134,0.9941624152636823,newton-cg,2.6413158190238715,linear,0.25829519136663404,0.694069447086078,0.768508526653423,0.9114947462382035,0.9226336220683469,0.900431809761812,0.021572963764207954,0.16933461870207644,9,1,0.6991363177958001,aca83ff2
292,7150.0,1716982913,,False,1,28efb497,2024-05-29_13-41-53,0.9419941902160645,0.9419941902160645,14608,DESKTOP-8J3QSBJ,127.0.0.1,0.9419941902160645,1,"[102, 103, 105]",False,17,log2,5,5,55,0.5642140132810076,lbfgs,0.7713984569597255,linear,0.6482807968862969,0.10108751361841495,0.39691294613017425,0.48873207355180603,1.203496008348913,0.7604100408305968,0.039381394452164854,0.008779866064767574,4,4,0.8004718153988382,28efb497
293,6800.0,1716982915,,False,1,a9803f1e,2024-05-29_13-41-55,0.9208595752716064,0.9208595752716064,21996,DESKTOP-8J3QSBJ,127.0.0.1,0.9208595752716064,1,"[101, 103, 105]",True,15,log2,8,3,120,2.187172535554028,lbfgs,0.6548388710537687,linear,0.2989810717916823,0.12249268840693807,0.09765866317805372,0.9832813006453666,0.28585198989495364,0.6898901454211285,0.04698899173446254,0.08662300610139262,4,2,0.5495617295496187,a9803f1e
294,6750.0,1716982917,,False,1,8263171d,2024-05-29_13-41-57,1.6899991035461426,1.6899991035461426,58212,DESKTOP-8J3QSBJ,127.0.0.1,1.6899991035461426,1,"[101, 102, 103]",True,6,sqrt,3,3,197,0.9056773045338672,saga,0.1470080313446582,sigmoid,0.42074455679491773,0.9557327682601041,0.07561129902982267,0.6018175666682234,0.04889480878254882,0.9575963266967231,0.020043399964177217,0.0015698094065028528,9,4,0.6384892823638905,8263171d
295,6750.0,1716982920,,False,1,248cca3a,2024-05-29_13-42-00,2.297891616821289,2.297891616821289,63536,DESKTOP-8J3QSBJ,127.0.0.1,2.297891616821289,1,"[100, 104, 102, 103, 105]",True,7,log2,5,4,181,1.2370402285232378,saga,8.141907955009165,linear,0.3945481012762528,0.5243310581516065,0.3193798392103576,0.16386582830008822,0.009213825499927263,0.737129995564628,0.028378003458290044,0.026408856291421406,8,3,0.7723246693686092,248cca3a
