,custom_score,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/colset,config/et_bootstrap,config/et_max_depth,config/et_max_features,config/et_min_samples_leaf,config/et_min_samples_split,config/et_n_estimators,config/lr_C,config/lr_solver,config/svc_C,config/svc_kernel,config/weight_et,config/weight_lr,config/weight_svc,config/weight_xgb,config/xgb_alpha,config/xgb_colsample_bytree,config/xgb_eta,config/xgb_lambda,config/xgb_max_depth,config/xgb_min_child_weight,config/xgb_subsample,logdir
115,6600.0,1716982581,,False,1,a6161f01,2024-05-29_13-36-21,1.3525047302246094,1.3525047302246094,27352,DESKTOP-8J3QSBJ,127.0.0.1,1.3525047302246094,1,"[101, 102, 105]",True,13,log2,1,7,62,1.5657456811551071,sag,0.49184002721289616,rbf,0.7484337540558612,0.35406854760960393,0.2335163816488517,0.9204440315559769,0.2282490633698145,0.8750391450756585,0.03464526447133756,0.22273274767575998,9,3,0.6216885317149499,a6161f01
116,7000.0,1716982582,,False,1,80e5b361,2024-05-29_13-36-22,1.2880504131317139,1.2880504131317139,64216,DESKTOP-8J3QSBJ,127.0.0.1,1.2880504131317139,1,"[102, 103, 105]",True,16,sqrt,6,10,188,4.98529224711442,lbfgs,1.2652913301321906,sigmoid,0.372192682311305,0.5291303122052233,0.7026171412921772,0.782329416111348,0.29163626734386994,0.6779693696235571,0.016621109220813314,0.8889207378912714,4,1,0.5585650479218431,80e5b361
117,6500.0,1716982585,,False,1,c50f70e5,2024-05-29_13-36-25,1.6299324035644531,1.6299324035644531,7904,DESKTOP-8J3QSBJ,127.0.0.1,1.6299324035644531,1,"[100, 101, 102, 103, 104, 105]",True,12,log2,8,5,115,1.4699581649860283,liblinear,0.5322075413381789,sigmoid,0.5019915626244422,0.276995519654365,0.6606399918016617,0.4923536993798639,0.9400898916960777,0.7068858940913164,0.04045423184200671,0.00612342728304773,6,4,0.8475867441057093,c50f70e5
118,6800.0,1716982587,,False,1,49957e78,2024-05-29_13-36-27,2.475031614303589,2.475031614303589,57128,DESKTOP-8J3QSBJ,127.0.0.1,2.475031614303589,1,"[104, 102, 103, 105]",False,18,sqrt,5,10,148,2.6290218942935746,lbfgs,6.193065070940617,poly,0.42677941223035315,0.3947659959736561,0.25130814937982277,0.15388303880855492,0.0023144338684462228,0.680753595229079,0.029190429444874492,0.3980856064927272,3,1,0.7658970262638085,49957e78
119,6550.0,1716982588,,False,1,5e6c1bb6,2024-05-29_13-36-28,1.314504623413086,1.314504623413086,6120,DESKTOP-8J3QSBJ,127.0.0.1,1.314504623413086,1,"[100, 101, 102, 103, 104, 105]",False,4,sqrt,1,8,169,0.2816219978658254,sag,0.4841260442291364,poly,0.47125516787231125,0.3763526569639777,0.017095437785288103,0.7936246293269319,0.39659644635056973,0.5279852839307021,0.021330003712320165,4.981943051953228,9,1,0.8824462441614807,5e6c1bb6
120,7000.0,1716982590,,False,1,ac45aac2,2024-05-29_13-36-30,1.4965074062347412,1.4965074062347412,9240,DESKTOP-8J3QSBJ,127.0.0.1,1.4965074062347412,1,"[104, 102, 103, 105]",False,6,log2,8,3,174,2.1348261496065644,newton-cg,0.6735698781172886,rbf,0.8976021689460862,0.17076330463362155,0.25356510640749674,0.3593983147388934,0.6803057181028472,0.723632473703462,0.018421458312846094,0.1950713925062071,9,3,0.7163666354219302,ac45aac2
121,6550.0,1716982592,,False,1,4b733ef0,2024-05-29_13-36-32,1.4820032119750977,1.4820032119750977,36248,DESKTOP-8J3QSBJ,127.0.0.1,1.4820032119750977,1,"[101, 102, 105]",False,8,log2,3,2,169,0.5491513004368439,lbfgs,1.4184791346872176,poly,0.350169932663165,0.2616964541756972,0.5621227129660242,0.3460495525832558,0.3159743241926141,0.8706556295450399,0.03802126088863164,2.737178116547978,8,5,0.5974769754027607,4b733ef0
122,6750.0,1716982593,,False,1,bdadf218,2024-05-29_13-36-33,1.0289993286132812,1.0289993286132812,31768,DESKTOP-8J3QSBJ,127.0.0.1,1.0289993286132812,1,"[100, 102, 103, 105]",False,9,log2,6,3,131,0.9136748471592843,liblinear,0.12887009288383505,poly,0.8246541813776753,0.36392220448923546,0.30966649582929895,0.6543480839872658,0.010882667678852861,0.8327049733440569,0.04053579640275728,0.771185001350113,7,2,0.5999320152166193,bdadf218
123,6900.0,1716982596,,False,1,5e3210d4,2024-05-29_13-36-36,1.345567226409912,1.345567226409912,6720,DESKTOP-8J3QSBJ,127.0.0.1,1.345567226409912,1,"[100, 101, 102, 103, 104, 105]",True,20,sqrt,4,3,87,0.44862728039114147,liblinear,0.28220094369519,rbf,0.5639750625667407,0.5347136556483421,0.2708646283884794,0.07594983752883278,0.06416595208210062,0.6112077034293242,0.05070829743303447,0.04590814610338837,6,2,0.53610745510613,5e3210d4
124,7100.0,1716982597,,False,1,205643fe,2024-05-29_13-36-37,0.9370017051696777,0.9370017051696777,46820,DESKTOP-8J3QSBJ,127.0.0.1,0.9370017051696777,1,"[100, 101, 103, 105]",False,10,log2,9,8,128,9.531432669640418,lbfgs,0.2781008523835324,linear,0.6054132656482717,0.8087125713983743,0.0416302359928542,0.10552561620255618,1.598799739027469,0.8025470880849069,0.047310099860635856,0.001292431508117104,5,4,0.5411588618379898,205643fe
125,7300.0,1716982599,,False,1,54003fa5,2024-05-29_13-36-39,0.9307653903961182,0.9307653903961182,4696,DESKTOP-8J3QSBJ,127.0.0.1,0.9307653903961182,1,"[100, 101, 102, 105]",True,3,sqrt,3,10,50,1.1661422856099397,saga,0.26625686574932816,linear,0.121827197995093,0.33122136907250066,0.45412777182321074,0.047734604779429146,0.1984202769003835,0.9610424555608759,0.029710305810549308,0.04327807459462188,7,4,0.9819316875729529,54003fa5
126,7050.0,1716982601,,False,1,84cfb55a,2024-05-29_13-36-41,1.5337378978729248,1.5337378978729248,60612,DESKTOP-8J3QSBJ,127.0.0.1,1.5337378978729248,1,"[100, 101, 102, 103, 104, 105]",True,15,sqrt,6,4,162,2.3339322471319925,sag,2.3127018107995228,linear,0.06553457036783394,0.9700829897143679,0.4578404817265248,0.2316206479638908,0.0025755815017810576,0.5624558040983673,0.01831972198369864,0.0025980103081624613,10,5,0.9285224022678715,84cfb55a
127,6600.0,1716982603,,False,1,012d3024,2024-05-29_13-36-43,1.6152894496917725,1.6152894496917725,60312,DESKTOP-8J3QSBJ,127.0.0.1,1.6152894496917725,1,"[101, 103, 105]",True,13,sqrt,8,10,98,1.3972305127725289,lbfgs,0.16037240985686513,sigmoid,0.6785717367497361,0.3635680408591595,0.15650647515797367,0.19997369648459806,0.3009614172254049,0.5269013441831362,0.034813067036253975,0.0042939308806360585,5,3,0.7947677690149463,012d3024
128,6400.0,1716982605,,False,1,3e723b31,2024-05-29_13-36-45,1.3610849380493164,1.3610849380493164,2876,DESKTOP-8J3QSBJ,127.0.0.1,1.3610849380493164,1,"[102, 103, 105]",False,12,log2,1,7,96,0.9042072922942246,liblinear,5.652772406539104,sigmoid,0.08806106238348599,0.9829109131527594,0.9713293891829242,0.5131429318740414,0.1979801039057658,0.9539227839446052,0.09152120872486041,0.03501378653179373,9,3,0.6794279930260128,3e723b31
129,6650.0,1716982607,,False,1,1afacdc2,2024-05-29_13-36-47,1.7309560775756836,1.7309560775756836,38148,DESKTOP-8J3QSBJ,127.0.0.1,1.7309560775756836,1,"[104, 102, 103, 105]",True,16,sqrt,2,6,185,2.2536661519560997,saga,2.0502837157346567,poly,0.6681024050117939,0.728249273163696,0.06962614247879162,0.5392500936382822,0.037209730226429524,0.8265881960299414,0.014966778192355352,2.12154282571078,9,5,0.5983706944120615,1afacdc2
130,7000.0,1716982609,,False,1,3a060142,2024-05-29_13-36-49,1.7937543392181396,1.7937543392181396,50948,DESKTOP-8J3QSBJ,127.0.0.1,1.7937543392181396,1,"[100, 101, 102, 105]",True,7,log2,7,2,191,0.7236741674712304,sag,2.800609959198229,poly,0.8474207162617352,0.6202088735662824,0.370976067753485,0.5667141225004226,0.3846632849555161,0.7904717107985351,0.031656424912140005,1.3347406330031457,6,5,0.6158130264942959,3a060142
131,6500.0,1716982610,,False,1,eb3b4e55,2024-05-29_13-36-50,1.197730302810669,1.197730302810669,28892,DESKTOP-8J3QSBJ,127.0.0.1,1.197730302810669,1,"[101, 102, 103]",True,10,sqrt,7,6,132,0.6501198734169255,sag,0.5692097596166061,poly,0.3263467294606005,0.7230220972322605,0.6628119669987468,0.8163959446246785,0.006418119868808436,0.6497751952240022,0.05030011984390984,0.0012845683585689359,9,3,0.6815668746838728,eb3b4e55
132,6550.0,1716982612,,False,1,7dd5f444,2024-05-29_13-36-52,1.239999771118164,1.239999771118164,57336,DESKTOP-8J3QSBJ,127.0.0.1,1.239999771118164,1,"[101, 102, 103]",True,17,log2,1,9,138,0.10139773054460266,liblinear,8.876037436106355,sigmoid,0.9556448082421424,0.38440316767498905,0.42757025021999673,0.3471967008304112,0.016957880291796137,0.8909746126767976,0.07545010997900811,7.085317012608755,7,1,0.9655719739420799,7dd5f444
133,7150.0,1716982614,,False,1,c67612e8,2024-05-29_13-36-54,1.586350440979004,1.586350440979004,58128,DESKTOP-8J3QSBJ,127.0.0.1,1.586350440979004,1,"[101, 102, 105]",False,11,log2,4,7,151,0.33362205491304503,sag,1.6292134909642366,poly,0.37672226876106435,0.8353250335294778,0.4031887068643773,0.818050150320721,3.6823256250500984,0.7895910724639833,0.029632793016415613,0.029614050962696786,5,1,0.7515856231640561,c67612e8
134,6450.0,1716982616,,False,1,a95c66d2,2024-05-29_13-36-56,1.4502971172332764,1.4502971172332764,47332,DESKTOP-8J3QSBJ,127.0.0.1,1.4502971172332764,1,"[101, 102, 105]",True,10,sqrt,6,9,187,0.3189486601340956,sag,1.4046802967131093,rbf,0.9246822587623555,0.45271726269531076,0.030600957596025435,0.6275852487668581,0.1304079277918751,0.7779999378001172,0.03431146253159054,0.05649644481239303,10,4,0.8308475560836004,a95c66d2
135,6700.0,1716982618,,False,1,b4b3dbbd,2024-05-29_13-36-58,1.299469232559204,1.299469232559204,39996,DESKTOP-8J3QSBJ,127.0.0.1,1.299469232559204,1,"[101, 102, 105]",True,17,sqrt,5,7,112,1.4940464886319593,saga,2.3509015955733505,sigmoid,0.43979664676671526,0.764100702570589,0.09480374085206211,0.5687790324472066,6.731024814845828,0.823062701689609,0.03257690107856719,0.006719480129508384,10,3,0.6964963396160055,b4b3dbbd
136,6850.0,1716982620,,False,1,664e4dcd,2024-05-29_13-37-00,1.703279972076416,1.703279972076416,47084,DESKTOP-8J3QSBJ,127.0.0.1,1.703279972076416,1,"[100, 102, 103, 105]",False,6,log2,2,4,162,0.31162560643493475,newton-cg,0.31174746699626943,sigmoid,0.37328090096541866,0.39607312348171975,0.7936915212371944,0.003428626949262936,0.008168268097649053,0.6356050429360436,0.02419069652768537,0.6168092217447757,8,4,0.7858978192583612,664e4dcd
137,6600.0,1716982622,,False,1,dc6c712e,2024-05-29_13-37-02,1.7794666290283203,1.7794666290283203,27168,DESKTOP-8J3QSBJ,127.0.0.1,1.7794666290283203,1,"[100, 101, 102, 103]",False,14,log2,6,5,81,1.6617749505291421,newton-cg,3.3538203088391776,poly,0.9520060071576966,0.24578370277855632,0.4716305366842136,0.733872793474888,0.0016398444477359578,0.825976785765738,0.058565448209167044,0.005581637297710092,3,4,0.8151771274000115,dc6c712e
138,6800.0,1716982623,,False,1,0194f48d,2024-05-29_13-37-03,0.9351649284362793,0.9351649284362793,52040,DESKTOP-8J3QSBJ,127.0.0.1,0.9351649284362793,1,"[101, 102, 103, 105]",True,14,sqrt,4,5,84,0.15708959644128176,newton-cg,0.16319808948029874,linear,0.3830857247430161,0.6197288319016552,0.7363406209963652,0.2042927977407768,1.885366150046399,0.8373586631817251,0.017254302304073342,2.279995326771411,5,3,0.7802161697989289,0194f48d
139,7400.0,1716982626,,False,1,60ceaa69,2024-05-29_13-37-06,1.7762525081634521,1.7762525081634521,39040,DESKTOP-8J3QSBJ,127.0.0.1,1.7762525081634521,1,"[101, 102, 105]",False,11,sqrt,9,5,69,4.001257093844104,saga,9.587398348419413,linear,0.48603502479039373,0.6598347705413977,0.5147731024084645,0.8286599474483655,2.0548309347252176,0.5843845867221297,0.010486974599153086,0.0044939610087580024,10,4,0.746351026537911,60ceaa69
140,6750.0,1716982627,,False,1,e288ebff,2024-05-29_13-37-07,1.3156652450561523,1.3156652450561523,9036,DESKTOP-8J3QSBJ,127.0.0.1,1.3156652450561523,1,"[102, 103, 105]",True,13,log2,6,2,88,5.183233342382056,sag,0.11818541092908101,rbf,0.07919651463514588,0.7193554751688994,0.8055169101101642,0.35505264517368873,3.5161467259806325,0.7449848747597818,0.024897760113625947,0.0013046413015733078,9,3,0.8814597930163002,e288ebff
141,6400.0,1716982629,,False,1,ea805a4f,2024-05-29_13-37-09,1.6590685844421387,1.6590685844421387,26964,DESKTOP-8J3QSBJ,127.0.0.1,1.6590685844421387,1,"[100, 104, 102, 103, 105]",False,11,log2,6,5,116,0.29415879114160054,liblinear,0.547245903560977,sigmoid,0.48765571782203143,0.5662622686311701,0.045988944793901254,0.8745455294671542,0.07594792230442501,0.562528392505075,0.07447599294745477,0.21295133267887287,7,1,0.9762375771465139,ea805a4f
142,6450.0,1716982631,,False,1,575ce72f,2024-05-29_13-37-11,1.2279987335205078,1.2279987335205078,35220,DESKTOP-8J3QSBJ,127.0.0.1,1.2279987335205078,1,"[102, 103, 105]",True,12,log2,6,3,166,0.28891046901538453,lbfgs,1.712720859101769,sigmoid,0.5452760173461285,0.4345113777057156,0.4199280421199304,0.074456813765726,1.0525685161753984,0.9005425467587979,0.07506589533962177,0.6242810660800068,7,5,0.5019109501635157,575ce72f
143,6950.0,1716982633,,False,1,dbed916c,2024-05-29_13-37-13,1.5835211277008057,1.5835211277008057,43376,DESKTOP-8J3QSBJ,127.0.0.1,1.5835211277008057,1,"[100, 101, 103, 105]",False,18,log2,3,5,166,0.13308380125423075,newton-cg,2.3216879625387863,sigmoid,0.28641543830103344,0.01665113055046441,0.5688431047880993,0.3646967983139545,0.03899541279311934,0.7990365519903426,0.04221872351164255,8.350114607270054,8,5,0.5588309682889336,dbed916c
144,7050.0,1716982635,,False,1,64c00a51,2024-05-29_13-37-15,1.3466618061065674,1.3466618061065674,60708,DESKTOP-8J3QSBJ,127.0.0.1,1.3466618061065674,1,"[100, 101, 102, 105]",False,9,log2,4,5,116,2.4194412727193266,lbfgs,6.6697409339829745,sigmoid,0.9376070239206413,0.2978054927465418,0.40147414266772596,0.4260145629918556,0.004536525506043103,0.5198194109511343,0.03443826945214496,0.01483856207609317,10,3,0.6030337734458019,64c00a51
145,6600.0,1716982637,,False,1,ed924c00,2024-05-29_13-37-17,1.623546838760376,1.623546838760376,41188,DESKTOP-8J3QSBJ,127.0.0.1,1.623546838760376,1,"[100, 104, 102, 103, 105]",False,7,log2,5,9,157,2.8878515708121806,saga,2.0160902244651018,poly,0.03152730447158103,0.016943496756569365,0.33205535902083927,0.0885695211266545,0.011391737742189085,0.9505102649179098,0.02761383659743964,0.005756750734975617,5,2,0.7781493395429823,ed924c00
146,6300.0,1716982638,,False,1,a6069a8d,2024-05-29_13-37-18,1.344864845275879,1.344864845275879,23580,DESKTOP-8J3QSBJ,127.0.0.1,1.344864845275879,1,"[100, 101, 102, 105]",False,7,log2,9,3,164,3.873804932125742,saga,0.5027281730604972,rbf,0.09333829517804726,0.5905299481993512,0.1733895056560102,0.18205457684713777,0.08710616761877486,0.7190934252053519,0.017147875374194353,0.021499017312301475,3,3,0.6439859885426968,a6069a8d
147,6800.0,1716982640,,False,1,b09add75,2024-05-29_13-37-20,1.2885756492614746,1.2885756492614746,24944,DESKTOP-8J3QSBJ,127.0.0.1,1.2885756492614746,1,"[101, 102, 103]",True,9,log2,7,6,105,0.31124535622812616,sag,1.8393945294074994,sigmoid,0.1867650485360427,0.5830644242159106,0.6066940758692507,0.0672534111841726,0.11961093717976909,0.660732304407913,0.07600947182217056,0.0021531229442532784,4,4,0.5051754249235096,b09add75
148,6750.0,1716982642,,False,1,7fb43282,2024-05-29_13-37-22,1.3783700466156006,1.3783700466156006,44600,DESKTOP-8J3QSBJ,127.0.0.1,1.3783700466156006,1,"[100, 104, 102, 103, 105]",False,10,log2,5,3,187,4.200776267853647,lbfgs,0.332353761945131,rbf,0.936341882566928,0.19124199575063533,0.14168079665695726,0.7264181625912711,0.0054876048426572305,0.7840866226035517,0.03028888721089605,0.012655847561249593,5,2,0.5970374820707973,7fb43282
149,7150.0,1716982644,,False,1,227323f6,2024-05-29_13-37-24,1.1828382015228271,1.1828382015228271,10192,DESKTOP-8J3QSBJ,127.0.0.1,1.1828382015228271,1,"[102, 103, 105]",True,19,sqrt,3,5,84,0.14624523554694627,newton-cg,0.5588844821649397,poly,0.6279162193569592,0.49658284424158505,0.23338034962291798,0.817835069728484,0.02416166624375781,0.8122883487785655,0.054807896619096116,0.006105594182788136,4,1,0.7754806118689141,227323f6
150,6200.0,1716982646,,False,1,145b23f9,2024-05-29_13-37-26,1.2464227676391602,1.2464227676391602,55208,DESKTOP-8J3QSBJ,127.0.0.1,1.2464227676391602,1,"[100, 101, 103, 105]",False,4,log2,6,9,123,0.8046965480122794,lbfgs,0.8462358287997372,poly,0.38114423370215933,0.77205509650415,0.2915376850281272,0.2433982815910476,0.011124964332671631,0.8713366980311257,0.0748833046722815,5.986028347185213,3,1,0.8112964858112366,145b23f9
151,6550.0,1716982647,,False,1,a380b941,2024-05-29_13-37-27,1.295788049697876,1.295788049697876,59852,DESKTOP-8J3QSBJ,127.0.0.1,1.295788049697876,1,"[100, 101, 102, 103, 105]",True,20,log2,9,6,143,0.37808573415749985,sag,0.39346849651120913,poly,0.027436629280173985,0.5247381396878502,0.2463078732126115,0.6523473621404451,0.024947628439085146,0.9545819603040201,0.018078125822890822,0.002186486422601117,6,1,0.560771557251899,a380b941
152,6650.0,1716982650,,False,1,fe7392d0,2024-05-29_13-37-30,1.7070486545562744,1.7070486545562744,45108,DESKTOP-8J3QSBJ,127.0.0.1,1.7070486545562744,1,"[100, 101, 102, 105]",True,15,log2,6,9,174,0.32254790391065147,lbfgs,4.450243259918827,linear,0.7189633788953571,0.4520330943264296,0.12368501729733172,0.850489089580795,0.9786917793423718,0.6610430739589567,0.03718458356383354,0.028632710719425795,6,2,0.5584022289503527,fe7392d0
153,6600.0,1716982651,,False,1,ffaa7cc2,2024-05-29_13-37-31,1.035430908203125,1.035430908203125,49964,DESKTOP-8J3QSBJ,127.0.0.1,1.035430908203125,1,"[101, 102, 103]",False,10,sqrt,4,3,176,0.42874667840590774,saga,1.0168762958138982,linear,0.6352885512705932,0.37509731312340766,0.3951498163081982,0.31173326664654144,0.0044454263657062966,0.8023918913499931,0.0660903549507506,0.11644277375489402,8,4,0.7580938642607868,ffaa7cc2
154,6500.0,1716982653,,False,1,a750d862,2024-05-29_13-37-33,1.660707950592041,1.660707950592041,44376,DESKTOP-8J3QSBJ,127.0.0.1,1.660707950592041,1,"[102, 103, 105]",False,10,log2,8,7,180,3.9432989220255674,lbfgs,0.11446976501927518,sigmoid,0.10368191622999146,0.2891745357801069,0.292638747644805,0.1680869575927555,9.265520761432256,0.5955607647279028,0.08927403215091134,0.40060467640400693,9,1,0.6397979047012048,a750d862
155,6350.0,1716982655,,False,1,4268583a,2024-05-29_13-37-35,1.3115625381469727,1.3115625381469727,21840,DESKTOP-8J3QSBJ,127.0.0.1,1.3115625381469727,1,"[100, 104, 102, 103, 105]",False,7,sqrt,3,2,63,0.17581549685259537,newton-cg,0.8101094487138357,poly,0.8889926272302966,0.5872895190387392,0.7596338672477686,0.13675950383204138,0.0015708573604536428,0.8822172995275297,0.02632385479248286,0.0010771866085494408,9,5,0.8082540706636804,4268583a
156,6500.0,1716982657,,False,1,47f720e7,2024-05-29_13-37-37,1.3750662803649902,1.3750662803649902,18248,DESKTOP-8J3QSBJ,127.0.0.1,1.3750662803649902,1,"[100, 101, 102, 103, 104, 105]",False,18,sqrt,2,4,86,0.12527804848612156,liblinear,0.3512716784202734,rbf,0.03311955216201795,0.44175482178539976,0.9078256493617789,0.21900623650661047,0.07161230761044349,0.920930581620424,0.03151408388787678,0.085104110066687,8,3,0.779384518923534,47f720e7
157,6700.0,1716982659,,False,1,8db9226c,2024-05-29_13-37-39,1.4728012084960938,1.4728012084960938,38588,DESKTOP-8J3QSBJ,127.0.0.1,1.4728012084960938,1,"[101, 102, 105]",False,9,log2,7,3,134,2.2815554294889306,newton-cg,0.327250658095911,sigmoid,0.8075545467338979,0.6762030275489315,0.4683200743899939,0.4415144235753465,0.015904095882880945,0.897381492917523,0.06510046447194202,0.004837170046050569,9,2,0.6948003332404824,8db9226c
158,6500.0,1716982660,,False,1,866b92fb,2024-05-29_13-37-40,1.1935253143310547,1.1935253143310547,17612,DESKTOP-8J3QSBJ,127.0.0.1,1.1935253143310547,1,"[101, 102, 103, 105]",True,9,log2,8,4,73,0.14815268858477296,lbfgs,0.3634221774870797,poly,0.9964905457727677,0.9241878328731564,0.31416481542569175,0.2379188775292543,1.3987768849229931,0.732419781556403,0.057186287310138105,0.03519017048284964,10,3,0.6133170283274608,866b92fb
159,6350.0,1716982663,,False,1,c96fa640,2024-05-29_13-37-43,1.4397048950195312,1.4397048950195312,12292,DESKTOP-8J3QSBJ,127.0.0.1,1.4397048950195312,1,"[102, 103, 105]",True,14,log2,6,7,91,6.0872887631687975,saga,2.5872496838485772,rbf,0.3922116777635708,0.8224403819440702,0.19926554348358827,0.20450185411266042,0.08160462596492729,0.6732365918821033,0.02191419715935097,0.0026720892111639313,10,5,0.6505842666252514,c96fa640
