,custom_score,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/bootstrap,config/colset,config/max_depth,config/max_features,config/min_samples_leaf,config/min_samples_split,config/n_estimators,logdir
0,6950.0,1716980491,,False,1,35b804a7,2024-05-29_13-01-31,0.25099945068359375,0.25099945068359375,8556,DESKTOP-8J3QSBJ,127.0.0.1,0.25099945068359375,1,True,"[101, 102, 105]",7,log2,10,7,122,35b804a7
1,6750.0,1716980493,,False,1,c40c3d30,2024-05-29_13-01-33,0.6109132766723633,0.6109132766723633,61360,DESKTOP-8J3QSBJ,127.0.0.1,0.6109132766723633,1,True,"[100, 101, 102, 105]",15,sqrt,10,6,122,c40c3d30
2,6700.0,1716980496,,False,1,7678a244,2024-05-29_13-01-36,0.6481504440307617,0.6481504440307617,42336,DESKTOP-8J3QSBJ,127.0.0.1,0.6481504440307617,1,True,"[104, 102, 103, 105]",12,log2,7,9,137,7678a244
3,6550.0,1716980383,,False,1,36330438,2024-05-29_12-59-43,1.2214133739471436,1.2214133739471436,54176,DESKTOP-8J3QSBJ,127.0.0.1,1.2214133739471436,1,False,"[100, 102, 103, 105]",15,log2,7,9,166,36330438
4,6200.0,1716980499,,False,1,a1e1e1e3,2024-05-29_13-01-39,0.26799893379211426,0.26799893379211426,63416,DESKTOP-8J3QSBJ,127.0.0.1,0.26799893379211426,1,True,"[101, 102, 103, 105]",4,sqrt,1,2,114,a1e1e1e3
5,6450.0,1716980387,,False,1,9726e0f0,2024-05-29_12-59-47,0.492999792098999,0.492999792098999,28932,DESKTOP-8J3QSBJ,127.0.0.1,0.492999792098999,1,True,"[100, 101, 102, 103]",17,sqrt,10,8,92,9726e0f0
6,6450.0,1716980389,,False,1,11811e52,2024-05-29_12-59-49,0.559049129486084,0.559049129486084,50876,DESKTOP-8J3QSBJ,127.0.0.1,0.559049129486084,1,False,"[104, 102, 103, 105]",16,sqrt,4,10,70,11811e52
7,6250.0,1716980392,,False,1,dd3f15b0,2024-05-29_12-59-52,0.5798659324645996,0.5798659324645996,32032,DESKTOP-8J3QSBJ,127.0.0.1,0.5798659324645996,1,False,"[100, 101, 103, 105]",7,log2,7,8,128,dd3f15b0
8,6550.0,1716980395,,False,1,8f692ba3,2024-05-29_12-59-55,0.5789754390716553,0.5789754390716553,15572,DESKTOP-8J3QSBJ,127.0.0.1,0.5789754390716553,1,True,"[104, 102, 103, 105]",8,log2,9,6,157,8f692ba3
9,6600.0,1716980398,,False,1,359adbbc,2024-05-29_12-59-58,0.3730759620666504,0.3730759620666504,30428,DESKTOP-8J3QSBJ,127.0.0.1,0.3730759620666504,1,False,"[101, 102, 105]",12,sqrt,2,10,97,359adbbc
