,top_20_accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/alpha,config/colsample_bytree,config/eta,config/eval_metric,config/lambda,config/max_depth,config/min_child_weight,config/objective,config/subsample,logdir
88,0.735,1716670588,,False,1,ed7a2627,2024-05-25_22-56-28,0.04977679252624512,0.04977679252624512,25280,DESKTOP-8J3QSBJ,127.0.0.1,0.04977679252624512,1,0.059825057714183734,0.520102264903467,0.08400265228031088,error,0.01794418457237303,7,4,binary:logistic,0.7105471847560897,ed7a2627
89,0.76,1716670591,,False,1,e6900740,2024-05-25_22-56-31,0.04613900184631348,0.04613900184631348,9484,DESKTOP-8J3QSBJ,127.0.0.1,0.04613900184631348,1,0.11438135858576554,0.6072746255672834,0.07731099600720905,error,0.0037754122809536355,4,5,binary:logistic,0.6302953202743492,e6900740
90,0.705,1716670593,,False,1,af5b7178,2024-05-25_22-56-33,0.04973125457763672,0.04973125457763672,25860,DESKTOP-8J3QSBJ,127.0.0.1,0.04973125457763672,1,0.2572014820521681,0.8673930217794984,0.08999657500897146,error,6.8234489959354665,9,1,binary:logistic,0.9780478929498078,af5b7178
91,0.73,1716670596,,False,1,81e58a61,2024-05-25_22-56-36,0.034041643142700195,0.034041643142700195,17124,DESKTOP-8J3QSBJ,127.0.0.1,0.034041643142700195,1,0.18150066539827917,0.7781331431764902,0.07547895445801672,error,0.023008121418469925,4,4,binary:logistic,0.8089712918136405,81e58a61
92,0.755,1716670599,,False,1,8da14261,2024-05-25_22-56-39,0.030879497528076172,0.030879497528076172,43892,DESKTOP-8J3QSBJ,127.0.0.1,0.030879497528076172,1,0.1579117796979142,0.7120754966790045,0.015545815830397582,error,3.552288928733034,4,3,binary:logistic,0.6378960909746085,8da14261
93,0.7,1716670602,,False,1,46d0633a,2024-05-25_22-56-42,0.03840327262878418,0.03840327262878418,49712,DESKTOP-8J3QSBJ,127.0.0.1,0.03840327262878418,1,0.003040113365496122,0.8111554727416037,0.060955944834256544,error,9.63535393602919,10,4,binary:logistic,0.5456963350514891,46d0633a
94,0.73,1716670605,,False,1,bb015e10,2024-05-25_22-56-45,0.04091691970825195,0.04091691970825195,42776,DESKTOP-8J3QSBJ,127.0.0.1,0.04091691970825195,1,0.010730842233479511,0.6184183760352411,0.02653046002030491,error,3.4967969007792097,4,1,binary:logistic,0.7465844251158236,bb015e10
95,0.745,1716670607,,False,1,a0f82d3f,2024-05-25_22-56-47,0.05316305160522461,0.05316305160522461,7812,DESKTOP-8J3QSBJ,127.0.0.1,0.05316305160522461,1,0.0036751927177185863,0.888318378139497,0.08089516689512102,error,6.172019884566949,10,3,binary:logistic,0.9298671265673828,a0f82d3f
96,0.74,1716670609,,False,1,0785a737,2024-05-25_22-56-49,0.037255048751831055,0.037255048751831055,34216,DESKTOP-8J3QSBJ,127.0.0.1,0.037255048751831055,1,0.012067645543956977,0.6434178432982619,0.09661199758523038,error,1.6517155348295665,6,1,binary:logistic,0.5074333425524076,0785a737
97,0.66,1716670610,,False,1,4ebe4a3b,2024-05-25_22-56-50,0.032190799713134766,0.032190799713134766,6428,DESKTOP-8J3QSBJ,127.0.0.1,0.032190799713134766,1,0.08828607917070612,0.508111411753755,0.01929850039864855,error,0.036620498372385554,3,5,binary:logistic,0.7549911116324655,4ebe4a3b
98,0.74,1716670612,,False,1,6c709908,2024-05-25_22-56-52,0.035413503646850586,0.035413503646850586,33200,DESKTOP-8J3QSBJ,127.0.0.1,0.035413503646850586,1,4.396906284381893,0.5771362436994053,0.01309693187760673,error,0.17788725413279438,5,1,binary:logistic,0.5386900702789323,6c709908
99,0.73,1716670613,,False,1,0904cda5,2024-05-25_22-56-53,0.03831362724304199,0.03831362724304199,15736,DESKTOP-8J3QSBJ,127.0.0.1,0.03831362724304199,1,0.3958169434744725,0.5058288290163129,0.013282921528038099,error,0.8197458712022705,8,5,binary:logistic,0.9639280278827671,0904cda5
100,0.74,1716670614,,False,1,86eb634b,2024-05-25_22-56-54,0.034514665603637695,0.034514665603637695,33272,DESKTOP-8J3QSBJ,127.0.0.1,0.034514665603637695,1,0.14288750610316842,0.9628586772958732,0.02417688729054847,error,0.0010150584901528602,3,5,binary:logistic,0.8833994167255605,86eb634b
101,0.72,1716670616,,False,1,0ef418f5,2024-05-25_22-56-56,0.03820300102233887,0.03820300102233887,42100,DESKTOP-8J3QSBJ,127.0.0.1,0.03820300102233887,1,0.07280412007336207,0.919789733385139,0.028284634075307798,error,0.009002235018353602,6,5,binary:logistic,0.8648413210374815,0ef418f5
102,0.745,1716670617,,False,1,d9a7ee2d,2024-05-25_22-56-57,0.038533687591552734,0.038533687591552734,32888,DESKTOP-8J3QSBJ,127.0.0.1,0.038533687591552734,1,0.0028768162126775678,0.9431837956307676,0.014647711382905576,error,0.027382896277847714,5,2,binary:logistic,0.7277052216290909,d9a7ee2d
103,0.75,1716670619,,False,1,a6e201c0,2024-05-25_22-56-59,0.04052567481994629,0.04052567481994629,9972,DESKTOP-8J3QSBJ,127.0.0.1,0.04052567481994629,1,0.003173852903622774,0.7605865270526343,0.012680242722671304,error,0.0029669014323541465,9,4,binary:logistic,0.5533365172390474,a6e201c0
104,0.725,1716670620,,False,1,24d3235c,2024-05-25_22-57-00,0.03519463539123535,0.03519463539123535,25084,DESKTOP-8J3QSBJ,127.0.0.1,0.03519463539123535,1,0.1416352041515448,0.6556641232094096,0.04733047337710428,error,0.08322789503497874,5,3,binary:logistic,0.5222639451131557,24d3235c
105,0.715,1716670621,,False,1,38c4e42e,2024-05-25_22-57-01,0.03201746940612793,0.03201746940612793,516,DESKTOP-8J3QSBJ,127.0.0.1,0.03201746940612793,1,0.018399767913487863,0.9810809337019776,0.02228731246522488,error,0.004806792442058485,4,5,binary:logistic,0.7268522620297277,38c4e42e
106,0.75,1716670623,,False,1,425078b4,2024-05-25_22-57-03,0.04102349281311035,0.04102349281311035,11776,DESKTOP-8J3QSBJ,127.0.0.1,0.04102349281311035,1,0.04541471984426515,0.6510782569472575,0.021985423096658765,error,8.4458534637709,7,5,binary:logistic,0.94100286985717,425078b4
107,0.75,1716670624,,False,1,7dbaa87d,2024-05-25_22-57-04,0.03661823272705078,0.03661823272705078,8840,DESKTOP-8J3QSBJ,127.0.0.1,0.03661823272705078,1,0.8150889904472034,0.849205951193827,0.012706949214983426,error,0.008681346330541618,6,2,binary:logistic,0.6742971646202407,7dbaa87d
108,0.72,1716670626,,False,1,09a821bb,2024-05-25_22-57-06,0.04316067695617676,0.04316067695617676,42948,DESKTOP-8J3QSBJ,127.0.0.1,0.04316067695617676,1,0.03276899703963426,0.5130944377103532,0.02880196068319005,error,2.759613592053854,9,3,binary:logistic,0.6393210984463347,09a821bb
109,0.755,1716670627,,False,1,50925834,2024-05-25_22-57-07,0.048050642013549805,0.048050642013549805,45624,DESKTOP-8J3QSBJ,127.0.0.1,0.048050642013549805,1,0.01738997481569065,0.9461161527104651,0.053381710832637104,error,0.0773767044541849,10,5,binary:logistic,0.787647375547956,50925834
110,0.715,1716670628,,False,1,c74a46d0,2024-05-25_22-57-08,0.041036367416381836,0.041036367416381836,4892,DESKTOP-8J3QSBJ,127.0.0.1,0.041036367416381836,1,0.06249135851810986,0.995051879121418,0.013596417691000832,error,0.013998797876909035,6,5,binary:logistic,0.9143030260284496,c74a46d0
111,0.76,1716670630,,False,1,fea06e2b,2024-05-25_22-57-10,0.04503655433654785,0.04503655433654785,12544,DESKTOP-8J3QSBJ,127.0.0.1,0.04503655433654785,1,0.01111737436855083,0.9368220032161212,0.023022835141783535,error,0.3843290731689443,9,5,binary:logistic,0.5491406704451564,fea06e2b
112,0.755,1716670631,,False,1,c593cf58,2024-05-25_22-57-11,0.04603219032287598,0.04603219032287598,48920,DESKTOP-8J3QSBJ,127.0.0.1,0.04603219032287598,1,0.004993939352214932,0.8992140344516748,0.09959584771550269,error,0.021225921087129153,10,3,binary:logistic,0.5765745550161034,c593cf58
113,0.685,1716670633,,False,1,4ded2263,2024-05-25_22-57-13,0.03502345085144043,0.03502345085144043,5536,DESKTOP-8J3QSBJ,127.0.0.1,0.03502345085144043,1,9.435170632020942,0.5593261917088302,0.04205767753731964,error,2.241410819263667,10,4,binary:logistic,0.7288601545656579,4ded2263
114,0.705,1716670634,,False,1,dd553bd3,2024-05-25_22-57-14,0.03903627395629883,0.03903627395629883,50960,DESKTOP-8J3QSBJ,127.0.0.1,0.03903627395629883,1,0.010218685114020505,0.8146515702047578,0.04288810394717674,error,0.24393848866806608,9,5,binary:logistic,0.5604747552414565,dd553bd3
115,0.705,1716670635,,False,1,f187b9b5,2024-05-25_22-57-15,0.045526742935180664,0.045526742935180664,41836,DESKTOP-8J3QSBJ,127.0.0.1,0.045526742935180664,1,0.0018725667210927142,0.8441118826589173,0.04110111439502324,error,2.440414965374527,10,5,binary:logistic,0.9444537135719961,f187b9b5
116,0.765,1716670637,,False,1,8fbe0afb,2024-05-25_22-57-17,0.04165482521057129,0.04165482521057129,18116,DESKTOP-8J3QSBJ,127.0.0.1,0.04165482521057129,1,0.867907208043116,0.8930216219307306,0.01109989272430578,error,2.652495645774101,8,1,binary:logistic,0.5401975289469283,8fbe0afb
117,0.725,1716670638,,False,1,79d898d9,2024-05-25_22-57-18,0.038578033447265625,0.038578033447265625,40276,DESKTOP-8J3QSBJ,127.0.0.1,0.038578033447265625,1,0.005390122490558535,0.9894951183744222,0.04769527548525139,error,1.1368061350905934,9,5,binary:logistic,0.5137919245565453,79d898d9
118,0.765,1716670640,,False,1,ae5acb56,2024-05-25_22-57-20,0.03151845932006836,0.03151845932006836,37204,DESKTOP-8J3QSBJ,127.0.0.1,0.03151845932006836,1,0.44391722783097887,0.6130138542415855,0.0746741338655492,error,0.02614446736944647,4,3,binary:logistic,0.6311277582820779,ae5acb56
119,0.705,1716670641,,False,1,3de1bc01,2024-05-25_22-57-21,0.03151750564575195,0.03151750564575195,25868,DESKTOP-8J3QSBJ,127.0.0.1,0.03151750564575195,1,0.04808541965806977,0.8567287884256563,0.027338927826834794,error,0.10163947896058985,4,5,binary:logistic,0.7103195392447197,3de1bc01
120,0.71,1716670642,,False,1,f893ea91,2024-05-25_22-57-22,0.03355240821838379,0.03355240821838379,5616,DESKTOP-8J3QSBJ,127.0.0.1,0.03355240821838379,1,0.7005205106393544,0.7870399050898222,0.04953359901716722,error,0.032106658618708143,6,5,binary:logistic,0.6804555034133486,f893ea91
121,0.735,1716670644,,False,1,2870ce54,2024-05-25_22-57-24,0.03955841064453125,0.03955841064453125,32196,DESKTOP-8J3QSBJ,127.0.0.1,0.03955841064453125,1,0.013772721380429388,0.5962084603279207,0.024816827824123075,error,1.7200232071793968,7,4,binary:logistic,0.7385232342338353,2870ce54
122,0.685,1716670645,,False,1,4f3293e3,2024-05-25_22-57-25,0.038022756576538086,0.038022756576538086,4892,DESKTOP-8J3QSBJ,127.0.0.1,0.038022756576538086,1,0.006130197149864984,0.8476918683431702,0.012900899745011712,error,0.985124685611979,7,5,binary:logistic,0.954559113284522,4f3293e3
123,0.725,1716670647,,False,1,22246ad6,2024-05-25_22-57-27,0.03977656364440918,0.03977656364440918,12544,DESKTOP-8J3QSBJ,127.0.0.1,0.03977656364440918,1,0.1005458973637782,0.5569103621743161,0.04176632952677217,error,0.005677271887944683,7,5,binary:logistic,0.6271423885465496,22246ad6
124,0.755,1716670648,,False,1,9c2a225e,2024-05-25_22-57-28,0.05036020278930664,0.05036020278930664,19020,DESKTOP-8J3QSBJ,127.0.0.1,0.05036020278930664,1,0.00986194947929817,0.9269377255705623,0.09164443790726903,error,0.535547850951447,10,2,binary:logistic,0.7027386335696628,9c2a225e
125,0.73,1716670649,,False,1,ad7e703c,2024-05-25_22-57-29,0.036850690841674805,0.036850690841674805,43088,DESKTOP-8J3QSBJ,127.0.0.1,0.036850690841674805,1,0.04657395690285624,0.5516008225649225,0.033583184289204926,error,8.038149155258253,7,3,binary:logistic,0.5073638512041486,ad7e703c
126,0.73,1716670651,,False,1,2b968031,2024-05-25_22-57-31,0.037514686584472656,0.037514686584472656,15736,DESKTOP-8J3QSBJ,127.0.0.1,0.037514686584472656,1,0.0014885837549368512,0.5457858290740163,0.09062860847329766,error,0.35753471770909273,7,3,binary:logistic,0.6110922249261797,2b968031
127,0.755,1716670652,,False,1,351bc370,2024-05-25_22-57-32,0.04253530502319336,0.04253530502319336,34844,DESKTOP-8J3QSBJ,127.0.0.1,0.04253530502319336,1,0.015397616937888268,0.7669681318086002,0.02675740384719062,error,1.0824172820267939,9,4,binary:logistic,0.6155493439749631,351bc370
128,0.74,1716670654,,False,1,31130e3d,2024-05-25_22-57-34,0.040230512619018555,0.040230512619018555,29140,DESKTOP-8J3QSBJ,127.0.0.1,0.040230512619018555,1,0.002555483627957163,0.680557072072795,0.06310252016357787,error,2.4272937631270604,8,5,binary:logistic,0.8849400804994006,31130e3d
129,0.665,1716670655,,False,1,bdb385ad,2024-05-25_22-57-35,0.03717970848083496,0.03717970848083496,35796,DESKTOP-8J3QSBJ,127.0.0.1,0.03717970848083496,1,2.8775189050101595,0.5362176472393183,0.08768343514397701,error,4.862359917293371,10,4,binary:logistic,0.708127886691386,bdb385ad
130,0.73,1716670656,,False,1,f4965d10,2024-05-25_22-57-36,0.04003643989562988,0.04003643989562988,34216,DESKTOP-8J3QSBJ,127.0.0.1,0.04003643989562988,1,0.0022153567401858292,0.5304086164983355,0.011543433773996574,error,9.791352716479087,10,1,binary:logistic,0.5965979151770411,f4965d10
131,0.765,1716670658,,False,1,549baba6,2024-05-25_22-57-38,0.03965306282043457,0.03965306282043457,19656,DESKTOP-8J3QSBJ,127.0.0.1,0.03965306282043457,1,0.2439871779150585,0.7317848929116867,0.07129849674810382,error,0.030045123843029403,6,4,binary:logistic,0.6099007746197012,549baba6
132,0.775,1716670659,,False,1,eb8c8aac,2024-05-25_22-57-39,0.037541866302490234,0.037541866302490234,4036,DESKTOP-8J3QSBJ,127.0.0.1,0.037541866302490234,1,0.0029170864168426504,0.6639021471393496,0.027246902656046585,error,3.6808472717851988,7,4,binary:logistic,0.6053664724966887,eb8c8aac
133,0.765,1716670661,,False,1,00b2d168,2024-05-25_22-57-41,0.03882932662963867,0.03882932662963867,5512,DESKTOP-8J3QSBJ,127.0.0.1,0.03882932662963867,1,0.09909468364213633,0.8822547644258929,0.023622322817999912,error,3.0311217776663932,8,5,binary:logistic,0.5394430985166168,00b2d168
134,0.73,1716670662,,False,1,9d45f602,2024-05-25_22-57-42,0.04803895950317383,0.04803895950317383,38672,DESKTOP-8J3QSBJ,127.0.0.1,0.04803895950317383,1,0.010175643220285349,0.9576907254335855,0.08197074341245475,error,0.6581153275328425,9,3,binary:logistic,0.6610216770289004,9d45f602
135,0.79,1716670663,,False,1,6a426458,2024-05-25_22-57-43,0.03258252143859863,0.03258252143859863,36000,DESKTOP-8J3QSBJ,127.0.0.1,0.03258252143859863,1,0.04554959222972095,0.6149325329572864,0.04293336102661523,error,0.0070601033293531,6,5,binary:logistic,0.6389727070928582,6a426458
136,0.725,1716670665,,False,1,69744bad,2024-05-25_22-57-45,0.03455305099487305,0.03455305099487305,12176,DESKTOP-8J3QSBJ,127.0.0.1,0.03455305099487305,1,0.1765331960573679,0.9057096430073397,0.031328127803131545,error,0.0034351553317812106,4,1,binary:logistic,0.9283266385952402,69744bad
137,0.755,1716670666,,False,1,5cec634f,2024-05-25_22-57-46,0.03375840187072754,0.03375840187072754,5192,DESKTOP-8J3QSBJ,127.0.0.1,0.03375840187072754,1,0.006437842186493787,0.8254346182360077,0.07941903450934737,error,1.924914395421468,4,1,binary:logistic,0.7602988638287344,5cec634f
138,0.75,1716670668,,False,1,734c6b1d,2024-05-25_22-57-48,0.0415644645690918,0.0415644645690918,21056,DESKTOP-8J3QSBJ,127.0.0.1,0.0415644645690918,1,0.003262711536462913,0.792623659104355,0.09386167600859269,error,5.76497780646104,10,5,binary:logistic,0.9062093326017002,734c6b1d
139,0.72,1716670669,,False,1,55dd2213,2024-05-25_22-57-49,0.03317546844482422,0.03317546844482422,4960,DESKTOP-8J3QSBJ,127.0.0.1,0.03317546844482422,1,0.025300205883922518,0.9693203707957441,0.027889129710404616,error,0.17740317956832294,4,5,binary:logistic,0.687641851302459,55dd2213
140,0.79,1716670670,,False,1,af5593e9,2024-05-25_22-57-50,0.03785276412963867,0.03785276412963867,10148,DESKTOP-8J3QSBJ,127.0.0.1,0.03785276412963867,1,7.10233872546683,0.5536243540284596,0.06956424301439072,error,0.001060966054380471,4,3,binary:logistic,0.5310171391380916,af5593e9
141,0.76,1716670672,,False,1,1a8989d7,2024-05-25_22-57-52,0.031778812408447266,0.031778812408447266,23804,DESKTOP-8J3QSBJ,127.0.0.1,0.031778812408447266,1,0.1574586507374331,0.6330838627447891,0.03403678382153968,error,2.4163013006359417,5,5,binary:logistic,0.6164507111966115,1a8989d7
142,0.72,1716670673,,False,1,9089cd8d,2024-05-25_22-57-53,0.030518531799316406,0.030518531799316406,7524,DESKTOP-8J3QSBJ,127.0.0.1,0.030518531799316406,1,6.6192847767837675,0.5713150716900863,0.03015242878477998,error,2.622802037040941,3,2,binary:logistic,0.6695590161646483,9089cd8d
143,0.745,1716670675,,False,1,26ae06d6,2024-05-25_22-57-55,0.032530784606933594,0.032530784606933594,40828,DESKTOP-8J3QSBJ,127.0.0.1,0.032530784606933594,1,0.06372822598812468,0.559446808211115,0.014197508619909177,error,0.006432988508484605,4,5,binary:logistic,0.6130790919514005,26ae06d6
144,0.79,1716670676,,False,1,fc625da2,2024-05-25_22-57-56,0.03252410888671875,0.03252410888671875,23060,DESKTOP-8J3QSBJ,127.0.0.1,0.03252410888671875,1,0.5540204978214,0.5128245131992246,0.05575301627330299,error,0.21734332109221188,4,3,binary:logistic,0.583399207297238,fc625da2
145,0.715,1716670678,,False,1,683eb702,2024-05-25_22-57-58,0.037085771560668945,0.037085771560668945,32536,DESKTOP-8J3QSBJ,127.0.0.1,0.037085771560668945,1,3.5067745162783726,0.7604844484268989,0.01013499517896648,error,0.23463564810693896,7,3,binary:logistic,0.9645291390971045,683eb702
146,0.75,1716670679,,False,1,c4c2f494,2024-05-25_22-57-59,0.047423362731933594,0.047423362731933594,26008,DESKTOP-8J3QSBJ,127.0.0.1,0.047423362731933594,1,0.0017890041126969992,0.7463148017782821,0.013282752011009265,error,3.329373426904003,9,3,binary:logistic,0.6263366630146414,c4c2f494
147,0.695,1716670681,,False,1,8250602c,2024-05-25_22-58-01,0.031059980392456055,0.031059980392456055,43912,DESKTOP-8J3QSBJ,127.0.0.1,0.031059980392456055,1,0.02967322864869998,0.6001504011926635,0.030854016060970362,error,1.7847361096420136,4,3,binary:logistic,0.6866605709631128,8250602c
148,0.76,1716670682,,False,1,ee34718e,2024-05-25_22-58-02,0.04038238525390625,0.04038238525390625,9812,DESKTOP-8J3QSBJ,127.0.0.1,0.04038238525390625,1,0.016341782680199844,0.7992913927845688,0.05618365391568763,error,1.7541127825658624,10,5,binary:logistic,0.5180522143319639,ee34718e
149,0.745,1716670683,,False,1,31729bf8,2024-05-25_22-58-03,0.038522958755493164,0.038522958755493164,18564,DESKTOP-8J3QSBJ,127.0.0.1,0.038522958755493164,1,0.02474377562227854,0.860466871796055,0.030695513815110657,error,0.010226940996262777,6,3,binary:logistic,0.5964780650291978,31729bf8
150,0.675,1716670685,,False,1,d449a19d,2024-05-25_22-58-05,0.03586173057556152,0.03586173057556152,23496,DESKTOP-8J3QSBJ,127.0.0.1,0.03586173057556152,1,0.07472023067677375,0.6444541227387628,0.05160933332025957,error,4.09701328220481,4,4,binary:logistic,0.6164997731475121,d449a19d
151,0.725,1716670686,,False,1,80e56490,2024-05-25_22-58-06,0.02820587158203125,0.02820587158203125,39868,DESKTOP-8J3QSBJ,127.0.0.1,0.02820587158203125,1,0.616229689806861,0.5816778326049643,0.0659462735797992,error,0.07452775160335982,4,1,binary:logistic,0.9390200691625383,80e56490
152,0.735,1716670688,,False,1,a2568aba,2024-05-25_22-58-08,0.036031246185302734,0.036031246185302734,19728,DESKTOP-8J3QSBJ,127.0.0.1,0.036031246185302734,1,0.00470471184447988,0.8345062308559239,0.04009801366970096,error,2.6153471823619676,9,4,binary:logistic,0.5089852730538058,a2568aba
153,0.75,1716670689,,False,1,0d40a28e,2024-05-25_22-58-09,0.03369426727294922,0.03369426727294922,2588,DESKTOP-8J3QSBJ,127.0.0.1,0.03369426727294922,1,0.15991776608366354,0.9814015539570404,0.030393649183549917,error,0.0034785441041478007,6,4,binary:logistic,0.6508103299122386,0d40a28e
154,0.715,1716670690,,False,1,c2b079e3,2024-05-25_22-58-10,0.03551149368286133,0.03551149368286133,30780,DESKTOP-8J3QSBJ,127.0.0.1,0.03551149368286133,1,0.02072894165989038,0.5027855308720885,0.01708646200350549,error,4.141343883627299,8,3,binary:logistic,0.6780864856735354,c2b079e3
155,0.73,1716670692,,False,1,af0ba8a2,2024-05-25_22-58-12,0.03997516632080078,0.03997516632080078,37572,DESKTOP-8J3QSBJ,127.0.0.1,0.03997516632080078,1,0.0012765061923656967,0.853605804099119,0.011917692121705027,error,1.52370684457696,6,3,binary:logistic,0.6934916708162924,af0ba8a2
156,0.745,1716670693,,False,1,6a03bf73,2024-05-25_22-58-13,0.03503823280334473,0.03503823280334473,27480,DESKTOP-8J3QSBJ,127.0.0.1,0.03503823280334473,1,2.9283291465669206,0.8420619392213807,0.019392521783310957,error,0.019492847354497335,7,5,binary:logistic,0.9177833179992765,6a03bf73
157,0.73,1716670695,,False,1,394ce5a3,2024-05-25_22-58-15,0.04687070846557617,0.04687070846557617,49712,DESKTOP-8J3QSBJ,127.0.0.1,0.04687070846557617,1,0.001367271973361824,0.8784532292481535,0.08830085117338288,error,0.03919399084435911,8,1,binary:logistic,0.690181606648151,394ce5a3
158,0.72,1716670696,,False,1,0d30805e,2024-05-25_22-58-16,0.04053211212158203,0.04053211212158203,50180,DESKTOP-8J3QSBJ,127.0.0.1,0.04053211212158203,1,3.983506733099275,0.5985411159429566,0.051912474045809176,error,0.04822523690297964,10,3,binary:logistic,0.714814065094692,0d30805e
159,0.685,1716670697,,False,1,35dfe877,2024-05-25_22-58-17,0.037805795669555664,0.037805795669555664,44136,DESKTOP-8J3QSBJ,127.0.0.1,0.037805795669555664,1,0.04034442148476138,0.5770340258782924,0.054200166039741204,error,0.026661981589635866,4,3,binary:logistic,0.7522731317974409,35dfe877
160,0.77,1716670699,,False,1,58c30ac6,2024-05-25_22-58-19,0.03903913497924805,0.03903913497924805,27780,DESKTOP-8J3QSBJ,127.0.0.1,0.03903913497924805,1,0.0016567446159475253,0.8088484316864423,0.021380281159199422,error,0.37631387046346115,6,2,binary:logistic,0.9920501017067274,58c30ac6
161,0.705,1716670700,,False,1,7d3ade33,2024-05-25_22-58-20,0.043024301528930664,0.043024301528930664,28080,DESKTOP-8J3QSBJ,127.0.0.1,0.043024301528930664,1,0.0054785943961521135,0.7976798412429151,0.062425090258930414,error,1.3520153774439108,9,3,binary:logistic,0.528330427043571,7d3ade33
162,0.705,1716670701,,False,1,80159e31,2024-05-25_22-58-21,0.034574031829833984,0.034574031829833984,17320,DESKTOP-8J3QSBJ,127.0.0.1,0.034574031829833984,1,2.123980197539831,0.5779649301329741,0.03230170281006896,error,0.005282529645446587,4,2,binary:logistic,0.76170670408447,80159e31
163,0.735,1716670703,,False,1,f21c584c,2024-05-25_22-58-23,0.03053116798400879,0.03053116798400879,45624,DESKTOP-8J3QSBJ,127.0.0.1,0.03053116798400879,1,0.05930988193831226,0.7049717068955951,0.01701193816256836,error,0.0032408022137806903,4,3,binary:logistic,0.5584357775570068,f21c584c
164,0.735,1716670705,,False,1,08c3d401,2024-05-25_22-58-25,0.02951669692993164,0.02951669692993164,46312,DESKTOP-8J3QSBJ,127.0.0.1,0.02951669692993164,1,0.26404006939946234,0.6713403840654135,0.08536796879646344,error,0.0034322711211127945,3,4,binary:logistic,0.6278051094251356,08c3d401
165,0.745,1716670706,,False,1,3bfe7d90,2024-05-25_22-58-26,0.0340268611907959,0.0340268611907959,50712,DESKTOP-8J3QSBJ,127.0.0.1,0.0340268611907959,1,0.30694184408234076,0.5431129293585043,0.07664528867421669,error,0.011897412595552038,5,5,binary:logistic,0.5766007891245224,3bfe7d90
166,0.71,1716670707,,False,1,39b17204,2024-05-25_22-58-27,0.035022735595703125,0.035022735595703125,43224,DESKTOP-8J3QSBJ,127.0.0.1,0.035022735595703125,1,0.033834010785393054,0.7636669400792503,0.02742267073581538,error,0.017572134056002175,6,5,binary:logistic,0.7923505567038629,39b17204
167,0.765,1716670709,,False,1,3ddfa8af,2024-05-25_22-58-29,0.03203082084655762,0.03203082084655762,17780,DESKTOP-8J3QSBJ,127.0.0.1,0.03203082084655762,1,0.044218088031907174,0.5314616150969791,0.07014052547694558,error,0.019891450837543286,5,4,binary:logistic,0.7368834998172167,3ddfa8af
168,0.735,1716670710,,False,1,dffc76a1,2024-05-25_22-58-30,0.0345151424407959,0.0345151424407959,43588,DESKTOP-8J3QSBJ,127.0.0.1,0.0345151424407959,1,0.021544199648238446,0.5551320845196396,0.04974458099293161,error,0.0018633788265981445,4,3,binary:logistic,0.6048140515248095,dffc76a1
169,0.695,1716670712,,False,1,85603773,2024-05-25_22-58-32,0.041838645935058594,0.041838645935058594,14308,DESKTOP-8J3QSBJ,127.0.0.1,0.041838645935058594,1,0.059166527504747005,0.9645286355660021,0.0237500180372685,error,4.207119682183935,9,5,binary:logistic,0.5585621929681979,85603773
170,0.765,1716670713,,False,1,d2eb60ca,2024-05-25_22-58-33,0.036206960678100586,0.036206960678100586,9684,DESKTOP-8J3QSBJ,127.0.0.1,0.036206960678100586,1,0.0025736358029013026,0.7103752465144704,0.050645186606363225,error,0.0048668766351972,6,1,binary:logistic,0.7095616288581046,d2eb60ca
171,0.665,1716670714,,False,1,4de04799,2024-05-25_22-58-34,0.038526058197021484,0.038526058197021484,47736,DESKTOP-8J3QSBJ,127.0.0.1,0.038526058197021484,1,2.844105193476067,0.8626387759628832,0.024613824681408065,error,0.007267580153880797,7,1,binary:logistic,0.5160668822590405,4de04799
172,0.715,1716670716,,False,1,6f0b635d,2024-05-25_22-58-36,0.029672622680664062,0.029672622680664062,6428,DESKTOP-8J3QSBJ,127.0.0.1,0.029672622680664062,1,0.22873171622661734,0.5035734642260474,0.04104609369969107,error,0.010162272866082477,3,3,binary:logistic,0.5589412321341309,6f0b635d
173,0.795,1716670717,,False,1,37ea5ecf,2024-05-25_22-58-37,0.04264187812805176,0.04264187812805176,19716,DESKTOP-8J3QSBJ,127.0.0.1,0.04264187812805176,1,0.012073711548617642,0.8428142699577733,0.07248469716507007,error,0.19078008368531207,10,5,binary:logistic,0.5461739305153228,37ea5ecf
174,0.77,1716670719,,False,1,9920a2ac,2024-05-25_22-58-39,0.040528059005737305,0.040528059005737305,39848,DESKTOP-8J3QSBJ,127.0.0.1,0.040528059005737305,1,0.2256399212941214,0.7121613693676583,0.020876431078652734,error,2.4597961579900467,10,5,binary:logistic,0.574659723489261,9920a2ac
175,0.715,1716670720,,False,1,d93ac3d9,2024-05-25_22-58-40,0.04002094268798828,0.04002094268798828,41416,DESKTOP-8J3QSBJ,127.0.0.1,0.04002094268798828,1,0.05868891915394915,0.6240591615224028,0.03791258057240473,error,5.596022334342043,7,2,binary:logistic,0.6679124125569369,d93ac3d9
176,0.725,1716670721,,False,1,ed756698,2024-05-25_22-58-41,0.03654122352600098,0.03654122352600098,22948,DESKTOP-8J3QSBJ,127.0.0.1,0.03654122352600098,1,0.04404150676002525,0.9300818342327256,0.02152789818015024,error,0.056122151213764924,6,5,binary:logistic,0.7375200260011813,ed756698
