,model,score_test,score_val,eval_metric,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order,random_state,features
0,NeuralNetFastAI_r11_BAG_L1,0.7386934673366834,0.7247596153846154,precision,0.3312265872955322,0.15719270706176758,19.325252771377563,0.3312265872955322,0.15719270706176758,19.325252771377563,1,True,34,2,"['x102', 'x106', 'x104']"
1,NeuralNetFastAI_r103_BAG_L1,0.7129629629629629,0.7037953795379538,precision,0.2560865879058838,0.08895516395568848,14.39966368675232,0.2560865879058838,0.08895516395568848,14.39966368675232,1,True,38,2,"['x102', 'x106', 'x104']"
2,NeuralNetFastAI_r143_BAG_L1,0.7091503267973857,0.7059322033898305,precision,0.21276521682739258,0.07305335998535156,6.748218297958374,0.21276521682739258,0.07305335998535156,6.748218297958374,1,True,41,2,"['x102', 'x106', 'x104']"
3,WeightedEnsemble_L2,0.7083333333333334,0.740096618357488,precision,1.213054895401001,0.37520337104797363,80.6867413520813,0.007142305374145508,0.0009999275207519531,1.189896821975708,2,True,42,2,"['x102', 'x106', 'x104']"
4,WeightedEnsemble_L3,0.70703125,0.7371031746031746,precision,0.6084980964660645,0.24323678016662598,56.139710426330566,0.007075071334838867,0.0019996166229248047,1.060777187347412,3,True,59,2,"['x102', 'x106', 'x104']"
5,NeuralNetTorch_r86_BAG_L1,0.6897590361445783,0.6956521739130435,precision,0.13182449340820312,0.03472423553466797,16.352707624435425,0.13182449340820312,0.03472423553466797,16.352707624435425,1,True,32,2,"['x102', 'x106', 'x104']"
6,NeuralNetTorch_r30_BAG_L1,0.6886446886446886,0.7142857142857143,precision,0.19141483306884766,0.0715336799621582,32.18020987510681,0.19141483306884766,0.0715336799621582,32.18020987510681,1,True,30,2,"['x102', 'x106', 'x104']"
7,NeuralNetFastAI_r191_BAG_L1,0.6809651474530831,0.6839557399723375,precision,0.2868659496307373,0.14007925987243652,18.25564455986023,0.2868659496307373,0.14007925987243652,18.25564455986023,1,True,17,2,"['x102', 'x106', 'x104']"
8,NeuralNetTorch_r14_BAG_L1,0.6761363636363636,0.6912607449856734,precision,0.09206938743591309,0.02624225616455078,10.537630081176758,0.09206938743591309,0.02624225616455078,10.537630081176758,1,True,39,2,"['x102', 'x106', 'x104']"
9,NeuralNetTorch_BAG_L1,0.674863387978142,0.6881569726699369,precision,0.1267530918121338,0.029946327209472656,18.336098670959473,0.1267530918121338,0.029946327209472656,18.336098670959473,1,True,12,2,"['x102', 'x106', 'x104']"
10,NeuralNetFastAI_r191_BAG_L2,0.6746031746031746,0.6838134430727023,precision,6.2068257331848145,2.560244083404541,313.8185212612152,0.29309582710266113,0.11871623992919922,15.332587957382202,2,True,57,2,"['x102', 'x106', 'x104']"
11,NeuralNetTorch_r22_BAG_L1,0.6720430107526881,0.6897987508674531,precision,0.18036270141601562,0.07659530639648438,24.55378270149231,0.18036270141601562,0.07659530639648438,24.55378270149231,1,True,20,2,"['x102', 'x106', 'x104']"
12,NeuralNetFastAI_BAG_L2,0.6675257731958762,0.6766773162939297,precision,6.173519611358643,2.5222761631011963,307.28072571754456,0.25978970527648926,0.08074831962585449,8.794792413711548,2,True,50,2,"['x102', 'x106', 'x104']"
13,NeuralNetFastAI_BAG_L1,0.6674757281553398,0.6716325263811297,precision,0.2759397029876709,0.0781862735748291,9.064186811447144,0.2759397029876709,0.0781862735748291,9.064186811447144,1,True,10,2,"['x102', 'x106', 'x104']"
14,NeuralNetTorch_BAG_L2,0.6608478802992519,0.6769911504424779,precision,6.098929405212402,2.512159585952759,315.7298605442047,0.18519949913024902,0.07063174247741699,17.243927240371704,2,True,52,2,"['x102', 'x106', 'x104']"
15,NeuralNetTorch_r79_BAG_L2,0.6583541147132169,0.6841085271317829,precision,6.113597631454468,2.5192041397094727,319.9353063106537,0.19986772537231445,0.07767629623413086,21.44937300682068,2,True,55,2,"['x102', 'x106', 'x104']"
16,NeuralNetTorch_r79_BAG_L1,0.6574307304785895,0.6835607537361923,precision,0.14736342430114746,0.05025339126586914,25.176929712295532,0.14736342430114746,0.05025339126586914,25.176929712295532,1,True,15,2,"['x102', 'x106', 'x104']"
17,CatBoost_BAG_L1,0.6518691588785047,0.671976401179941,precision,0.07356858253479004,0.009296894073486328,4.766695261001587,0.07356858253479004,0.009296894073486328,4.766695261001587,1,True,7,2,"['x102', 'x106', 'x104']"
18,CatBoost_r177_BAG_L1,0.6487119437939111,0.6738223017292785,precision,0.07808136940002441,0.010118484497070312,3.92629337310791,0.07808136940002441,0.010118484497070312,3.92629337310791,1,True,14,2,"['x102', 'x106', 'x104']"
19,NeuralNetFastAI_r145_BAG_L1,0.6485849056603774,0.6733821733821734,precision,0.3469703197479248,0.15279316902160645,16.106948375701904,0.3469703197479248,0.15279316902160645,16.106948375701904,1,True,28,2,"['x102', 'x106', 'x104']"
20,ExtraTreesGini_BAG_L2,0.647191011235955,0.6452850877192983,precision,6.019830942153931,2.585515260696411,299.0942335128784,0.10610103607177734,0.14398741722106934,0.6083002090454102,2,True,48,2,"['x102', 'x106', 'x104']"
21,CatBoost_r13_BAG_L1,0.6452328159645233,0.6666666666666666,precision,0.07162213325500488,0.009805917739868164,5.5799548625946045,0.07162213325500488,0.009805917739868164,5.5799548625946045,1,True,25,2,"['x102', 'x106', 'x104']"
