model,scoring_function,features,score,n_features
SVC(C=0.8),precision_calculate_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x459,x132,x5,x463,x423",3643.1818181818185,24
SVC(C=0.8),calculate_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x459,x132,x5,x463,x423",6650.0,24
SVC(C=0.8),precision_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x459,x132,x5,x463,x423",0.5478468899521531,24
SVC(C=0.8),accuracy_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x459,x132,x5,x463,x423",0.541,24
RandomForestClassifier(),precision_calculate_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x459,x132,x5,x102,x423",8028.9473684210525,24
RandomForestClassifier(),calculate_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x459,x132,x5,x102,x423",12150.0,24
RandomForestClassifier(),precision_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x459,x132,x5,x102,x423",0.6608187134502924,24
RandomForestClassifier(),accuracy_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x459,x132,x5,x102,x423",0.666,24
SVC(C=0.8),precision_calculate_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x459,x132,x5,x102,x423",3218.8481675392673,24
SVC(C=0.8),calculate_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x459,x132,x5,x102,x423",5800.0,24
SVC(C=0.8),precision_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x459,x132,x5,x102,x423",0.5549738219895288,24
SVC(C=0.8),accuracy_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x459,x132,x5,x102,x423",0.543,24
RandomForestClassifier(),precision_calculate_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x459,x132,x5,x102,x463",7788.469184890656,24
RandomForestClassifier(),calculate_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x459,x132,x5,x102,x463",11800.0,24
RandomForestClassifier(),precision_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x459,x132,x5,x102,x463",0.6600397614314115,24
RandomForestClassifier(),accuracy_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x459,x132,x5,x102,x463",0.662,24
SVC(C=0.8),precision_calculate_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x459,x132,x5,x102,x463",3471.186440677966,24
SVC(C=0.8),calculate_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x459,x132,x5,x102,x463",6400.0,24
SVC(C=0.8),precision_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x459,x132,x5,x102,x463",0.5423728813559322,24
SVC(C=0.8),accuracy_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x459,x132,x5,x102,x463",0.536,24
RandomForestClassifier(),precision_calculate_score,"x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",8056.976744186047,23
RandomForestClassifier(),calculate_score,"x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",12300.0,23
RandomForestClassifier(),precision_score,"x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.6550387596899225,23
RandomForestClassifier(),accuracy_score,"x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.661,23
SVC(C=0.8),precision_calculate_score,"x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",3754.884318766067,23
SVC(C=0.8),calculate_score,"x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",6550.0,23
SVC(C=0.8),precision_score,"x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.5732647814910026,23
SVC(C=0.8),accuracy_score,"x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.558,23
RandomForestClassifier(),precision_calculate_score,"x103,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",8607.773512476007,23
RandomForestClassifier(),calculate_score,"x103,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",12850.0,23
RandomForestClassifier(),precision_score,"x103,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.6698656429942419,23
RandomForestClassifier(),accuracy_score,"x103,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.678,23
SVC(C=0.8),precision_calculate_score,"x103,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",3602.720207253886,23
SVC(C=0.8),calculate_score,"x103,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",6350.0,23
SVC(C=0.8),precision_score,"x103,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.5673575129533679,23
SVC(C=0.8),accuracy_score,"x103,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.553,23
RandomForestClassifier(),precision_calculate_score,"x103,x336,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",8200.0,23
RandomForestClassifier(),calculate_score,"x103,x336,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",12300.0,23
RandomForestClassifier(),precision_score,"x103,x336,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.6666666666666666,23
RandomForestClassifier(),accuracy_score,"x103,x336,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.67,23
SVC(C=0.8),precision_calculate_score,"x103,x336,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",3208.22102425876,23
SVC(C=0.8),calculate_score,"x103,x336,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",5750.0,23
SVC(C=0.8),precision_score,"x103,x336,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.5579514824797843,23
SVC(C=0.8),accuracy_score,"x103,x336,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.544,23
RandomForestClassifier(),precision_calculate_score,"x103,x336,x413,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",8474.271844660194,23
RandomForestClassifier(),calculate_score,"x103,x336,x413,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",12650.0,23
RandomForestClassifier(),precision_score,"x103,x336,x413,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.6699029126213593,23
RandomForestClassifier(),accuracy_score,"x103,x336,x413,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.676,23
SVC(C=0.8),precision_calculate_score,"x103,x336,x413,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",3024.5738636363635,23
SVC(C=0.8),calculate_score,"x103,x336,x413,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",5350.0,23
SVC(C=0.8),precision_score,"x103,x336,x413,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.5653409090909091,23
SVC(C=0.8),accuracy_score,"x103,x336,x413,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.547,23
RandomForestClassifier(),precision_calculate_score,"x103,x336,x413,x156,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",7486.25,23
RandomForestClassifier(),calculate_score,"x103,x336,x413,x156,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",11300.0,23
RandomForestClassifier(),precision_score,"x103,x336,x413,x156,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.6625,23
RandomForestClassifier(),accuracy_score,"x103,x336,x413,x156,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.657,23
SVC(C=0.8),precision_calculate_score,"x103,x336,x413,x156,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",3382.283464566929,23
SVC(C=0.8),calculate_score,"x103,x336,x413,x156,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",6050.0,23
SVC(C=0.8),precision_score,"x103,x336,x413,x156,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.5590551181102362,23
SVC(C=0.8),accuracy_score,"x103,x336,x413,x156,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.546,23
RandomForestClassifier(),precision_calculate_score,"x103,x336,x413,x156,x106,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",8344.646271510517,23
RandomForestClassifier(),calculate_score,"x103,x336,x413,x156,x106,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",12650.0,23
RandomForestClassifier(),precision_score,"x103,x336,x413,x156,x106,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.6596558317399618,23
RandomForestClassifier(),accuracy_score,"x103,x336,x413,x156,x106,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.668,23
SVC(C=0.8),precision_calculate_score,"x103,x336,x413,x156,x106,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",3648.2142857142853,23
SVC(C=0.8),calculate_score,"x103,x336,x413,x156,x106,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",6750.0,23
SVC(C=0.8),precision_score,"x103,x336,x413,x156,x106,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.5404761904761904,23
SVC(C=0.8),accuracy_score,"x103,x336,x413,x156,x106,x229,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.535,23
RandomForestClassifier(),precision_calculate_score,"x103,x336,x413,x156,x106,x9,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",8367.567567567568,23
RandomForestClassifier(),calculate_score,"x103,x336,x413,x156,x106,x9,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",12600.0,23
RandomForestClassifier(),precision_score,"x103,x336,x413,x156,x106,x9,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.6640926640926641,23
RandomForestClassifier(),accuracy_score,"x103,x336,x413,x156,x106,x9,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.671,23
SVC(C=0.8),precision_calculate_score,"x103,x336,x413,x156,x106,x9,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",3400.131926121372,23
SVC(C=0.8),calculate_score,"x103,x336,x413,x156,x106,x9,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",6050.0,23
SVC(C=0.8),precision_score,"x103,x336,x413,x156,x106,x9,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.5620052770448549,23
SVC(C=0.8),accuracy_score,"x103,x336,x413,x156,x106,x9,x101,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.548,23
RandomForestClassifier(),precision_calculate_score,"x103,x336,x413,x156,x106,x9,x229,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",7504.39453125,23
RandomForestClassifier(),calculate_score,"x103,x336,x413,x156,x106,x9,x229,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",11750.0,23
RandomForestClassifier(),precision_score,"x103,x336,x413,x156,x106,x9,x229,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.638671875,23
RandomForestClassifier(),accuracy_score,"x103,x336,x413,x156,x106,x9,x229,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.643,23
SVC(C=0.8),precision_calculate_score,"x103,x336,x413,x156,x106,x9,x229,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",3469.4300518134714,23
SVC(C=0.8),calculate_score,"x103,x336,x413,x156,x106,x9,x229,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",6200.0,23
SVC(C=0.8),precision_score,"x103,x336,x413,x156,x106,x9,x229,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.5595854922279793,23
SVC(C=0.8),accuracy_score,"x103,x336,x413,x156,x106,x9,x229,x149,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.547,23
RandomForestClassifier(),precision_calculate_score,"x103,x336,x413,x156,x106,x9,x229,x101,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",8190.972222222222,23
RandomForestClassifier(),calculate_score,"x103,x336,x413,x156,x106,x9,x229,x101,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",12250.0,23
RandomForestClassifier(),precision_score,"x103,x336,x413,x156,x106,x9,x229,x101,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.6686507936507936,23
RandomForestClassifier(),accuracy_score,"x103,x336,x413,x156,x106,x9,x229,x101,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.671,23
SVC(C=0.8),precision_calculate_score,"x103,x336,x413,x156,x106,x9,x229,x101,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",3690.537084398977,23
SVC(C=0.8),calculate_score,"x103,x336,x413,x156,x106,x9,x229,x101,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",6500.0,23
SVC(C=0.8),precision_score,"x103,x336,x413,x156,x106,x9,x229,x101,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.5677749360613811,23
SVC(C=0.8),accuracy_score,"x103,x336,x413,x156,x106,x9,x229,x101,x10,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.554,23
RandomForestClassifier(),precision_calculate_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",8490.758754863813,23
RandomForestClassifier(),calculate_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",12650.0,23
RandomForestClassifier(),precision_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.6712062256809338,23
RandomForestClassifier(),accuracy_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.677,23
SVC(C=0.8),precision_calculate_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",3667.2794117647063,23
SVC(C=0.8),calculate_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",6650.0,23
SVC(C=0.8),precision_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.5514705882352942,23
SVC(C=0.8),accuracy_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x140,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.543,23
RandomForestClassifier(),precision_calculate_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",8123.314065510597,23
RandomForestClassifier(),calculate_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",12400.0,23
RandomForestClassifier(),precision_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.6551059730250481,23
RandomForestClassifier(),accuracy_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.662,23
SVC(C=0.8),precision_calculate_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",3452.3498694516975,23
SVC(C=0.8),calculate_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",6150.0,23
SVC(C=0.8),precision_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.5613577023498695,23
SVC(C=0.8),accuracy_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x323,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.548,23
RandomForestClassifier(),precision_calculate_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",8231.325301204819,23
RandomForestClassifier(),calculate_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",12200.0,23
RandomForestClassifier(),precision_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.6746987951807228,23
RandomForestClassifier(),accuracy_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.675,23
SVC(C=0.8),precision_calculate_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",3522.7272727272725,23
SVC(C=0.8),calculate_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",6250.0,23
SVC(C=0.8),precision_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.5636363636363636,23
SVC(C=0.8),accuracy_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x324,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.55,23
RandomForestClassifier(),precision_calculate_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",8551.136363636364,23
RandomForestClassifier(),calculate_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",12900.0,23
RandomForestClassifier(),precision_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.6628787878787878,23
RandomForestClassifier(),accuracy_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.673,23
SVC(C=0.8),precision_calculate_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",3487.5,23
SVC(C=0.8),calculate_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",6200.0,23
SVC(C=0.8),precision_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.5625,23
SVC(C=0.8),accuracy_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x404,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.549,23
RandomForestClassifier(),precision_calculate_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",8474.271844660194,23
RandomForestClassifier(),calculate_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",12650.0,23
RandomForestClassifier(),precision_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.6699029126213593,23
RandomForestClassifier(),accuracy_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.676,23
SVC(C=0.8),precision_calculate_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",3633.4577114427857,23
SVC(C=0.8),calculate_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",6550.0,23
SVC(C=0.8),precision_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.554726368159204,23
SVC(C=0.8),accuracy_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x99,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.545,23
RandomForestClassifier(),precision_calculate_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x105,x104,x176,x499,x132,x5,x102,x463,x423",7842.5196850393695,23
RandomForestClassifier(),calculate_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x105,x104,x176,x499,x132,x5,x102,x463,x423",12000.0,23
RandomForestClassifier(),precision_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.6535433070866141,23
RandomForestClassifier(),accuracy_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.657,23
SVC(C=0.8),precision_calculate_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x105,x104,x176,x499,x132,x5,x102,x463,x423",3533.509234828496,23
SVC(C=0.8),calculate_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x105,x104,x176,x499,x132,x5,x102,x463,x423",6200.0,23
SVC(C=0.8),precision_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.5699208443271768,23
SVC(C=0.8),accuracy_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x105,x104,x176,x499,x132,x5,x102,x463,x423",0.554,23
RandomForestClassifier(),precision_calculate_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x104,x176,x499,x132,x5,x102,x463,x423",8002.772277227723,23
RandomForestClassifier(),calculate_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x104,x176,x499,x132,x5,x102,x463,x423",12100.0,23
RandomForestClassifier(),precision_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x104,x176,x499,x132,x5,x102,x463,x423",0.6613861386138614,23
RandomForestClassifier(),accuracy_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x104,x176,x499,x132,x5,x102,x463,x423",0.664,23
SVC(C=0.8),precision_calculate_score,"x103,x336,x413,x156,x106,x9,x229,x101,x149,x10,x140,x323,x324,x404,x99,x104,x176,x499,x132,x5,x102,x463,x423",3478.4415584415583,23
