model,scoring_function,features,score,n_features
RandomForestClassifier(),precision_calculate_score,"x336,x22,x3,x101,x229,x9,x1,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",4923.3265720081135,45
RandomForestClassifier(),calculate_score,"x336,x22,x3,x101,x229,x9,x1,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",7400.0,45
RandomForestClassifier(),precision_score,"x336,x22,x3,x101,x229,x9,x1,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",0.665314401622718,45
RandomForestClassifier(),accuracy_score,"x336,x22,x3,x101,x229,x9,x1,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",0.664,45
SVC(C=0.8),precision_calculate_score,"x336,x22,x3,x101,x229,x9,x1,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",747.1925133689839,45
SVC(C=0.8),calculate_score,"x336,x22,x3,x101,x229,x9,x1,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",1350.0,45
SVC(C=0.8),precision_score,"x336,x22,x3,x101,x229,x9,x1,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",0.553475935828877,45
SVC(C=0.8),accuracy_score,"x336,x22,x3,x101,x229,x9,x1,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",0.541,45
RandomForestClassifier(),precision_calculate_score,"x336,x253,x3,x101,x229,x9,x1,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",5403.641732283465,45
RandomForestClassifier(),calculate_score,"x336,x253,x3,x101,x229,x9,x1,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",8050.0,45
RandomForestClassifier(),precision_score,"x336,x253,x3,x101,x229,x9,x1,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",0.6712598425196851,45
RandomForestClassifier(),accuracy_score,"x336,x253,x3,x101,x229,x9,x1,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",0.675,45
SVC(C=0.8),precision_calculate_score,"x336,x253,x3,x101,x229,x9,x1,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",681.5159574468086,45
SVC(C=0.8),calculate_score,"x336,x253,x3,x101,x229,x9,x1,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",1250.0,45
SVC(C=0.8),precision_score,"x336,x253,x3,x101,x229,x9,x1,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",0.5452127659574468,45
SVC(C=0.8),accuracy_score,"x336,x253,x3,x101,x229,x9,x1,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",0.535,45
RandomForestClassifier(),precision_calculate_score,"x336,x253,x22,x101,x229,x9,x1,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",5425.0,45
RandomForestClassifier(),calculate_score,"x336,x253,x22,x101,x229,x9,x1,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",8050.0,45
RandomForestClassifier(),precision_score,"x336,x253,x22,x101,x229,x9,x1,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",0.6739130434782609,45
RandomForestClassifier(),accuracy_score,"x336,x253,x22,x101,x229,x9,x1,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",0.677,45
SVC(C=0.8),precision_calculate_score,"x336,x253,x22,x101,x229,x9,x1,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",856.1518324607331,45
SVC(C=0.8),calculate_score,"x336,x253,x22,x101,x229,x9,x1,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",1550.0,45
SVC(C=0.8),precision_score,"x336,x253,x22,x101,x229,x9,x1,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",0.5523560209424084,45
SVC(C=0.8),accuracy_score,"x336,x253,x22,x101,x229,x9,x1,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",0.541,45
RandomForestClassifier(),precision_calculate_score,"x336,x253,x22,x3,x229,x9,x1,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",4824.90157480315,45
RandomForestClassifier(),calculate_score,"x336,x253,x22,x3,x229,x9,x1,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",7450.0,45
RandomForestClassifier(),precision_score,"x336,x253,x22,x3,x229,x9,x1,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",0.6476377952755905,45
RandomForestClassifier(),accuracy_score,"x336,x253,x22,x3,x229,x9,x1,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",0.651,45
SVC(C=0.8),precision_calculate_score,"x336,x253,x22,x3,x229,x9,x1,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",782.7956989247311,45
SVC(C=0.8),calculate_score,"x336,x253,x22,x3,x229,x9,x1,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",1400.0,45
SVC(C=0.8),precision_score,"x336,x253,x22,x3,x229,x9,x1,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",0.5591397849462365,45
SVC(C=0.8),accuracy_score,"x336,x253,x22,x3,x229,x9,x1,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",0.545,45
RandomForestClassifier(),precision_calculate_score,"x336,x253,x22,x3,x101,x9,x1,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",5159.055118110236,45
RandomForestClassifier(),calculate_score,"x336,x253,x22,x3,x101,x9,x1,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",7800.0,45
RandomForestClassifier(),precision_score,"x336,x253,x22,x3,x101,x9,x1,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",0.6614173228346457,45
RandomForestClassifier(),accuracy_score,"x336,x253,x22,x3,x101,x9,x1,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",0.665,45
SVC(C=0.8),precision_calculate_score,"x336,x253,x22,x3,x101,x9,x1,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",812.4664879356569,45
SVC(C=0.8),calculate_score,"x336,x253,x22,x3,x101,x9,x1,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",1450.0,45
SVC(C=0.8),precision_score,"x336,x253,x22,x3,x101,x9,x1,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",0.5603217158176944,45
SVC(C=0.8),accuracy_score,"x336,x253,x22,x3,x101,x9,x1,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",0.546,45
RandomForestClassifier(),precision_calculate_score,"x336,x253,x22,x3,x101,x229,x1,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",5120.808678500986,45
RandomForestClassifier(),calculate_score,"x336,x253,x22,x3,x101,x229,x1,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",7750.0,45
RandomForestClassifier(),precision_score,"x336,x253,x22,x3,x101,x229,x1,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",0.6607495069033531,45
RandomForestClassifier(),accuracy_score,"x336,x253,x22,x3,x101,x229,x1,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",0.664,45
SVC(C=0.8),precision_calculate_score,"x336,x253,x22,x3,x101,x229,x1,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",805.9840425531914,45
SVC(C=0.8),calculate_score,"x336,x253,x22,x3,x101,x229,x1,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",1450.0,45
SVC(C=0.8),precision_score,"x336,x253,x22,x3,x101,x229,x1,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",0.5558510638297872,45
SVC(C=0.8),accuracy_score,"x336,x253,x22,x3,x101,x229,x1,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",0.543,45
RandomForestClassifier(),precision_calculate_score,"x336,x253,x22,x3,x101,x229,x9,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",5243.287937743191,45
RandomForestClassifier(),calculate_score,"x336,x253,x22,x3,x101,x229,x9,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",7950.0,45
RandomForestClassifier(),precision_score,"x336,x253,x22,x3,x101,x229,x9,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",0.6595330739299611,45
RandomForestClassifier(),accuracy_score,"x336,x253,x22,x3,x101,x229,x9,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",0.665,45
SVC(C=0.8),precision_calculate_score,"x336,x253,x22,x3,x101,x229,x9,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",658.0645161290322,45
SVC(C=0.8),calculate_score,"x336,x253,x22,x3,x101,x229,x9,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",1200.0,45
SVC(C=0.8),precision_score,"x336,x253,x22,x3,x101,x229,x9,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",0.5483870967741935,45
SVC(C=0.8),accuracy_score,"x336,x253,x22,x3,x101,x229,x9,x140,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",0.537,45
RandomForestClassifier(),precision_calculate_score,"x336,x253,x22,x3,x101,x229,x9,x1,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",4543.610547667343,45
RandomForestClassifier(),calculate_score,"x336,x253,x22,x3,x101,x229,x9,x1,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",7000.0,45
RandomForestClassifier(),precision_score,"x336,x253,x22,x3,x101,x229,x9,x1,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",0.6490872210953347,45
RandomForestClassifier(),accuracy_score,"x336,x253,x22,x3,x101,x229,x9,x1,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",0.648,45
SVC(C=0.8),precision_calculate_score,"x336,x253,x22,x3,x101,x229,x9,x1,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",894.9868073878628,45
SVC(C=0.8),calculate_score,"x336,x253,x22,x3,x101,x229,x9,x1,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",1600.0,45
SVC(C=0.8),precision_score,"x336,x253,x22,x3,x101,x229,x9,x1,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",0.5593667546174143,45
SVC(C=0.8),accuracy_score,"x336,x253,x22,x3,x101,x229,x9,x1,x324,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",0.546,45
RandomForestClassifier(),precision_calculate_score,"x336,x253,x22,x3,x101,x229,x9,x1,x140,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",5112.922465208748,45
RandomForestClassifier(),calculate_score,"x336,x253,x22,x3,x101,x229,x9,x1,x140,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",7700.0,45
RandomForestClassifier(),precision_score,"x336,x253,x22,x3,x101,x229,x9,x1,x140,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",0.6640159045725647,45
RandomForestClassifier(),accuracy_score,"x336,x253,x22,x3,x101,x229,x9,x1,x140,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",0.666,45
SVC(C=0.8),precision_calculate_score,"x336,x253,x22,x3,x101,x229,x9,x1,x140,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",778.6096256684492,45
SVC(C=0.8),calculate_score,"x336,x253,x22,x3,x101,x229,x9,x1,x140,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",1400.0,45
SVC(C=0.8),precision_score,"x336,x253,x22,x3,x101,x229,x9,x1,x140,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",0.5561497326203209,45
SVC(C=0.8),accuracy_score,"x336,x253,x22,x3,x101,x229,x9,x1,x140,x404,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",0.543,45
RandomForestClassifier(),precision_calculate_score,"x336,x253,x22,x3,x101,x229,x9,x1,x140,x324,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",5210.337972166998,45
RandomForestClassifier(),calculate_score,"x336,x253,x22,x3,x101,x229,x9,x1,x140,x324,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",7800.0,45
RandomForestClassifier(),precision_score,"x336,x253,x22,x3,x101,x229,x9,x1,x140,x324,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",0.6679920477137177,45
RandomForestClassifier(),accuracy_score,"x336,x253,x22,x3,x101,x229,x9,x1,x140,x324,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",0.67,45
SVC(C=0.8),precision_calculate_score,"x336,x253,x22,x3,x101,x229,x9,x1,x140,x324,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",631.25,45
SVC(C=0.8),calculate_score,"x336,x253,x22,x3,x101,x229,x9,x1,x140,x324,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",1100.0,45
SVC(C=0.8),precision_score,"x336,x253,x22,x3,x101,x229,x9,x1,x140,x324,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",0.5738636363636364,45
SVC(C=0.8),accuracy_score,"x336,x253,x22,x3,x101,x229,x9,x1,x140,x324,x99,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",0.553,45
RandomForestClassifier(),precision_calculate_score,"x336,x253,x22,x3,x101,x229,x9,x1,x140,x324,x404,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",5115.361445783133,45
RandomForestClassifier(),calculate_score,"x336,x253,x22,x3,x101,x229,x9,x1,x140,x324,x404,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",7650.0,45
RandomForestClassifier(),precision_score,"x336,x253,x22,x3,x101,x229,x9,x1,x140,x324,x404,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",0.6686746987951807,45
RandomForestClassifier(),accuracy_score,"x336,x253,x22,x3,x101,x229,x9,x1,x140,x324,x404,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",0.669,45
SVC(C=0.8),precision_calculate_score,"x336,x253,x22,x3,x101,x229,x9,x1,x140,x324,x404,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",702.054794520548,45
SVC(C=0.8),calculate_score,"x336,x253,x22,x3,x101,x229,x9,x1,x140,x324,x404,x286,x8,x7,x104,x304,x329,x36,x132,x153,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x4,x323,x6,x40,x105,x35,x176,x499,x459,x102,x191,x2,x65",1250.0,45
