Iteration,IWLS,SGD,Adam
104,,-19252.07910008413,
105,,-19247.920217000774,
106,,-19600.144586649025,
107,,-19572.513565533096,
108,,-18613.218461148044,
109,,-19203.72481313126,
110,,-19246.75706619097,
111,,-19677.715616103647,
112,,-19432.525878489705,
113,,-19222.121777348595,
114,,-19104.93679768383,
115,,-25503.432490002346,
116,,-19416.630926390062,
117,,-19112.760843694687,
118,,-18919.837416039045,
119,,-15605.083095695973,
120,,-19300.362237457168,
121,,-19267.902902603935,
122,,-18458.921543390825,
123,,-18087.806489369388,
124,,-17719.68716809246,
125,,-17754.22594401641,
126,,-17636.79410427371,
127,,-18411.483547169828,
128,,-17639.789836547265,
129,,-18145.708272727155,
130,,-18054.184003707327,
131,,-19323.83437548974,
132,,-19264.660310252453,
133,,-19165.202864151077,
134,,-18255.600908026794,
135,,-18072.580967923688,
136,,-18064.75692191283,
137,,-18066.58950337658,
138,,-18049.778260545063,
139,,-18134.180948819587,
140,,-18151.98457884206,
141,,-18382.442515166167,
142,,-19005.40820200261,
143,,-18369.543295340078,
144,,-18322.352159197006,
145,,-18341.912274224145,
146,,-18302.54518409193,
147,,-17699.38647236057,
148,,-17144.08832742622,
149,,-18105.462873352935,
150,,-17227.65082142795,
151,,-16872.430719506156,
152,,-17241.466331985914,
153,,-16979.801781412323,
154,,-18052.28027267903,
155,,-18149.65827722245,
156,,-16697.234825413907,
157,,-18185.113344349236,
158,,-18146.662544948897,
159,,-18185.113344349236,
160,,-16817.168677274298,
161,,-16811.42407280512,
162,,-16811.42407280512,
163,,-16808.428340531565,
164,,-19787.10996109596,
165,,-19757.646358516282,
166,,-19784.114228822407,
167,,-17294.4615675584,
168,,-15149.58949095614,
169,,-15134.610829588371,
170,,-16813.926084922812,
171,,-17017.669290862865,
172,,-18004.59541636383,
173,,-18122.9435468384,
174,,-15092.670577758621,
175,,-18084.49274743806,
176,,-18116.03579155944,
177,,-18056.86172632213,
178,,-18084.2239305938,
179,,-14992.154541765689,
180,,-18015.41519464824,
181,,-16963.323539362882,
182,,-18222.154132861848,
183,,-18009.423730101134,
184,,-16426.669218723804,
185,,-17118.71245835006,
186,,-17918.70662074249,
187,,-15735.732164922527,
188,,-16922.79333307559,
189,,-18113.709489939807,
190,,-18028.983845128274,
191,,-16555.590267404856,
192,,-15991.551785727781,
193,,-16483.76384664396,
194,,-17963.818315343884,
195,,-17893.82447182354,
196,,-17988.45360418777,
197,,-19579.900778863263,
198,,-16509.315421993662,
199,,-16460.961135040783,
200,,-17203.860673737603,
201,,-17324.041385675926,
202,,-17281.678563270158,
203,,-18068.104075182557,
204,,-17132.950539484034,
205,,-18056.121146088346,
206,,-16437.242136930287,
207,,-17261.871588165082,
208,,-16419.514603366893,
209,,-18019.74978822983,
210,,-18112.299479052075,
211,,-18102.39599149954,
212,,-19649.130566014406,
213,,-17288.33945847121,
214,,-18057.953727552096,
215,,-17288.092598393283,
216,,-17267.61619263426,
217,,-17246.892926797318,
218,,-17082.269950911552,
219,,-14965.368661801791,
220,,-17056.718371337305,
221,,-14959.377197254684,
222,,-18208.267472724037,
223,,-19575.22469948728,
224,,-17043.819151511216,
225,,-18131.36587392336,
226,,-19564.40492120287,
227,,-17030.00364095325,
228,,-18147.93025667695,
229,,-16878.279884893578,
230,,-18129.03957230375,
231,,-14931.921886636843,
232,,-17003.2889105692,
233,,-17017.104421127162,
234,,-17010.19666584818,
235,,-17002.125759759394,
236,,-17992.294477611846,
237,,-17003.04205049127,
238,,-18008.826962291576,
239,,-17976.399525512203,
240,,-17991.131326802042,
241,,-17937.948726111863,
242,,-17977.13296193677,
243,,-17953.596818133574,
244,,-17989.968175992955,
245,,-18050.97482269327,
246,,-17987.88873445056,
247,,-18054.886845698704,
248,,-18054.886845698704,
249,,-17665.37482745992,
250,,-18054.886845698704,
251,,-18061.794600977686,
252,,-18340.113104098808,
253,,-17917.894890928863,
254,,-18297.750281693036,
255,,-18167.91294228011,
256,,-16853.150875895346,
257,,-18311.565792251004,
258,,-17715.314835798617,
259,,-17648.316724550474,
260,,-18480.100791142195,
261,,-18001.457384930596,
262,,-18302.82545550827,
263,,-18295.91770022929,
264,,-18228.919588981145,
265,,-18242.735099539106,
266,,-18324.46501207709,
267,,-17904.995671102773,
268,,-18376.731322035394,
269,,-18376.731322035394,
270,,-19460.29487186228,
271,,-18176.65327902284,
272,,-18180.56530202827,
273,,-18362.91581147743,
274,,-18369.82356675641,
275,,-18376.731322035394,
276,,-18395.37514633066,
277,,-18201.288567865216,
278,,-19440.487896757208,
279,,-16240.511247187465,
280,,-19431.747560014475,
281,,-18306.7374785137,
282,,-18240.655657997428,
283,,-18225.92385670759,
284,,-18240.655657997428,
285,,-19424.592944657565,
286,,-19424.592944657565,
287,,-15990.24633575829,
288,,-15983.338580479307,
289,,-16192.826390888536,
290,,-18292.675107877803,
291,,-16172.10312505159,
292,,-16182.922903336,
293,,-25503.432490002346,
294,,-18228.672728903213,
295,,-16081.632875770876,
296,,-15970.439360653218,
297,,-16107.184455345126,
298,,-15938.896316531862,
299,,-16004.731276970198,
300,,-15978.263406664075,
301,,-16115.008501355984,
302,,-15993.911498685788,
303,,-14937.243920530005,
304,,-16023.375101265914,
305,,-16095.201526250912,
306,,-18265.044086761874,
307,,-18262.048354488325,
308,,-18262.048354488325,
309,,-14972.523277158705,
310,,-18252.14486693579,
311,,-14912.114911531773,
312,,-16220.879982580482,
313,,-18259.052622214767,
314,,-14869.927799624093,
315,,-18145.779665555427,
316,,-16259.33078198082,
317,,-14907.03973771654,
318,,-14915.110643805327,
319,,-14901.048273169432,
320,,-16249.427294428284,
321,,-18149.691688560855,
322,,-14938.16021126188,
323,,-16228.704028591339,
324,,-18161.427757577145,
325,,-16221.796273312357,
326,,-16194.165252196428,
327,,-16377.43205237746,
328,,-16261.163363444568,
329,,-16101.615561374037,
330,,-16306.52191812389,
331,,-15997.999232189304,
332,,-16278.890897007961,
333,,-16001.911255194733,
334,,-16036.450031589644,
335,,-16258.167631171016,
336,,-16198.993565933732,
337,,-16230.536610055087,
338,,-18362.17523124364,
339,,-16198.993565933732,
340,,-16231.452900786962,
341,,-14827.071257062467,
342,,-18397.630298370426,
343,,-16122.091967133054,
344,,-14832.1464308777,
345,,-14778.89268060768,
346,,-14821.07979251536,
347,,-18397.630298370426,
348,,-14829.150698604146,
349,,-17950.52993628018,
350,,-14872.254101243701,
351,,-14821.07979251536,
352,,-18020.523779801875,
353,,-17627.522309133685,
354,,-14842.296778508166,
355,,-18046.991650108,
356,,-17733.64065043611,
357,,-14857.275439875933,
358,,-14932.415606792703,
359,,-16134.497475712817,
360,,-18044.912208566322,
361,,-17696.106141767646,
362,,-14848.288243055273,
363,,-18047.907940839876,
364,,-14869.258368970148,
365,,-17468.890797795022,
366,,-14899.462551783614,
367,,-17420.53651084215,
368,,-17362.525596414667,
369,,-16186.516917059042,
370,,-16231.875471362979,
371,,-25503.432490002346,
372,,-18047.907940839876,
373,,-25503.432490002346,
374,,-15144.514317140905,
375,,-15144.514317140905,
376,,-15149.863265127846,
377,,-25503.432490002346,
378,,-17330.98255229331,
379,,-17292.531752892974,
380,,-15123.791051303959,
381,,-25503.432490002346,
382,,-25503.432490002346,
383,,-17281.71197460856,
384,,-18719.89734528314,
385,,-25503.432490002346,
386,,-25503.432490002346,
387,,-17711.75423378936,
388,,-17700.934455504947,
389,,-17703.9301877785,
390,,-17706.925920052057,
391,,-17706.925920052057,
392,,-17700.01816477307,
393,,-18698.25778871432,
394,,-25503.432490002346,
395,,-15116.636435947046,
396,,-25503.432490002346,
397,,-25503.432490002346,
398,,-25503.432490002346,
399,,-25503.432490002346,
400,,-17731.561208894433,
401,,-15653.437382648845,
402,,-25503.432490002346,
403,,-14973.263857392492,
404,,-14976.259589666046,
405,,-17795.563587869023,
406,,-17397.184750267403,
407,,-17417.540778568597,
408,,-18440.662551430145,
409,,-17712.00109386729,
410,,-18444.57457443557,
411,,-18444.57457443557,
412,,-17801.55505241613,
413,,-17801.55505241613,
414,,-25503.432490002346,
415,,-17756.196497736808,
416,,-15637.542430549203,
417,,-18421.771867056945,
418,,-17803.38763387988,
419,,-17735.473231899858,
420,,-17716.829407604593,
421,,-17738.46896417341,
422,,-14982.497914291082,
423,,-17757.112788468683,
424,,-25503.432490002346,
425,,-25503.432490002346,
426,,-17659.73478390899,
427,,-17976.750946508375,
428,,-17990.566457066343,
429,,-25503.432490002346,
430,,-17431.35628912656,
431,,-17431.35628912656,
432,,-17907.673393718556,
433,,-15705.96977942847,
434,,-17808.21594761718,
435,,-18008.293990629736,
436,,-14898.617410631581,
437,,-17450.00011342183,
438,,-17450.00011342183,
439,,-17446.0880904164,
440,,-17564.18936081304,
441,,-18035.925011745665,
442,,-18025.10523346125,
443,,-17976.750946508375,
444,,-17998.3905030772,
445,,-18029.933547198554,
446,,-17871.302035859895,
447,,-15660.591998005757,
448,,-15698.620226830079,
449,,-15657.596265732203,
450,,-15660.591998005757,
451,,-15698.620226830079,
452,,-17517.914515401844,
453,,-25503.432490002346,
454,,-25503.432490002346,
455,,-25503.432490002346,
456,,-25503.432490002346,
457,,-25503.432490002346,
458,,-15666.583462552864,
459,,-17819.03572590159,
460,,-17896.853615434142,
461,,-17832.851236459555,
462,,-15237.453167200909,
463,,-15228.465970380248,
464,,-17924.48463655007,
465,,-15225.470238106695,
466,,-17831.018654995805,
467,,-15248.51980556325,
468,,-17844.83416555377,
469,,-25503.432490002346,
470,,-16037.048312663746,
471,,-15233.541144195482,
472,,-15233.541144195482,
473,,-15230.545411921928,
474,,-25503.432490002346,
475,,-17803.387633879876,
476,,-25503.432490002346,
477,,-25503.432490002346,
478,,-25503.432490002346,
479,,-17893.857883160592,
480,,-16670.658067286502,
481,,-25503.432490002346,
482,,-16628.295244880734,
483,,-16317.939977482403,
484,,-16684.473577844466,
485,,-25503.432490002346,
486,,-25503.432490002346,
487,,-25503.432490002346,
488,,-17491.446645095722,
489,,-25503.432490002346,
490,,-16725.920109518356,
491,,-16725.920109518356,
492,,-16738.819401712262,
493,,-17540.71722278047,
494,,-16228.386018933565,
495,,-16664.913462817327,
496,,-17594.816114202524,
497,,-16221.478263654582,
498,,-16210.658485370172,
499,,-25503.432490002346,
