Iteration,IWLS,SGD,Adam
0,-134.4705530286296,-97.71160406252132,-134.4705530286296
1,-60.659474104152835,-91.51369089652023,-126.72710920001109
2,-40.7914684938955,-94.8902862574938,-122.37945006240085
3,-28.096924625814466,-112.47692219804738,-119.37058690655432
4,-18.52028149555612,-76.2432372424169,-116.73204574641689
5,-12.107934346540361,-74.55799113521648,-114.01901837318526
6,-8.037324750451036,-72.13622000296242,-111.1449124608059
7,-5.427071319192247,-64.99572888515371,-108.19622471702658
8,-4.039867487173126,-62.93693623178499,-105.31338612724537
9,-3.23411675417431,-59.00183197551489,-102.6278229785081
10,-2.3734831039948148,-58.141950130635685,-100.22978617157945
11,-0.9202617631398322,-61.86904586992432,-98.15299141688614
12,-0.3000845278715509,-56.405709432020416,-96.37345265259556
13,-0.10671311611165454,-56.79461920845992,-94.82393067190065
14,-0.03880528910882244,-60.84390100225949,-93.42111887503229
15,-0.014216438672576295,-56.97178435094304,-92.09477861336177
16,-0.005222013441068129,-62.12304598797492,-90.80609837030697
17,-0.0019200038363060134,-51.82241851903684,-89.54989696416294
18,-0.00070618568800505,-60.16003251350551,-88.34448820203112
19,-0.00025977168537396874,-50.9848167711863,-87.21688041324866
20,-9.556202249593494e-05,-47.043470397793534,-86.18969184663993
21,-3.5154946182044786e-05,-45.5107062546857,-85.27315901594038
22,-1.2932733608959564e-05,-43.179645438466075,-84.46301807117835
23,-4.7576802700616276e-06,-41.61528618029361,-83.74328770119484
24,-1.7502518734373667e-06,-37.91788657159741,-83.09196400945001
25,-6.438815611019192e-07,-36.37510831672928,-82.48730571338488
26,-2.368707730279914e-07,-35.655448922184085,-81.91273422804082
27,-8.713988567576931e-08,-35.41214243157347,-81.35922508031294
28,-3.205697237879982e-08,-38.576570396664614,-80.82506522724465
29,-1.1793100840027863e-08,-33.24957575445004,-80.31363647641531
30,,-53.78607892683666,-79.83027868241511
31,,-65.06069412533036,-79.37930177053332
32,,-65.45111819452696,-78.96196153849469
33,,-59.424750261025935,-78.57580788356705
34,,-38.78782680928972,-78.21536251467136
35,,-23.695025719138535,-77.87369660457361
36,,-29.112740124999448,-77.54426335849462
37,,-26.35290105090151,-77.22235633794804
38,,-21.71918510320757,-76.9057862868055
39,,-22.85681984643808,-76.5946925257832
40,,-22.153241097093762,-76.29069940956389
41,,-20.91807390011366,-75.99579883916185
42,,-22.82398156038555,-75.71135613774182
