Iteration,IWLS,SGD,Adam
0,-585.0162203925893,-536.8942001830367,-585.0162203925893
1,-313.62036409520783,-509.20551307360296,-568.1056846177245
2,-259.36849523961814,-490.83959154785805,-553.9913101570611
3,-236.0098218152842,-475.16665051762567,-542.6311110837016
4,-225.80823391750255,-461.5643797695047,-533.8753994992802
5,-222.67970349974726,-449.8715152334268,-527.4439763888544
6,-220.85504911305134,-439.8697324350666,-522.9383248441382
7,-220.13448658001658,-431.3120511432747,-519.8987635264486
8,-220.03662339030532,-423.96371421684927,-517.8717821969458
9,-220.02748157698696,-417.61963457516754,-516.4559722708769
10,-220.02490100977084,-412.10788723214836,-515.3218976608787
11,-220.02394226519698,-407.2871950425246,-514.2168518612326
12,-220.02358771551675,-403.0424665560466,-512.9634350879174
13,-220.023457086674,-399.28016349431124,-511.45425502969914
14,-220.02340900833687,-395.92416919521895,-509.6429837492867
15,-220.0233913184778,-392.9123371009559,-507.532721621852
16,-220.02338481037268,-390.1936978433483,-505.16323792292144
17,-220.0233824161248,-387.7262345402158,-502.5985136249638
18,-220.02338153532406,-385.4751230492689,-499.9154843424505
19,-220.0233812112946,-383.41134269686387,-497.19437527735766
20,-220.02338109209043,-381.51057828799725,-494.5107107772465
21,-220.0233810482378,-379.7523497819843,-491.92897387784876
22,-220.02338103210525,-378.11931964270883,-489.49791862404885
23,-220.0233810261705,-376.5967390136157,-487.24761765739623
24,-220.0233810239871,-375.1720026723303,-485.18838423688
25,-220.023381023184,-373.8342895537125,-483.31168225150526
26,-220.0233810228885,-372.5742708857474,-481.592997318181
27,-220.02338102277972,-371.3838720087887,-479.99639546029573
28,-220.02338102273987,-370.2560770309099,-478.480201927578
29,-220.02338102272523,-369.18476783530167,-477.002989019084
30,,-368.1645907725853,-475.5289679388364
31,,-367.1908457731614,-474.03198969305197
32,,-366.2593937015146,-472.4976522190544
33,,-365.3665786206502,-470.9233973843281
34,,-364.5091622969565,-469.3168505455069
35,,-363.6842687964363,-467.6929192924563
36,,-362.88933743461035,-466.07028884993065
37,,-362.122082669029,-464.4679382558386
38,,-361.38045978393086,-462.902189863896
39,,-360.66263542536916,-461.384637519689
40,,-359.9669622132961,-459.9211130481082
41,,-359.2919567928853,-458.51167475577415
42,,-358.63628079766454,-457.15145609716836
43,,-357.9987242867752,-455.832111838088
44,,-357.3781912920176,-454.54355098437844
45,,-356.77368717045687,-453.2756509294282
46,,-356.18430750773643,-452.01969812042375
47,,-355.6092283579411,-450.7693826605493
48,,-355.0476976394679,-449.5212697012522
49,,-354.49902753415085,-448.27476180840085
50,,-353.9625877599893,-447.031640219892
51,,-353.43779960698777,-445.7953212179628
52,,-352.9241306416285,-444.5699844598703
53,,-352.4210899988387,-443.3597251137676
54,,-351.92822419152526,-442.16785587007627
55,,-351.4451133771611,-440.9964446911284
56,,-350.9713680288465,-439.84612658819754
57,,-350.50662596496954,-438.71618002822726
58,,-350.05054969735795,-437.6048176464877
59,,-349.60282406264025,-436.5096124863831
60,,-349.16315410575794,-435.42796862486057
61,,-348.7312631881712,-434.35754954195414
62,,-348.3068912964405,-433.296596635372
63,,-347.88979352955903,-432.2440989433166
64,,-347.4797387458475,-431.199807042695
65,,-347.07650835225405,-430.1641128749986
66,,-346.67989522079654,-429.1378379333845
67,,-346.2836517960701,-428.1219820955582
68,,-345.88730686005675,-427.117484183132
69,,-345.49721177722023,-426.1250350025467
70,,-345.11319125290373,-425.1449675303509
71,,-344.7350777282848,-424.17723093678137
72,,-344.36271080625176,-423.22143889437956
73,,-343.9959367353956,-422.27697077861586
74,,-343.6346079458017,-421.3430983677044
75,,-343.2785826309739,-420.41911061627906
76,,-342.9277243708611,-419.5044140312176
77,,-342.5819017914692,-418.598594393398
78,,-342.240988257056,-417.70143501846763
79,,-341.9048615913237,-416.8128955181066
80,,-341.57340382442254,-415.93306163393856
81,,-341.2465009629359,-415.06208031900877
82,,-340.9240427803232,-414.2000946610777
83,,-340.6059226255738,-413.347190900222
84,,-340.29203724809287,-412.5033655460582
85,,-339.9822866370483,-411.66851552144107
86,,-339.67657387360765,-410.8424494210807
87,,-339.3748049946902,-410.0249142495896
88,,-339.076888866985,-409.2156299359947
89,,-338.7827370701674,-408.4143236610681
90,,-338.4922637883329,-407.62075735991397
91,,-338.20538570880046,-406.83474417624876
92,,-337.9220219275352,-406.0561525052033
93,,-337.64209386051454,-405.2848989322197
94,,-337.3655251604542,-404.5209333545488
95,,-337.09224163837195,-403.7642205729291
96,,-336.8221711895181,-403.0147226205173
97,,-336.55524372328284,-402.2723852242173
98,,-336.2913910966915,-401.5371303854698
99,,-336.03054705120456,-400.8088554962604
100,,-335.7726471525007,-400.08743801631044
101,,-335.5176287330231,-399.3727437800941
102,,-335.2654308370487,-398.6646365989838
103,,-335.0159941680878,-397.96298696311163
104,,-334.76926103844556,-397.26767821004194
105,,-334.5251753207735,-396.5786093271891
106,,-334.2836824014891,-395.8956943893547
107,,-334.0447291359347,-395.2188593252241
108,,-333.80826380514765,-394.5480371392414
109,,-333.5742360741758,-393.88316284228875
110,,-333.3425969518136,-393.2241691907992
111,,-333.11329875170856,-392.57098397766856
112,,-332.88629505474216,-391.92352916715896
113,,-332.6615406726357,-391.2817217295682
114,,-332.4389916127104,-390.64547569872906
