Iteration,IWLS,SGD,Adam
0,-194.08121055678507,-174.46579165677923,-194.08121055678507
1,-90.88913947362806,-164.0851950062165,-193.31681140771926
2,-66.56720095304453,-157.83374168746715,-192.56035279437066
3,-55.09393540932168,-153.5991725246843,-191.8119664780173
4,-50.14107798330404,-150.44845674718982,-191.07177801705407
5,-48.84650955581012,-147.93435652240086,-190.33990630726865
6,-48.65709607933598,-145.825286287869,-189.61646314921887
7,-48.65021222879216,-143.99267444657346,-188.901552846025
8,-48.65020192396755,-142.36048097180117,-188.1952718345384
9,,-140.88104440078405,-187.4977083524698
10,,-139.5228500720186,-186.80894214363707
11,,-138.26402141276077,-186.12904420307106
12,,-137.08870089994963,-185.45807656325647
13,,-135.98495506179154,-184.79609212235582
14,,-134.94351463856535,-184.14313451480407
15,,-133.95698851539723,-183.49923802425482
16,,-133.01935526675257,-182.8644275384379
17,,-132.12562255301097,-182.2387185451225
18,,-131.2715912110671,-181.62211716803827
19,,-130.45368670978488,-181.0146202412905
20,,-129.66883531372656,-180.41621542056126
21,,-128.91437082882325,-179.82688132914956
22,,-128.18796287660035,-179.24658773673343
23,,-127.48756073056914,-178.6752957686023
24,,-126.81134867212397,-178.11295814300843
25,,-126.15771005215665,-177.55951943423335
26,,-125.52519804992932,-177.01491635894317
27,,-124.91251166229904,-176.47907808341833
28,,-124.31847582991827,-175.95192654927496
29,,-123.74202487096214,-175.4333768153718
30,,-123.18218858361354,-174.92333741365317
31,,-122.63808051906733,-174.42171071679076
32,,-122.10888803221113,-173.92839331557806
33,,-121.59386379737904,-173.44327640413889
34,,-121.09231853844855,-172.96624617111982
35,,-120.60361477077646,-172.49718419513223
36,,-120.12716139041531,-172.0359678428178
37,,-119.66240897613642,-171.5824706679819
38,,-119.20884569380728,-171.13656281033192
39,,-118.76599371197103,-170.6981113924074
40,,-118.33340605305493,-170.2669809133495
41,,-117.91066381729334,-169.84303363819038
42,,-117.49737372676273,-169.42612998137534
43,,-117.09316594537619,-169.01612888324615
44,,-116.69769213763969,-168.61288817823126
45,,-116.31062373470212,-168.21626495349122
46,,-115.93165038099596,-167.82611589678768
47,,-115.56047853871755,-167.44229763234972
48,,-115.19683023069967,-167.06466704353934
49,,-114.8404419050011,-166.6930815811557
50,,-114.49106340686143,-166.32739955625928
51,,-114.14845704563521,-165.96748041648289
52,,-113.81239674598153,-165.61318500486374
53,,-113.48266727399495,-165.26437580036554
54,,-113.15906353016656,-164.92091713937296
55,,-112.84138990209036,-164.58267541759588
56,,-112.52945967071102,-164.24951927199487
57,,-112.22309446466292,-163.92131974250933
58,,-111.92212375790525,-163.59795041356364
59,,-111.62638440641764,-163.27928753551927
60,,-111.33572022021256,-162.96521012642685
61,,-111.04998156733961,-162.6556000546214
62,,-110.76902500693308,-162.35034210287
63,,-110.49271294866774,-162.04932401493792
64,,-110.22091333627888,-161.7524365255765
65,,-109.9534993530427,-161.45957337504166
66,,-109.6903491473371,-161.17063130934537
67,,-109.43134557658833,-160.88551006749975
68,,-109.17637596808379,-160.60411235704836
69,,-108.92533189527865,-160.3263438191963
70,,-108.67810896835651,-160.05211298483357
71,,-108.43460663792303,-159.78133122271774
72,,-108.19472801081719,-159.51391268103643
73,,-107.95837967711759,-159.2497742234967
74,,-107.72547154750431,-158.9888353610319
75,,-107.49591670021523,-158.73101818011418
76,,-107.26963123689718,-158.4762472685892
77,,-107.04653414671937,-158.22444963985
78,,-106.826547178164,-157.97555465607877
79,,-106.60959471796504,-157.72949395119886
80,,-106.39560367670248,-157.48620135408845
81,,-106.1845033806076,-157.24561281253037
82,,-105.97622546916277,-157.00766631829296
83,,-105.77070379811914,-156.77230183367107
84,,-105.56787434757976,-156.5394612197473
85,,-105.36767513482712,-156.30908816658408
86,,-105.17004613159433,-156.0811281254949
87,,-104.97492918550641,-155.85552824351637
88,,-104.78226794543323,-155.63223730014266
89,,-104.59200779052102,-155.4112056463719
90,,-104.40409576267673,-155.19238514607213
91,,-104.21848050230861,-154.97572911965707
92,,-104.03511218712585,-154.76119229004433
93,,-103.8539424738257,-154.5487307308499
94,,-103.67492444250173,-154.33830181676336
95,,-103.49801254361925,-154.12986417603906
96,,-103.32316254741524,-153.92337764503083
97,,-103.15033149559079,-153.7188032246936
98,,-102.97947765516768,-153.51610303897436
99,,-102.81056047439613,-153.31524029500932
100,,-102.64354054060084,-153.11617924504753
101,,-102.47837953986559,-152.91888515002157
102,,-102.31504021845845,-152.7233242446849
103,,-102.15348634590889,-152.52946370424036
104,,-101.99368267965079,-152.3372716123835
105,,-101.8355949311536,-152.1467169306929
106,,-101.679189733464,-151.95776946929362
107,,-101.52443461009118,-151.77039985873353
108,,-101.37129794516774,-151.584579523007
109,,-101.21974895482292,-151.4002806536667
110,,-101.06975765971212,-151.21747618496957
111,,-100.92129485864369,-151.03613977000293
112,,-100.77433210325438,-150.85624575773974
113,,-100.62884167368152,-150.67776917097788
114,,-100.48479655518571,-150.50068568511938
115,,-100.34217041568128,-150.32497160774483
116,,-100.20093758413024,-150.15060385894827
117,,-100.06107302976368,-149.97755995239262
118,,-99.92255234208969,-149.80581797705227
119,,-99.78535171165522,-149.63535657961157
120,,-99.64944791152634,-149.46615494748622
121,,-99.51481827945706,-149.29819279244137
122,,-99.38144070071417,-149.13145033477943
123,,-99.24929359153214,-148.96590828806976
124,,-99.11835588316865,-148.80154784440035
125,,-98.98860700653621,-148.6383506601256
126,,-98.86002687738497,-148.47629884209286
127,,-98.7325958820138,-148.31537493432342
128,,-98.60629486348664,-148.15556190513405
129,,-98.48110510833413,-147.99684313467657
130,,-98.35700833371942,-147.83920240288353
131,,-98.23398667504988,-147.68262387780177
132,,-98.11202267401661,-147.52709210429654
133,,-97.99109926704261,-147.37259199311856
134,,-97.8711997741265,-147.2191088103136
135,,-97.7523078880626,-147.0666281669663
136,,-97.63440766402404,-146.91513600926407
137,,-97.51748350949536,-146.76461860887227
138,,-97.40152017453836,-146.61506255360382
139,,-97.28650274238127,-146.46645473838075
140,,-97.17241662031617,-146.3187823564709
141,,-97.05924753089413,-146.17203289099484
142,,-96.94698150340702,-146.0261941066902
143,,-96.83560486564348,-145.88125404192803
144,,-96.7251042359098,-145.73720100097162
145,,-96.61546651530699,-145.5940235464683
146,,-96.50667888025109,-145.4517104921689
147,,-96.39872877523122,-145.31025089586686
148,,-96.29160390579477,-145.16963405254813
149,,-96.18529223175089,-145.02984948774812
150,,-96.07978196058673,-144.89088695110743
151,,-95.97506154108599,-144.75273641011987
152,,-95.8711196571435,-144.61538804406686
153,,-95.76794522177,-144.47883223813344
154,,-95.6655273712784,-144.3430595777006
155,,-95.56385545964612,-144.20806084280503
156,,-95.46291905304766,-144.0738270027653
157,,-95.36270792455002,-143.9403492109682
158,,-95.26321204896728,-143.80761879980767
159,,-95.1644215978665,-143.67562727577692
160,,-95.06632693472217,-143.54436631470367
161,,-94.96891861021243,-143.41382775712742
162,,-94.87218735765103,-143.28400360381417
163,,-94.7761240885561,-143.15488601140416
164,,-94.68071988834231,-143.02646728818664
165,,-94.58596601214055,-142.89873989000236
166,,-94.49185388073508,-142.7716964162655
167,,-94.39837507661883,-142.64532960610399
168,,-94.30552134015775,-142.51963233461433
169,,-94.21328456586573,-142.39459760922634
170,,-94.12165679878349,-142.27021856617657
171,,-94.03063023095848,-142.14648846708548
172,,-93.9401971980232,-142.02340069563542
173,,-93.8503501758678,-141.9009487543482
174,,-93.76108177740527,-141.7791262614574
175,,-93.67238474942482,-141.6579269478718
176,,-93.58425196953166,-141.53734465423133
177,,-93.49667644316983,-141.41737332804888
178,,-93.40965130072557,-141.29800702093522
179,,-93.32316979470927,-141.17923988590925
180,,-93.23722529701307,-141.06106617478488
181,,-93.15181129624101,-140.94348023563677
182,,-93.06692139511111,-140.82647651034117
183,,-92.98254930792629,-140.71004953218898
184,,-92.89868885811097,-140.59419392356986
185,,-92.81533397581423,-140.47890439372364
186,,-92.73247869557356,-140.36417573656132
187,,-92.65011715404133,-140.2500028285471
188,,-92.56824358776915,-140.1363806266449
189,,-92.48685233104992,-140.0233041663257
