Iteration,IWLS,SGD,Adam
190,,-92.40593781381483,-139.91076855963354
191,,-92.32549455958534,-139.7987689933081
192,,-92.24551718347603,-139.687300726964
193,,-92.16600039024976,-139.576359091323
194,,-92.08693897242041,-139.46593948649914
195,,-92.0083278084043,-139.35603738033356
196,,-91.93016186071873,-139.24664830677975
197,,-91.85243617422344,-139.13776786433502
198,,-91.7751458744085,-139.0293917145208
199,,-91.69828616572246,-138.9215155804041
200,,-91.62185232994284,-138.8141352451652
201,,-91.54583972458668,-138.70724655070708
202,,-91.47024378136007,-138.60084539630554
203,,-91.3950600046446,-138.49492773729847
204,,-91.32028397002252,-138.38948958381425
205,,-91.24591132283521,-138.284526999538
206,,-91.17193777677885,-138.18003610051235
207,,-91.09835911253185,-138.07601305397506
208,,-91.0251711764164,-137.97245407722968
209,,-90.95236987909158,-137.8693554365495
210,,-90.87995119427701,-137.7667134461131
211,,-90.80791115750779,-137.66452446697244
212,,-90.7362458649178,-137.56278490604745
213,,-90.66495147205197,-137.4614912151549
214,,-90.59402419270678,-137.36063989006053
215,,-90.52346029779666,-137.26022746956153
216,,-90.45325611424838,-137.16025053459504
217,,-90.3834080239191,-137.06070570737134
218,,-90.3139124625412,-136.96158965053374
219,,-90.24476591869013,-136.8628990663397
220,,-90.17596493277657,-136.76463069586944
221,,-90.10750609606079,-136.66678131825316
222,,-90.03938604969086,-136.56934774992297
223,,-89.97160148376076,-136.47232684388473
224,,-89.90414913639141,-136.37571548901113
225,,-89.83702579283143,-136.27951060935445
226,,-89.77022828457814,-136.18370916347894
227,,-89.7037534885187,-136.08830814381113
228,,-89.63759832608977,-135.9933045760101
229,,-89.57175976245617,-135.8986955183533
230,,-89.50623480570752,-135.8044780611401
231,,-89.44102050607263,-135.71064932611287
232,,-89.37611395515106,-135.61720646589276
233,,-89.31151228516178,-135.52414666343125
234,,-89.24721266820752,-135.43146713147684
235,,-89.18321231555593,-135.33916511205692
236,,-89.1195084769359,-135.24723787597227
237,,-89.05609843984888,-135.15568272230604
238,,-88.99297952889536,-135.06449697794667
239,,-88.93014910511546,-134.97367799712183
240,,-88.8676045653439,-134.88322316094613
241,,-88.80534334157844,-134.79312987697983
242,,-88.7433629003619,-134.70339557880064
243,,-88.68166074217719,-134.61401772558432
244,,-88.62023440085501,-134.52499380169894
245,,-88.55908144299426,-134.43632131630793
246,,-88.49819946739372,-134.34799780298297
247,,-88.43758610449719,-134.26002081932862
248,,-88.3772390158483,-134.17238794661446
249,,-88.31715589355815,-134.08509678941806
250,,-88.2573344597828,-133.9981449752762
251,,-88.19777246621277,-133.9115301543441
252,,-88.13846769357139,-133.82524999906477
253,,-88.079417951125,-133.73930220384503
254,,-88.02062107620208,-133.65368448473995
255,,-87.96207493372262,-133.56839457914478
256,,-87.90377741573691,-133.48343024549487
257,,-87.84572644097348,-133.39878926297123
258,,-87.7879199543967,-133.31446943121497
259,,-87.73035592677246,-133.23046857004746
260,,-87.67303235424339,-133.1467845191962
261,,-87.61594725791133,-133.06341513802872
262,,-87.55909868342961,-132.98035830529142
263,,-87.5024847006024,-132.89761191885444
264,,-87.44610340299212,-132.81517389546227
265,,-87.38995290753493,-132.73304217049082
266,,-87.3340313541633,-132.65121469770787
267,,-87.2783369054363,-132.56968944904125
268,,-87.22286774617676,-132.48846441434924
269,,-87.16762208311637,-132.4075376011988
270,,-87.11259814454627,-132.32690703464644
271,,-87.05779417997529,-132.2465707570242
272,,-87.00320845979499,-132.1665268277301
273,,-86.94883927495037,-132.08677332302392
274,,-86.89468493661735,-132.00730833582512
275,,-86.84074377588635,-131.92812997551638
276,,-86.78701414345207,-131.849236367751
277,,-86.73349440930825,-131.77062565426306
278,,-86.68018296244982,-131.69229599268292
279,,-86.62707821057919,-131.61424555635384
280,,-86.57417857981856,-131.53647253415474
281,,-86.52148251442786,-131.45897513032534
282,,-86.46898847652776,-131.38175156429315
283,,-86.41669494582797,-131.3048000705062
284,,-86.36460041935986,-131.2281188982666
285,,-86.31270341121567,-131.1517063115685
286,,-86.2610024522903,-131.07556058893846
287,,-86.20949609003019,-130.99968002327793
288,,-86.1581828881847,-130.92406292171074
289,,-86.10706142656379,-130.8487076054298
290,,-86.0561303007987,-130.7736124095499
291,,-86.00538812210792,-130.69877568296027
292,,-85.95483351706727,-130.62419578818117
293,,-85.90446512738333,-130.54987110122258
294,,-85.85428160967263,-130.47580001144425
295,,-85.8042816352426,-130.4019809214197
296,,-85.75446388987845,-130.32841224680104
297,,-85.70482707363256,-130.2550924161859
298,,-85.65536990061835,-130.18201987098703
299,,-85.60609109880723,-130.10919306530434
300,,-85.55698940982991,-130.03661046579742
301,,-85.50806358878012,-129.96427055156087
302,,-85.45931240402338,-129.89217181400207
303,,-85.41073463700674,-129.8203127567195
304,,-85.36232908207487,-129.74869189538276
305,,-85.3140945462868,-129.67730775761714
306,,-85.26602984923687,-129.60615888288493
307,,-85.2181338228789,-129.535243822373
308,,-85.17040531135343,-129.464561138879
309,,-85.12284317081743,-129.3941094067009
310,,-85.07544626927734,-129.32388721152643
311,,-85.0282134864248,-129.25389315032564
312,,-84.98114371347583,-129.18412583124365
313,,-84.9342358530111,-129.1145838734952
314,,-84.88748881882113,-129.04526590726093
315,,-84.8409015357523,-128.9761705735842
316,,-84.79447293955657,-128.90729652427018
317,,-84.74820197674282,-128.83864242178558
318,,-84.70208760443177,-128.7702069391592
319,,-84.6561287902123,-128.70198875988538
320,,-84.61032451200087,-128.63398657782605
321,,-84.56467375790284,-128.56619909711722
322,,-84.51917552607658,-128.49862503207314
323,,-84.47382882459912,-128.43126310709414
324,,-84.42863267133482,-128.36411205657456
325,,-84.38358609380549,-128.2971706248116
326,,-84.33868812906347,-128.2304375659156
327,,-84.29393782356556,-128.1639116437216
328,,-84.2493342330502,-128.0975916317006
329,,-84.20487642241635,-128.03147631287396
330,,-84.16056346560396,-127.96556447972637
331,,-84.11639444547617,-127.89985493412165
332,,-84.07236845370477,-127.83434648721845
333,,-84.02848459065557,-127.76903795938767
334,,-83.9847419652774,-127.70392818012932
335,,-83.94113969499172,-127.63901598799245
336,,-83.89767690558418,-127.57430023049338
337,,-83.85435273109857,-127.5097797640377
338,,-83.81116631373177,-127.44545345383975
339,,-83.76811680373027,-127.38132017384616
340,,-83.72520335928914,-127.31737880665818
341,,-83.68242514645183,-127.25362824345478
342,,-83.63978133901146,-127.19006738391838
343,,-83.59727111841465,-127.12669513615847
344,,-83.55489367366573,-127.06351041663942
345,,-83.51264820123302,-127.00051215010554
346,,-83.47053390495626,-126.93769926950903
347,,-83.42854999595596,-126.87507071593913
348,,-83.38669569254371,-126.81262543854953
349,,-83.34497022013393,-126.75036239448835
350,,-83.30337281115699,-126.68828054882944
351,,-83.26190270497403,-126.62637887450148
352,,-83.22055914779244,-126.56465635222165
353,,-83.17934139258296,-126.50311197042612
354,,-83.13824869899858,-126.44174472520353
355,,-83.09728033329301,-126.38055362022925
356,,-83.05643556824285,-126.31953766669884
357,,-83.01571368306841,-126.25869588326253
358,,-82.97511396335751,-126.19802729596191
359,,-82.93463570098963,-126.13753093816432
360,,-82.8942781940614,-126.07720585050104
361,,-82.85404074681306,-126.01705108080326
362,,-82.81392266955612,-125.95706568404066
363,,-82.77392327860215,-125.89724872225949
364,,-82.73404189619255,-125.83759926452166
365,,-82.69427785042929,-125.77811638684403
366,,-82.65463047520655,-125.71879917213862
367,,-82.61509911014396,-125.65964671015347
368,,-82.57568310052022,-125.60065809741316
369,,-82.53638179720747,-125.54183243716136
370,,-82.49719455660765,-125.48316883930204
371,,-82.45812074058864,-125.42466642034347
372,,-82.41915971642213,-125.36632430334042
373,,-82.38031085672186,-125.30814161783836
374,,-82.3415735393829,-125.25011749981813
375,,-82.30294714752226,-125.19225109163997
376,,-82.26443106941953,-125.13454154198936
377,,-82.2260246984589,-125.07698800582293
378,,-82.18772743307197,-125.019589644314
379,,-82.14953867668125,-124.96234562480028
380,,-82.11145783764442,-124.90525512073076
381,,-82.0734843291996,-124.84831731161275
382,,-82.03561756941092,-124.79153138296134
383,,-81.99785698111563,-124.7348965262468
384,,-81.96020199187134,-124.67841193884465
385,,-81.92265203390356,-124.62207682398426
386,,-81.88520654405563,-124.56589039070016
387,,-81.8478649637373,-124.50985185378117
388,,-81.81062673887558,-124.45396043372202
389,,-81.77349131986546,-124.39821535667431
390,,-81.73645816152141,-124.34261585439877
391,,-81.6995267230299,-124.2871611642173
392,,-81.6626964679022,-124.2318505289647
393,,-81.62596686392797,-124.17668319694303
394,,-81.58933738312949,-124.12165842187454
395,,-81.55280750171639,-124.06677546285499
396,,-81.51637670004115,-124.01203358430884
397,,-81.48004446255521,-123.95743205594329
398,,-81.44381027776558,-123.90297015270356
399,,-81.40767363819171,-123.84864715472833
400,,-81.37163404032385,-123.79446234730585
401,,-81.33569098458103,-123.74041502082979
402,,-81.2998439752699,-123.68650447075612
403,,-81.26409252054462,-123.63272999756023
404,,-81.22843613236607,-123.57909090669439
405,,-81.19287432646324,-123.52558650854498
406,,-81.15740662229356,-123.47221611839157
407,,-81.12203254300485,-123.4189790563646
408,,-81.0867516153973,-123.36587464740478
409,,-81.05156336988571,-123.31290222122252
410,,-81.01646734046307,-123.26006111225666
411,,-80.98146306466349,-123.20735065963567
412,,-80.94655008352655,-123.15477020713736
413,,-80.91172794156171,-123.10231910314933
414,,-80.87699618671294,-123.04999670063025
415,,-80.84235437032449,-122.99780235707195
416,,-80.80780204710643,-122.94573543445996
417,,-80.77333877510097,-122.89379529923626
418,,-80.73896411564894,-122.84198132226163
419,,-80.70467763335719,-122.79029287877859
420,,-80.67047889606593,-122.73872934837374
421,,-80.63636747481664,-122.68729011494209
422,,-80.60234294382052,-122.63597456665036
423,,-80.56840488042687,-122.58478209590065
424,,-80.53455286509269,-122.53371209929568
425,,-80.50078648135197,-122.48276397760308
426,,-80.46710531578533,-122.43193713571976
427,,-80.4335089579905,-122.38123098263839
428,,-80.39999700055327,-122.33064493141204
429,,-80.36656903901776,-122.28017839912096
430,,-80.33322467185829,-122.22983080683811
431,,-80.2999635004511,-122.17960157959592
432,,-80.26678512904611,-122.12949014635346
433,,-80.23368916473933,-122.07949593996321
434,,-80.20067521744588,-122.02961839713858
435,,-80.16774289987289,-121.97985695842162
436,,-80.13489182749274,-121.93021106815125
437,,-80.10212161851702,-121.8806801744311
438,,-80.06943189387039,-121.83126372909872
439,,-80.03682227716502,-121.78196118769405
440,,-80.00429239467503,-121.73277200942826
441,,-79.97184187531197,-121.68369565715385
442,,-79.93947035059935,-121.63473159733437
443,,-79.90717745464876,-121.58587930001312
444,,-79.87496282413545,-121.53713823878533
445,,-79.84282609827443,-121.48850789076725
446,,-79.8107669187971,-121.43998773656706
447,,-79.77878492992781,-121.39157726025648
448,,-79.74687977836074,-121.3432759493419
449,,-79.71505111323707,-121.29508329473556
450,,-79.683298586123,-121.24699879072762
451,,-79.65162185098683,-121.19902193495844
452,,-79.62002056417732,-121.15115222839039
453,,-79.5884943844021,-121.10338917528117
454,,-79.55704297270584,-121.05573228315531
455,,-79.52566599244938,-121.00818106277876
456,,-79.49436310928854,-120.9607350281314
457,,-79.46313399115346,-120.91339369638054
458,,-79.43197830822803,-120.86615658785495
459,,-79.40089573292978,-120.81902322601871
460,,-79.36988593988961,-120.77199313744556
461,,-79.3389486059325,-120.72506585179335
462,,-79.30808341005705,-120.67824090177884
463,,-79.27729003341713,-120.63151782315248
464,,-79.24656815930176,-120.58489615467387
465,,-79.21591747311714,-120.53837543808658
466,,-79.18533766236726,-120.49195521809465
467,,-79.15482841663577,-120.44563504233761
468,,-79.12438942756741,-120.3994144613669
469,,-79.09402038885005,-120.3532930286221
470,,-79.06372099619685,-120.3072703004078
471,,-79.03349094732857,-120.2613458358696
472,,-79.00332994195624,-120.21551919697123
473,,-78.9732376817632,-120.16978994847223
474,,-78.94321387038893,-120.12415765790455
475,,-78.91325821341137,-120.07862189555068
476,,-78.88337041833066,-120.03318223442072
477,,-78.85355019455237,-119.98783825023115
478,,-78.82379725337107,-119.94258952138233
479,,-78.79411130795425,-119.89743562893715
480,,-78.76449207332662,-119.8523761565992
481,,-78.73493926635341,-119.80741069069234
482,,-78.70545260572564,-119.76253882013867
483,,-78.6760318119442,-119.71776013643805
484,,-78.64667660730424,-119.6730742336473
485,,-78.61738671588047,-119.62848070836027
486,,-78.58816186351204,-119.58397915968662
487,,-78.55900177778747,-119.53956918923232
488,,-78.52990618803022,-119.4952504010795
489,,-78.500874825284,-119.45102240176617
490,,-78.47190742229839,-119.40688480026795
491,,-78.44300371351471,-119.36283720797739
492,,-78.4141634350519,-119.31887923868508
493,,-78.38538632469252,-119.27501050856091
494,,-78.35667212186912,-119.23123063613494
495,,-78.32802056765041,-119.1875392422785
496,,-78.29943140472787,-119.14393595018613
497,,-78.27090437740235,-119.10042038535647
498,,-78.242439231571,-119.05699217557488
499,,-78.21403571471406,-119.01365095089504
