Iteration,IWLS,SGD,Adam
0,-499.0659700031618,-1093.4422798472153,-499.0659700031618
1,-297.7923675539321,-1093.4422798472153,-1093.4422798472153
2,-254.24038886697073,-1093.4422798472153,-1093.4422798472153
3,-240.8982885697339,-1093.4422798472153,-2452.2532217964404
4,-238.67338553331726,-1093.4422798472153,
5,-238.53085918953747,-1093.4422798472153,
6,-238.52767817890432,-1093.4422798472153,
7,,-1093.4422798472153,
8,,-1093.4422798472153,
9,,-1093.4422798472153,
10,,-1093.4422798472153,
11,,-1093.4422798472153,
12,,-1093.4422798472153,
13,,-1093.4422798472153,
14,,-1093.4422798472153,
15,,-1093.4422798472153,
16,,-1093.4422798472153,
17,,-1093.4422798472153,
18,,-1093.4422798472153,
19,,-1093.4422798472153,
20,,-1093.4422798472153,
21,,-1093.4422798472153,
22,,-1093.4422798472153,
23,,-1093.4422798472153,
24,,-1093.4422798472153,
25,,-1093.4422798472153,
26,,-1093.4422798472153,
27,,-1093.4422798472153,
28,,-1093.4422798472153,
29,,-1093.4422798472153,
30,,-1093.4422798472153,
31,,-1093.4422798472153,
32,,-1093.4422798472153,
33,,-1093.4422798472153,
34,,-1087.4508153001073,
35,,-1090.4465475736613,
36,,-1084.4550830265532,
37,,-1093.4422798472153,
38,,-1060.489224838121,
39,,-1084.4550830265532,
40,,-1066.480689385229,
41,,-1093.4422798472153,
42,,-1051.5020280174588,
43,,-1093.4422798472153,
44,,-1048.5062957439047,
45,,-1093.4422798472153,
46,,-1093.4422798472153,
47,,-1093.4422798472153,
48,,-1093.4422798472153,
49,,-1093.4422798472153,
50,,-700.7501650306006,
51,,-1093.4422798472153,
52,,-700.7501650306006,
53,,-1093.4422798472153,
54,,-1093.4422798472153,
55,,-1093.4422798472153,
56,,-1093.4422798472153,
57,,-1093.4422798472153,
58,,-1093.4422798472153,
59,,-1033.5276343761345,
60,,-1039.5190989232426,
61,,-1093.4422798472153,
62,,-1093.4422798472153,
63,,-1093.4422798472153,
64,,-1093.4422798472153,
65,,-1093.4422798472153,
66,,-1093.4422798472153,
67,,-1093.4422798472153,
68,,-1093.4422798472153,
69,,-1093.4422798472153,
70,,-1093.4422798472153,
71,,-1093.4422798472153,
72,,-1093.4422798472153,
73,,-1090.4465475736613,
74,,-1090.4465475736613,
75,,-1093.4422798472153,
76,,-1078.4636184794451,
77,,-1087.4508153001073,
78,,-1078.4636184794451,
79,,-1093.4422798472153,
80,,-1093.4422798472153,
81,,-1087.4508153001073,
82,,-631.003181586837,
83,,-1093.4422798472153,
84,,-1057.4934925645668,
85,,-1093.4422798472153,
86,,-1093.4422798472153,
87,,-635.8314953241393,
88,,-1093.4422798472153,
89,,-1081.4593507529992,
90,,-637.9109368658192,
91,,-1093.4422798472153,
92,,-1030.5319021025805,
93,,-1075.467886205891,
94,,-613.0999375253652,
95,,-1021.5447052819185,
96,,-1093.4422798472153,
97,,-1093.4422798472153,
98,,-1093.4422798472153,
99,,-1093.4422798472153,
100,,-1093.4422798472153,
101,,-1093.4422798472153,
102,,-1093.4422798472153,
103,,-610.5979254076744,
104,,-979.6044534521619,
105,,-590.8620998824547,
106,,-1093.4422798472153,
107,,-1015.5532407348104,
108,,-616.2713802969987,
109,,-606.1921822463829,
110,,-956.5548859956036,
111,,-953.5591537220496,
112,,-574.9671477828105,
113,,-953.5591537220496,
114,,-577.0465893244905,
115,,-953.5591537220496,
116,,-622.9322754980491,
117,,-595.5481144600521,
118,,-604.2884512027825,
119,,-577.2222998225695,
120,,-592.7992422644296,
121,,-593.2929624202928,
122,,-606.3678927444623,
123,,-569.2225433136342,
124,,-985.59591799927,
125,,-776.0703693485664,
126,,-563.9005094204684,
127,,-570.8082646994505,
128,,-570.8082646994505,
129,,-570.8082646994507,
130,,-722.3897215994214,
131,,-781.1455431638003,
132,,-736.2052321573856,
133,,-1093.4422798472153,
134,,-971.5335473633738,
135,,-1087.4508153001073,
136,,-968.5378150898198,
137,,-959.5506182691577,
138,,-950.5634214484955,
139,,-595.1255438840411,
140,,-761.7568117316341,
