Iteration,IWLS,SGD,Adam
0,-1075.7644242289916,-1590.733837257186,-1075.7644242289916
1,-196.99227313869346,-1590.733837257186,-1590.7338372571921
2,-66.0628000081568,-1590.733837257186,-1590.7338372574488
3,-23.59109697918693,-1590.733837257186,-1590.7338548955645
4,-8.588246432734199,-1590.733837257186,-6084.418743522766
5,-3.1474717235174885,-1590.733837257186,-6025.3670017642735
6,-1.1562836064123554,-1590.733837257186,-5076.429673073032
7,-0.42515619171935937,-1590.733837257186,-1590.7338373103028
8,-0.15637691687912267,-1590.733837257186,-1590.7338372572917
9,-0.05752388833768828,-1590.733837257186,-1590.7338372571962
10,-0.02116131944405825,-1590.733837257186,-1590.7338372572103
11,-0.007784741774655719,-1590.733837257186,-1590.7338372580416
12,-0.0028638366290026497,-1590.733837257186,-1590.7338375540476
13,-0.0010535452890292247,-1590.733837257186,-1590.7345699999025
14,-0.00038757747222864535,-1590.733837257186,-5159.199863277943
15,-0.00014258175957764402,-1590.733837257186,-5558.915556041517
16,-5.2452894708537366e-05,-1590.733837257186,-5333.906139584396
17,-1.9296341204953336e-05,-1590.733837257186,-4391.41841046512
18,-7.098727161894461e-06,-1590.733837257186,-1589.5909532718554
19,-2.6114758203455076e-06,-1590.733837257186,-1590.9628899959969
20,-9.607082741201609e-07,-1590.733837257186,-1591.1894580993517
21,-3.534247558348373e-07,-1590.733837257186,-1592.1622710711454
22,-1.3001774590837864e-07,-1590.733837257186,-1594.1129211493478
23,-4.7830824079958895e-08,-1590.733837257186,-1594.8646099184043
24,-1.7595951362736336e-08,-1590.733837257186,-2599.9425677883837
25,-6.473214853044848e-09,-1590.733837257186,-7052.818139852882
26,-2.3812773974914895e-09,-1590.733837257186,-6945.056024812765
27,-8.760068226368336e-10,-1590.733837257186,-5871.366925173352
28,-3.22213367098839e-10,-1590.733837257186,-1591.972647835422
29,-1.1854695003421633e-10,-1590.733837257186,-1591.8100880358616
30,,-1590.733837257186,-1594.6483205419693
31,,-1590.733837257186,-1594.1295011274856
32,,-1590.733837257186,-1593.6461472091282
33,,-1590.733837257186,-1591.1515139703308
34,,-1590.733837257186,-4687.049242535947
35,,-1590.733837257186,-5064.795458530119
36,,-1590.733837257186,-4800.988707955491
37,,-1590.733837257186,-1593.956636032682
38,,-1590.733837257186,-1589.3300233592017
39,,-1590.733837257186,-1588.618942144883
40,,-1590.733837257186,-1624.5592092447282
41,,-1590.733837257186,-4973.28908667702
42,,-1590.733837257186,-5033.95011726065
43,,-1590.733837257186,-3327.516981089584
44,,-1590.733837257186,-1587.7712883880934
45,,-1590.733837257186,-1590.3776584638103
46,,-1590.733837257186,-1593.808946003546
47,,-1590.733837257186,-1651.638462115684
48,,-1590.733837257186,-5141.843344855625
49,,-1590.733837257186,-5266.039341731295
50,,-1590.733837257186,-3110.806731571974
51,,-1590.733837257186,-1671.7610946930697
52,,-1590.733837257186,-1683.3812734122446
53,,-1590.733837257186,-1792.694222860807
54,,-1590.733837257186,-6972.196375907699
55,,-1590.733837257186,-6017.842927416089
56,,-1590.733837257186,-1671.5409586689693
57,,-1590.733837257186,-1625.749783202794
58,,-1590.733837257186,-1629.5429020007816
59,,-1590.733837257186,-1623.3214054831092
60,,-1590.733837257186,-1685.2427536839998
61,,-1590.733837257186,-5289.682048034337
62,,-1590.733837257186,-5884.778392726426
63,,-1590.733837257186,-1798.260978972424
64,,-1590.733837257186,-1702.7667124791049
65,,-1590.733837257186,-1805.6339828117516
