C,gamma,features,test_score,random_state,feature_selection_method,precision,f1,recall,accuracy
5.281207587812351,0.813404368828063,x329_x352_x413,4900.0,0,Genetic,0.5526881720430108,0.533195020746888,0.5150300601202404,0.55
5.281207587812351,0.813404368828063,x329_x352_x413,4800.0,1,Genetic,0.5291666666666667,0.5188968335035751,0.5090180360721442,0.529
5.281207587812351,0.813404368828063,x329_x352_x413,4450.0,2,Genetic,0.534521158129176,0.5063291139240507,0.48096192384769537,0.532
5.281207587812351,0.813404368828063,x329_x352_x413,5200.0,3,Genetic,0.5507246376811594,0.5417515274949084,0.533066132264529,0.55
5.281207587812351,0.813404368828063,x329_x352_x413,4900.0,4,Genetic,0.5404858299595142,0.5377643504531722,0.5350701402805611,0.541
5.270012168750198,0.006233052133823984,x106_x140_x153_x156_x176_x22_x221_x253_x324_x329_x336_x352_x36_x404_x413_x459_x499_x58_x65_x81,2100.0,0,LassoSVC,0.5647058823529412,0.5194805194805194,0.48096192384769537,0.556
5.270012168750198,0.006233052133823984,x106_x140_x153_x156_x176_x22_x221_x253_x324_x329_x336_x352_x36_x404_x413_x459_x499_x58_x65_x81,2500.0,1,LassoSVC,0.5414746543778802,0.5037513397642015,0.4709418837675351,0.537
5.270012168750198,0.006233052133823984,x106_x140_x153_x156_x176_x22_x221_x253_x324_x329_x336_x352_x36_x404_x413_x459_x499_x58_x65_x81,2300.0,2,LassoSVC,0.5846153846153846,0.5129358830146231,0.45691382765531063,0.567
5.270012168750198,0.006233052133823984,x106_x140_x153_x156_x176_x22_x221_x253_x324_x329_x336_x352_x36_x404_x413_x459_x499_x58_x65_x81,2050.0,3,LassoSVC,0.5476772616136919,0.4933920704845815,0.44889779559118237,0.54
5.270012168750198,0.006233052133823984,x106_x140_x153_x156_x176_x22_x221_x253_x324_x329_x336_x352_x36_x404_x413_x459_x499_x58_x65_x81,2600.0,4,LassoSVC,0.5889145496535797,0.5472103004291845,0.5110220440881763,0.578
0.9978114880114165,0.01857749575374115,x1_x101_x102_x103_x104_x105_x106_x132_x140_x149_x153_x156_x176_x191_x22_x221_x229_x253_x286_x304_x322_x323_x324_x329_x336_x35_x352_x36_x40_x404_x413_x423_x459_x463_x499_x5_x58_x65_x74_x8_x81_x99,-1550.0,0,LassoLR,0.6509635974304069,0.629399585921325,0.6092184368737475,0.642
0.9978114880114165,0.01857749575374115,x1_x101_x102_x103_x104_x105_x106_x132_x140_x149_x153_x156_x176_x191_x22_x221_x229_x253_x286_x304_x322_x323_x324_x329_x336_x35_x352_x36_x40_x404_x413_x423_x459_x463_x499_x5_x58_x65_x74_x8_x81_x99,-1350.0,1,LassoLR,0.6125,0.6006128702757916,0.5891783567134269,0.609
0.9978114880114165,0.01857749575374115,x1_x101_x102_x103_x104_x105_x106_x132_x140_x149_x153_x156_x176_x191_x22_x221_x229_x253_x286_x304_x322_x323_x324_x329_x336_x35_x352_x36_x40_x404_x413_x423_x459_x463_x499_x5_x58_x65_x74_x8_x81_x99,-1450.0,2,LassoLR,0.6242424242424243,0.6217303822937625,0.6192384769539078,0.624
0.9978114880114165,0.01857749575374115,x1_x101_x102_x103_x104_x105_x106_x132_x140_x149_x153_x156_x176_x191_x22_x221_x229_x253_x286_x304_x322_x323_x324_x329_x336_x35_x352_x36_x40_x404_x413_x423_x459_x463_x499_x5_x58_x65_x74_x8_x81_x99,-1200.0,3,LassoLR,0.6171079429735234,0.6121212121212121,0.6072144288577155,0.616
0.9978114880114165,0.01857749575374115,x1_x101_x102_x103_x104_x105_x106_x132_x140_x149_x153_x156_x176_x191_x22_x221_x229_x253_x286_x304_x322_x323_x324_x329_x336_x35_x352_x36_x40_x404_x413_x423_x459_x463_x499_x5_x58_x65_x74_x8_x81_x99,-1250.0,4,LassoLR,0.6528384279475983,0.6248693834900731,0.5991983967935872,0.641
7.024569717262995,0.0042456237390617515,x101_x102_x103_x104_x105_x106_x9,6250.0,0,Boruta,0.732360097323601,0.6615384615384615,0.6032064128256514,0.692
7.024569717262995,0.0042456237390617515,x101_x102_x103_x104_x105_x106_x9,5900.0,1,Boruta,0.7263427109974424,0.6382022471910113,0.5691382765531062,0.678
7.024569717262995,0.0042456237390617515,x101_x102_x103_x104_x105_x106_x9,6250.0,2,Boruta,0.7518248175182481,0.6791208791208792,0.6192384769539078,0.708
7.024569717262995,0.0042456237390617515,x101_x102_x103_x104_x105_x106_x9,6400.0,3,Boruta,0.7573529411764706,0.681367144432194,0.6192384769539078,0.711
7.024569717262995,0.0042456237390617515,x101_x102_x103_x104_x105_x106_x9,6550.0,4,Boruta,0.7690288713910761,0.6659090909090909,0.5871743486973948,0.706
0.2759798227490308,0.39585470552969715,x106_x176_x413_x459,5700.0,0,Filters,0.5796766743648961,0.5386266094420601,0.503006012024048,0.57
0.2759798227490308,0.39585470552969715,x106_x176_x413_x459,5500.0,1,Filters,0.5793650793650794,0.49942987457240595,0.43887775551102204,0.561
0.2759798227490308,0.39585470552969715,x106_x176_x413_x459,5350.0,2,Filters,0.5535353535353535,0.5513078470824949,0.5490981963927856,0.554
0.2759798227490308,0.39585470552969715,x106_x176_x413_x459,5600.0,3,Filters,0.5763546798029556,0.5171270718232044,0.46893787575150303,0.563
0.2759798227490308,0.39585470552969715,x106_x176_x413_x459,5850.0,4,Filters,0.6004901960784313,0.5402425578831312,0.4909819639278557,0.583
