Dataset,Method,Split,Accuracy,Iterations,History
musk_version_1,LDA,0.45,0.751101709853693,,
musk_version_1,QDA,0.45,0.8527674951524766,,
musk_version_1,DecisionTree,0.45,0.7713291027674951,,
musk_version_1,RandomForest,0.45,0.8758152652917328,,
musk_version_1,IWLS,0.5,0.7683823529411764,7.0,"[0.6931471805599453, 0.45511378424459586, 0.38783591950051266, 0.3627082607478426, 0.3569061674409009, 0.35659311419155687, 0.356592046205107]"
musk_version_1,SGD,0.5,0.7732843137254902,327.0,"[0.6931471805599453, 0.5405817765874207, 0.4961320181808061, 0.4703766894092348, 0.4530829748814429, 0.4405244469806377, 0.43091477773227954, 0.4232818031440341, 0.4170478824998271, 0.4118460739265802, 0.40743074830710296, 0.40363046363022514, 0.4003214317405172, 0.3974117427491326, 0.3948315467088911, 0.3925267016423194, 0.3904545259905775, 0.38858087637453187, 0.3868780870347037, 0.385323485330225, 0.383898301886129, 0.3825868570090712, 0.38137594424403354, 0.3802543570357838, 0.3792125208782834, 0.37824220430910077, 0.37733628958134807, 0.3764885890266792, 0.3756936967705424, 0.3749468680660568, 0.3742439203981442, 0.3735811518904166, 0.37295527357013153, 0.37236335281198907, 0.3718027658599717, 0.37127115776745884, 0.37076640843495856, 0.3702866036876088, 0.3698300105397884, 0.36939505595550476, 0.36898030854089575, 0.36858446270685863, 0.368206324921261, 0.36784480173579304, 0.3674988893256468, 0.36716766432344206, 0.3668502757641811, 0.36654593798704904, 0.36625392436385074, 0.36597356174371665, 0.3657042255202282, 0.36544533524089134, 0.3651963506904423, 0.3649567683891738, 0.36472611845566116, 0.3645039617902051, 0.3642898875411807, 0.3640835108214973, 0.36388447064664664, 0.36369242806947644, 0.3635070644899648, 0.36332808012097567, 0.3631551925933049, 0.36298813568534005, 0.3628266581644029, 0.3626705227283608, 0.3625195050374086, 0.36237339282707776, 0.36223198509452803, 0.36209509135106355, 0.36196253093458036, 0.361834132376335, 0.3617097328170187, 0.36158917746764724, 0.3614723191112432, 0.3613590176416977, 0.3612491396365624, 0.3611425579608467, 0.3610391513991856, 0.36093880431399117, 0.3608414063274407, 0.3607468520253483, 0.3606550406811544, 0.36056587599842915, 0.36047926587043244, 0.3603951221554032, 0.3603133604663722, 0.3602338999743951, 0.36015666322419937, 0.36008157596132734, 0.3600085669699327, 0.35993756792045906, 0.35986851322649804, 0.35980133991017116, 0.35973598747544555, 0.35967239778883364, 0.3596105149669693, 0.3595502852705995, 0.3594916570045597, 0.35943458042333765, 0.3593790076418603, 0.35932489255116434, 0.3592721907386381, 0.35922085941254417, 0.3591708573305531, 0.3591221447320404, 0.35907468327391306, 0.3590284359697511, 0.35898336713206425, 0.35893944231747665, 0.35889662827466584, 0.35885489289489547, 0.358814205164989, 0.3587745351226052, 0.3587358538136833, 0.3586981332519341, 0.35866134638026403, 0.3586254670340229, 0.3585904699059742, 0.35855633051289787, 0.3585230251637302, 0.35849053092916455, 0.35845882561263115, 0.35842788772258477, 0.35839769644603003, 0.35836823162322234, 0.3583394737234805, 0.3583114038220587, 0.35828400357801654, 0.35825725521304697, 0.35823114149120344, 0.35820564569949037, 0.3581807516292689, 0.3581564435584397, 0.35813270623436705, 0.35810952485750364, 0.35808688506568875, 0.3580647729190822, 0.35804317488570714, 0.35802207782757267, 0.35800146898734936, 0.357981335975571, 0.35796166675833957, 0.3579424496455107, 0.3579236732793366, 0.35790532662354774, 0.3578873989528511, 0.3578698798428296, 0.35785275916022197, 0.3578360270535695, 0.3578196739442106, 0.35780369051761046, 0.3577880677150109, 0.35777279672538487, 0.35775786897768674, 0.35774327613338097, 0.35772901007924185, 0.3577150629204097, 0.35770142697369595, 0.35768809476112373, 0.3576750590036969, 0.3576623126153868, 0.35764984869732896, 0.35763766053222007, 0.35762574157890814, 0.3576140854671688, 0.3576026859926581, 0.35759153711203734, 0.35758063293826203, 0.3575699677360292, 0.357559535917376, 0.35754933203742434, 0.3575393507902668, 0.3575295870049868, 0.35752003564181006, 0.35751069178837963, 0.35750155065615263, 0.35749260757691353, 0.35748385799939697, 0.3574752974860214, 0.3574669217097239, 0.35745872645089544, 0.3574507075944147, 0.3574428611267714, 0.357435183133282, 0.35742766979539004, 0.3574203173880511, 0.3574131222771972, 0.35740608091727966, 0.3573991898488853, 0.357392445696428, 0.3573858451659056, 0.3573793850427288, 0.35737306218961157, 0.357366873544527, 0.35736081611872184, 0.35735488699479107, 0.3573490833248091, 0.35734340232851525, 0.3573378412915524, 0.3573323975637571, 0.35732706855749957, 0.3573218517460707, 0.3573167446621162, 0.35731174489611567, 0.35730685009490404, 0.357302057960237, 0.357297366247395, 0.3572927727638278, 0.35728827536783725, 0.3572838719672957, 0.35727956051840276, 0.3572753390244733, 0.3572712055347617, 0.35726715814331733, 0.3572631949878724, 0.3572593142487588, 0.35725551414785617, 0.35725179294756804, 0.35724814894982554, 0.35724458049511776, 0.35724108596154996, 0.3572376637639246, 0.35723431235284925, 0.35723103021386676, 0.35722781586660957, 0.3572246678639761, 0.357221584791329, 0.35721856526571427, 0.35721560793510093, 0.357212711477642, 0.35720987460095216, 0.35720709604140716, 0.35720437456345866, 0.3572017089589694, 0.35719909804656347, 0.3571965406709948, 0.3571940357025307, 0.3571915820363522, 0.3571891785919691, 0.3571868243126499, 0.3571845181648672, 0.35718225913775514, 0.35718004624258276, 0.35717787851223926, 0.3571757550007327, 0.3571736747827006, 0.35717163695293475, 0.3571696406259147, 0.3571676849353562, 0.3571657690337683, 0.3571638920920224, 0.357162053298932, 0.357160251860844, 0.3571584870012366, 0.3571567579603309, 0.3571550639947097, 0.3571534043769462, 0.35715177839524204, 0.3571501853530738, 0.35714862456884816, 0.3571470953755651, 0.35714559712049, 0.3571441291648328, 0.3571426908834354, 0.35714128166446635, 0.3571399009091225, 0.35713854803133854, 0.35713722245750334, 0.35713592362618185, 0.35713465098784514, 0.357133404004606, 0.3571321821499612, 0.35713098490853906, 0.35712981177585396, 0.35712866225806567, 0.3571275358717458, 0.3571264321436472, 0.3571253506104818, 0.3571242908187005, 0.3571232523242815, 0.3571222346925201, 0.3571212374978259, 0.35712026032352495, 0.3571193027616624, 0.35711836441281586, 0.35711744488590796, 0.3571165437980257, 0.35711566077424367, 0.3571147954474504, 0.35711394745817937, 0.3571131164544443, 0.3571123020915774, 0.357111504032071, 0.35711072194542465, 0.35710995550799285, 0.35710920440283916, 0.35710846831959125, 0.3571077469543007, 0.3571070400093049, 0.3571063471930931, 0.3571056682201747, 0.3571050028109512, 0.35710435069158925, 0.35710371159389964, 0.357103085255216, 0.35710247141827745, 0.35710186983111464, 0.35710128024693594, 0.35710070242401976, 0.3571001361256056, 0.3570995811197893, 0.35709903717942126, 0.35709850408200505, 0.3570979816096002, 0.35709746954872534, 0.3570969676902651, 0.35709647582937726, 0.357095993765404, 0.3570955213017837, 0.3570950582459644, 0.35709460440932095, 0.357094159607071, 0.35709372365819697, 0.35709329638536497, 0.35709287761484965, 0.35709246717645743]"
musk_version_1,Adam,0.5,0.7634803921568627,500.0,"[0.6931471805599453, 0.6748826423167767, 0.6584290167386446, 0.6436659678646146, 0.6304288193259667, 0.61853795803135, 0.6078172144281834, 0.5981053745371288, 0.5892547986582423, 0.5811344597257478, 0.5736336312861515, 0.5666616147699661, 0.5601440751483686, 0.5540197176767653, 0.5482384530555066, 0.5427596544477343, 0.5375499400452495, 0.5325812458639129, 0.5278299700461058, 0.5232769271906178, 0.5189071677473195, 0.5147094696831848, 0.5106758724640386, 0.5068013011454794, 0.5030829556031214, 0.49951931141684874, 0.49610906532779775, 0.492850434963671, 0.4897408072204541, 0.48677648517146693, 0.48395250962960595, 0.48126273635617156, 0.47870017341926174, 0.4762573103971022, 0.4739262721720739, 0.4716989269423806, 0.46956709077337644, 0.46752275669313476, 0.46555823085090375, 0.4636662364524542, 0.4618400998605743, 0.46007396465440475, 0.45836289466655034, 0.4567028582019913, 0.4550906813623679, 0.4535239725211104, 0.4520009526048567, 0.45052021909600376, 0.44908054886248633, 0.44768077270765017, 0.44631967712760423, 0.4449959306610557, 0.44370807852773325, 0.4424545949639343, 0.44123393109744447, 0.4400445393066566, 0.43888490205391084, 0.4377535648188889, 0.43664914467703014, 0.43557032012823255, 0.43451583396430593, 0.4334845100817883, 0.4324752617537828, 0.4314870921066134, 0.43051910124956017, 0.4295704921305261, 0.42864055916147464, 0.42772866667478293, 0.42683423208301746, 0.4259567112644179, 0.4250955808813825, 0.4242503265030861, 0.42342044305488813, 0.42260543931826583, 0.42180483987729883, 0.4210181884613802, 0.4202450530761935, 0.41948502640709345, 0.4187377214177223, 0.41800276838511635, 0.41727981397799063, 0.4165685192192204, 0.41586855816257373, 0.4151796198404499, 0.41450141052355727, 0.41383365354482365, 0.41317608848963816, 0.4125284706378086, 0.4118905688284265, 0.4112621622506416, 0.41064303861368356, 0.41003299352352834, 0.409431829685819, 0.4088393565707965, 0.40825539101948133, 0.4076797574151141, 0.4071122869080501, 0.40655281672644944, 0.40600118968881826, 0.4054572533654393, 0.4049208594396132, 0.4043918638372483, 0.40387012702718694, 0.40335551409529735, 0.4028478949244965, 0.4023471443265226, 0.4018531416840704, 0.40136577037504784, 0.40088491735511256, 0.40041047273423946, 0.39994232933597645, 0.39948038252391177, 0.39902453019715856, 0.39857467268854424, 0.3981307126509444, 0.3976925550043391, 0.39726010678872326, 0.39683327695783127, 0.39641197628671426, 0.3959961173434213, 0.39558561444387713, 0.3951803836633213, 0.3947803428830606, 0.39438541175801634, 0.39399551163210694, 0.39361056546204076, 0.393230497711159, 0.3928552342271401, 0.3924847021749699, 0.3921188300063891, 0.3917575474262347, 0.391400785379632, 0.3910484760515741, 0.39070055283805105, 0.3903569503055043, 0.39001760416236303, 0.3896824512253331, 0.38935142938522926, 0.3890244775925374, 0.3887015358462107, 0.38838254517184395, 0.3880674476010935, 0.3877561861482211, 0.3874487047749191, 0.38714494835737207, 0.38684486266227724, 0.38654839432422194, 0.38625549082861416, 0.3859661005032147, 0.3856801725082423, 0.3853976568232914, 0.38511850423555005, 0.384842666325514, 0.3845700954499894, 0.38430074472826065, 0.38403456803004254, 0.3837715199625861, 0.3835115558593778, 0.3832546317690326, 0.38300070444151746, 0.3827497313140412, 0.38250167049771233, 0.38225648076374796, 0.3820141215310245, 0.38177455285585704, 0.38153773542210534, 0.38130363053164357, 0.3810722000955822, 0.3808434066248692, 0.38061721322046416, 0.38039358356408975, 0.3801724819090196, 0.37995387307095996, 0.379737722419647, 0.3795239958704979, 0.37931265987596047, 0.3791036814169729, 0.37889702799425456, 0.37869266761936626, 0.3784905688061218, 0.3782907005623086, 0.3780930323815681, 0.37789753423567796, 0.3777041765670371, 0.37751293028110594, 0.3773237667389808, 0.37713665775007504, 0.3769515755648143, 0.3767684928675416, 0.37658738276961334, 0.37640821880255576, 0.3762309749113569, 0.37605562544784793, 0.37588214516407403, 0.3757105092057461, 0.37554069310579175, 0.3753726727779726, 0.3752064245106496, 0.375041924960693, 0.37487915114747966, 0.3747180804469973, 0.37455869058603813, 0.3744009596364416, 0.37424486600942813, 0.37409038845003173, 0.37393750603161213, 0.3737861981504704, 0.373636444520555, 0.37348822516822955, 0.37334152042711727, 0.3731963109330192, 0.37305257761889615, 0.3729103017099344, 0.37276946471869493, 0.372630048440336, 0.3724920349479216, 0.3723554065878056, 0.37222014597508535, 0.3720862359891291, 0.37195365976917416, 0.37182240070999356, 0.37169244245763927, 0.3715637689052576, 0.37143636418897535, 0.3713102126838545, 0.37118529899991215, 0.371061607978201, 0.37093912468695517, 0.3708178344177989, 0.3706977226820165, 0.3705787752068878, 0.37046097793208166, 0.3703443170061099, 0.3702287787828396, 0.3701143498180634, 0.37000101686612713, 0.36988876687661365, 0.3697775869910853, 0.3696674645398793, 0.3695583870389607, 0.3694503421868287, 0.3693433178614754, 0.3692373021173969, 0.36913228318265484, 0.36902824945598733, 0.3689251895039719, 0.368823092058235, 0.36872194601271163, 0.3686217404209509, 0.3685224644934684, 0.3684241075951438, 0.36832665924266467, 0.36823010910201315, 0.368134446985998, 0.36803966285183, 0.3679457467987376, 0.3678526890656267, 0.3677604800287797, 0.36766911019959625, 0.3675785702223722, 0.367488850872118, 0.36739994305241513, 0.3673118377933106, 0.3672245262492479, 0.3671379996970349, 0.3670522495338469, 0.3669672672752645, 0.3668830445533472, 0.3667995731147398, 0.3667168448188129, 0.3666348516358358, 0.36655358564518264, 0.36647303903356865, 0.36639320409331894, 0.3663140732206672, 0.3662356389140845, 0.366157893772638, 0.3660808304943776, 0.3660044418747525, 0.3659287208050543, 0.3658536602708883, 0.36577925335067196, 0.3657054932141586, 0.3656323731209887, 0.3655598864192656, 0.36548802654415674, 0.3654167870165192, 0.3653461614415499, 0.36527614350745957, 0.3652067269841691, 0.3651379057220297, 0.3650696736505657, 0.36500202477723853, 0.36493495318623287, 0.3648684530372643, 0.36480251856440676, 0.3647371440749429, 0.3646723239482308, 0.36460805263459417, 0.36454432465423, 0.364481134596135, 0.36441847711705183, 0.3643563469404332, 0.3642947388554235, 0.36423364771585903, 0.3641730684392847, 0.36411299600598834, 0.36405342545805136, 0.363994351898416, 0.3639357704899687, 0.36387767645463914, 0.36382006507251496, 0.36376293168097146, 0.36370627167381636, 0.36365008050044945, 0.3635943536650361, 0.36353908672569596, 0.36348427529370353, 0.36342991503270494, 0.36337600165794637, 0.36332253093551525, 0.36326949868159614, 0.3632169007617379, 0.36316473309013303, 0.36311299162891036, 0.3630616723874388, 0.3630107714216428, 0.3629602848333303, 0.36291020876953045, 0.3628605394218437, 0.36281127302580257, 0.36276240586024233, 0.36271393424668313, 0.36266585454872174, 0.3626181631714341, 0.362570856560787, 0.36252393120306015, 0.3624773836242775, 0.36243121038964826, 0.36238540810301617, 0.36233997340631974, 0.3622949029790591, 0.36225019353777366, 0.3622058418355264, 0.3621618446613985, 0.36211819883999063, 0.3620749012309333, 0.3620319487284047, 0.3619893382606569, 0.36194706678954863, 0.3619051313100875, 0.3618635288499772, 0.3618222564691742, 0.36178131125945023, 0.36174069034396195, 0.36170039087682837, 0.3616604100427138, 0.36162074505641817, 0.3615813931624741, 0.3615423516347493, 0.3615036177760567, 0.3614651889177699, 0.3614270624194439, 0.36138923566844444, 0.3613517060795798, 0.3613144710947409, 0.36127752818254627, 0.36124087483799167, 0.36120450858210695, 0.3611684269616168, 0.3611326275486069, 0.36109710794019645, 0.3610618657582142, 0.3610268986488804, 0.36099220428249335, 0.36095778035312154, 0.3609236245782986, 0.360889734698725, 0.36085610847797367, 0.360822743702199, 0.36078963817985193, 0.36075678974139846, 0.3607241962390421, 0.3606918555464517, 0.360659765558492, 0.36062792419095946, 0.3605963293803211, 0.3605649790834576, 0.360533871277411, 0.3605030039591344, 0.3604723751452474, 0.36044198287179346, 0.36041182519400233, 0.3603819001860547, 0.36035220594085116, 0.3603227405697846, 0.3602935022025148, 0.36026448898674834, 0.3602356990880198, 0.36020713068947685, 0.36017878199166936, 0.36015065121234024, 0.36012273658621935, 0.3600950363648224, 0.36006754881624947, 0.3600402722249896, 0.3600132048917261, 0.3599863451331455, 0.3599596912817496, 0.35993324168566876, 0.3599069947084797, 0.35988094872902443, 0.3598551021412325, 0.35982945335394584, 0.35980400079074554, 0.3597787428897812, 0.3597536781036032, 0.35972880489899717, 0.35970412175681954, 0.3596796271718378, 0.35965531965257064, 0.3596311977211316, 0.35960725991307474, 0.35958350477724177, 0.359559930875613, 0.35953653678315756, 0.35951332108768863, 0.35949028238971864, 0.35946741930231724, 0.35944473045097125, 0.3594222144734466, 0.35939987001965124, 0.3593776957515014, 0.3593556903427884, 0.3593338524790481, 0.3593121808574311, 0.3592906741865761, 0.35926933118648424, 0.359248150588394, 0.35922713113466015, 0.3592062715786329, 0.3591855706845376, 0.3591650272273588, 0.35914463999272345, 0.35912440777678656, 0.3591043293861187, 0.35908440363759386, 0.3590646293582804, 0.359045005385332, 0.35902553056588093, 0.35900620375693204, 0.35898702382525854, 0.35896798964729937, 0.3589491001090574, 0.35893035410599955, 0.35891175054295676, 0.3588932883340275, 0.3588749664024809, 0.35885678368066154, 0.35883873910989517, 0.3588208316403965, 0.35880306023117753, 0.3587854238499567, 0.35876792147307035, 0.35875055208538376, 0.3587333146802048, 0.3587162082591981, 0.3586992318322994, 0.3586823844176327, 0.35866566504142733, 0.3586490727379362, 0.35863260654935486, 0.3586162655257424, 0.35860004872494267, 0.3585839552125063, 0.3585679840616146, 0.35855213435300326, 0.35853640517488805, 0.35852079562289046, 0.35850530479996495, 0.3584899318163269, 0.35847467578938136, 0.35845953584365314, 0.3584445111107165, 0.3584296007291272, 0.35841480384435453, 0.3584001196087146, 0.3583855471813035, 0.3583710857279328, 0.35835673442106475, 0.3583424924397478, 0.35832835896955456, 0.35831433320251904, 0.35830041433707527, 0.3582866015779964, 0.35827289413633473, 0.35825929122936223, 0.35824579208051227, 0.3582323959193213, 0.3582191019813716]"
musk_version_1,LDA,0.5,0.7316176470588236,,
musk_version_1,QDA,0.5,0.8345588235294117,,
musk_version_1,DecisionTree,0.5,0.7107843137254901,,
musk_version_1,RandomForest,0.5,0.8504901960784315,,
connectionist_bench_sonar_mines_vs_rocks,IWLS,0.1,0.6681818181818182,5.0,"[0.6931471805599454, 0.52451376408431, 0.504150710209705, 0.502344933699408, 0.5023265678158908]"
connectionist_bench_sonar_mines_vs_rocks,SGD,0.1,0.6227272727272727,50.0,"[0.6931471805599454, 0.5933189646542726, 0.5582727122798967, 0.5400611234424441, 0.5291561885337603, 0.5220478074888785, 0.5171513319186013, 0.5136505467913401, 0.5110815796143118, 0.5091604568580853, 0.507703303224759, 0.5065858978657364, 0.5057215626334353, 0.5050482858397216, 0.504520823205305, 0.504105640846782, 0.5037775630686758, 0.5035174862217342, 0.5033107828554074, 0.503146166054013, 0.5030148681151629, 0.5029100383875205, 0.5028262965773895, 0.5027593979900188, 0.5027059804014498, 0.5026633711315656, 0.5026294389556728, 0.5026024797077212, 0.5025811274002822, 0.5025642848084743, 0.5025510689974519, 0.5025407683910357, 0.5025328088022144, 0.5025267264574036, 0.5025221465036473, 0.5025187658325001, 0.5025163393156923, 0.5025146687470857, 0.502513593938476, 0.502512985534831, 0.5025127392060892, 0.5025127709438956, 0.5025130132473908, 0.5025134120259518, 0.5025139240812605, 0.5025145150583836, 0.5025151577771889, 0.5025158308726708, 0.5025165176865147, 0.5025172053632566]"
connectionist_bench_sonar_mines_vs_rocks,Adam,0.1,0.6681818181818182,224.0,"[0.6931471805599454, 0.6822563646447879, 0.6721890185615618, 0.6629193205137949, 0.6543770928960445, 0.6464906233457568, 0.6392076745727614, 0.632479269936373, 0.6262525226190323, 0.6204721311952499, 0.6150842654768555, 0.6100401152007918, 0.6052979784143722, 0.6008238041382479, 0.5965906737800716, 0.5925777690149376, 0.5887691924351941, 0.5851528226686614, 0.5817192759035523, 0.5784609969723047, 0.5753714863139019, 0.5724446653587008, 0.5696743830218239, 0.5670540660107429, 0.5645765136986142, 0.5622338335906504, 0.5600175059550134, 0.5579185569433923, 0.5559278102812888, 0.5540361806202702, 0.552234968942101, 0.550516123062767, 0.5488724340261406, 0.5472976504960562, 0.5457865059620066, 0.5443346654666098, 0.5429386079450979, 0.5415954661759942, 0.540302848531724, 0.5390586654984614, 0.5378609799785411, 0.5367078945681555, 0.5355974822759436, 0.5345277604768556, 0.5334967021630732, 0.5325022744582397, 0.531542492306089, 0.5306154752643795, 0.5297194971042352, 0.528853020850091, 0.5280147153175299, 0.5272034525026514, 0.5264182879078854, 0.5256584278217877, 0.5249231886482568, 0.5242119536682943, 0.5235241322439576, 0.5228591255944155, 0.5222163020493736, 0.5215949832773109, 0.5209944415550216, 0.5204139068449356, 0.5198525814151284, 0.5193096590796817, 0.5187843459119624, 0.5182758794889155, 0.517783544297817, 0.5173066817642498, 0.5168446942971064, 0.5163970436449463, 0.5159632445914825, 0.5155428555006769, 0.5151354674182437, 0.5147406933596235, 0.5143581591173892, 0.513987496481239, 0.5136283392679317, 0.5132803220880248, 0.5129430813958334, 0.5126162581199167, 0.512299501069053, 0.5119924703442671, 0.5116948401329869, 0.5114063004765727, 0.5111265578428126, 0.5108553345592244, 0.5105923673389664, 0.5103374052393664, 0.5100902074278207, 0.5098505410978963, 0.5096181797961944, 0.5093929023095621, 0.5091744921453918, 0.5089627375351189, 0.5087574318171941, 0.5085583740183358, 0.5083653694511476, 0.5081782301764196, 0.5079967752296003, 0.5078208305709975, 0.5076502287765985, 0.507484808531591, 0.5073244140158257, 0.507168894277689, 0.5070181026819667, 0.5068718964929303, 0.5067301366223261, 0.5065926875397909, 0.5064594173161171, 0.5063301977517172, 0.5062049045353949, 0.5060834173817623, 0.5059656201072582, 0.5058514006214654, 0.5057406508286336, 0.505633266450669, 0.5055291467947711, 0.5054281944950401, 0.5053303152575542, 0.5052354176335265, 0.5051434128368222, 0.505054214612349, 0.5049677391525332, 0.5048839050518192, 0.5048026332848204, 0.5047238471926723, 0.5046474724639571, 0.5045734371004817, 0.5045016713631435, 0.504432107698058, 0.5043646806471718, 0.5042993267501354, 0.5042359844450971, 0.5041745939753903, 0.5041150973072318, 0.5040574380610781, 0.5040015614567431, 0.5039474142702651, 0.5038949447991249, 0.5038441028319101, 0.5037948396188017, 0.5037471078401704, 0.5037008615717858, 0.5036560562464117, 0.5036126486125891, 0.5035705966920871, 0.5035298597377075, 0.5034903981929595, 0.503452173654635, 0.5034151488387056, 0.5033792875493461, 0.5033445546504166, 0.5033109160384807, 0.5032783386164023, 0.5032467902667428, 0.5032162398244866, 0.5031866570489979, 0.5031580125954227, 0.5031302779860072, 0.5031034255819017, 0.5030774285559879, 0.5030522608671565, 0.5030278972362414, 0.5030043131236167, 0.5029814847082744, 0.5029593888680725, 0.5029380031607984, 0.5029173058057159, 0.5028972756653465, 0.5028778922273469, 0.5028591355864656, 0.5028409864266523, 0.5028234260034615, 0.5028064361269008, 0.5027899991448662, 0.5027740979272483, 0.5027587158507405, 0.5027438367843189, 0.5027294450753186, 0.5027155255360095, 0.5027020634305703, 0.5026890444623752, 0.502676454761542, 0.5026642808727155, 0.502652509743092, 0.502641128710713, 0.5026301254930605, 0.5026194881759818, 0.5026092052029711, 0.5025992653648023, 0.5025896577895126, 0.5025803719327063, 0.5025713975681522, 0.5025627247786472, 0.502554343947121, 0.5025462457479624, 0.5025384211385654, 0.502530861351089, 0.5025235578844396, 0.502516502496479, 0.502509687196462, 0.5025031042377063, 0.5024967461104836, 0.5024906055351308, 0.5024846754553622, 0.5024789490317734, 0.5024734196355228, 0.5024680808421849, 0.5024629264257617, 0.5024579503528547, 0.5024531467769936, 0.5024485100331204, 0.5024440346322314, 0.5024397152561733, 0.5024355467525932, 0.5024315241300373, 0.5024276425531933, 0.5024238973382705, 0.5024202839485123, 0.5024167979898333, 0.5024134352065776, 0.5024101914773969, 0.5024070628112381, 0.5024040453434488]"
connectionist_bench_sonar_mines_vs_rocks,LDA,0.1,0.6227272727272727,,
connectionist_bench_sonar_mines_vs_rocks,QDA,0.1,0.8590909090909091,,
connectionist_bench_sonar_mines_vs_rocks,DecisionTree,0.1,0.5227272727272727,,
connectionist_bench_sonar_mines_vs_rocks,RandomForest,0.1,0.7181818181818183,,
connectionist_bench_sonar_mines_vs_rocks,IWLS,0.15,0.6875,5.0,"[0.6931471805599453, 0.5232992483699342, 0.5028141834011542, 0.5008969420864183, 0.5008725480075129]"
connectionist_bench_sonar_mines_vs_rocks,SGD,0.15,0.6875,61.0,"[0.6931471805599453, 0.5956710815284869, 0.5610457318829231, 0.5424971208706876, 0.5311728552387266, 0.5236930291573635, 0.5184783691299558, 0.5147000212510935, 0.5118838606115328, 0.5097397368539784, 0.5080802929454561, 0.5067792434297957, 0.5057484869004033, 0.5049248325027864, 0.5042619256151002, 0.5037251304542489, 0.5032881705032654, 0.5029308554730748, 0.5026375032957009, 0.5023958202813105, 0.5021960913338332, 0.5020305848541562, 0.5018931092862382, 0.5017786786494519, 0.5016832575945016, 0.5016035652594525, 0.5015369231130575, 0.5014811360456485, 0.5014343988220814, 0.5013952220414596, 0.501362373212, 0.5013348296172879, 0.5013117404377939, 0.5012923961781077, 0.5012762038911, 0.5012626670240491, 0.5012513689665046, 0.5012419595753197, 0.5012341441035375, 0.501227674077408, 0.5012223397577066, 0.5012179638937355, 0.5012143965353524, 0.5012115107135369, 0.5012091988359552, 0.5012073696727154, 0.5012059458305196, 0.5012048616319923, 0.5012040613319101, 0.5012034976142018, 0.5012031303234378, 0.501202925392554, 0.5012028539351289, 0.5012028914759002, 0.5012030172976204, 0.5012032138859986, 0.5012034664574689, 0.5012037625570105, 0.5012040917153032, 0.5012044451562161, 0.5012048155470463]"
