Dataset,Method,Split,Accuracy,Iterations,History
breast_cancer_wisconsin_original,IWLS,0.1,0.9565217391304348,8,"[0.6931471805599453, 0.2166210628934026, 0.12845885737600837, 0.09636502839805443, 0.0858382108569413, 0.0834983592201796, 0.08332757052392645, 0.08332622693895034]"
breast_cancer_wisconsin_original,SGD,0.1,0.9565217391304348,86,"[0.6931471805599453, 0.1535567473141377, 0.11628496908675234, 0.10334959767685926, 0.09696276747531095, 0.09324168572606355, 0.09085196735897885, 0.08921495253711292, 0.08804065137960268, 0.08716854304983401, 0.08650305997964707, 0.0859840432622605, 0.0855719162311341, 0.08523969412866635, 0.08496842424896546, 0.08474445851404133, 0.08455775667374146, 0.08440079484032399, 0.08426784295137343, 0.0841544743690606, 0.0840572256646925, 0.0839733559768661, 0.083900673836444, 0.08383741059903857, 0.08378212664062284, 0.08373364094943703, 0.08369097766559082, 0.08365332505804948, 0.08362000373847524, 0.08359044181055406, 0.08356415527970129, 0.08354073249007976, 0.08351982167176897, 0.0835011209092613, 0.0834843700092763, 0.08346934386897333, 0.08345584703729353, 0.08344370923101772, 0.08343278161927314, 0.08342293372999726, 0.08341405086246363, 0.08340603191362159, 0.08339878754445144, 0.08339223862695357, 0.0833863149237854, 0.0833809539615617, 0.08337610006602389, 0.08337170353301536, 0.0833677199138334, 0.08336410939724373, 0.08336083627348015, 0.08335786846801238, 0.08335517713487266, 0.08335273630099795, 0.08335052255439118, 0.08334851477003617, 0.08334669386844139, 0.08334504260244759, 0.08334354536859358, 0.08334218803987573, 0.08334095781718594, 0.08333984309710586, 0.08333883335404219, 0.08333791903498561, 0.0833370914653865, 0.08333634276485295, 0.08333566577153781, 0.08333505397423262, 0.08333450145130242, 0.08333400281571719, 0.08333355316550375, 0.08333314803905063, 0.08333278337473961, 0.08333245547446037, 0.08333216097060339, 0.08333189679617531, 0.08333166015771967, 0.08333144851076742, 0.08333125953755882, 0.08333109112682358, 0.08333094135540886, 0.08333080847158665, 0.08333069087986987, 0.08333058712720423, 0.08333049589039941, 0.08333041596468532]"
breast_cancer_wisconsin_original,Adam,0.1,0.9565217391304348,500,"[0.6931471805599453, 0.6757739686550137, 0.6588093942019607, 0.642259150426588, 0.6261276905354682, 0.6104182081762217, 0.5951326378534393, 0.5802716741476296, 0.5658348079083736, 0.5518203771020785, 0.5382256297041413, 0.5250467959262395, 0.5122791671350111, 0.4999171790107582, 0.48795449677241254, 0.47638410061841213, 0.46519836986905816, 0.4543891646192047, 0.44394790400406753, 0.4338656404363332, 0.4241331293864237, 0.4147408944508365, 0.4056792875896679, 0.39693854451890503, 0.38850883532130165, 0.3803803103969246, 0.3725431419153984, 0.3649875609603715, 0.3577038905758854, 0.3506825749365222, 0.3439142048702328, 0.33738953996589754, 0.33109952749787347, 0.32503531839769356, 0.3191882804991741, 0.31355000927779086, 0.30811233629856305, 0.3028673355790452, 0.2978073280655423, 0.2929248844114994, 0.28821282623731614, 0.2836642260407454, 0.2792724059166873, 0.27503093523470584, 0.27093362741210647, 0.2669745359100069, 0.26314794956962395, 0.25944838739605725, 0.2558705928872491, 0.2524095279965996, 0.24906036680895532, 0.2458184890014096, 0.24267947315256475, 0.23963908995663888, 0.23669329539203823, 0.23383822388777734, 0.23107018152538375, 0.22838563930867542, 0.22578122652901905, 0.22325372424934373, 0.22080005892628204, 0.21841729618630246, 0.21610263476856956, 0.21385340064448471, 0.2116670413213989, 0.209541120335826, 0.2074733119395908, 0.20546139598069987, 0.2035032529793008, 0.20159685939787556, 0.19974028310377637, 0.1979316790213391, 0.19616928497007774, 0.19445141768486934, 0.19277646901355008, 0.19114290228696384, 0.18954924885620725, 0.1879941047916019, 0.1864761277377724, 0.1849940339191194, 0.18354659528993608, 0.18213263682341788, 0.180751033933854, 0.17940071002635766, 0.1780806341685862, 0.17678981887901757, 0.17552731802648017, 0.17429222483577894, 0.17308366999441657, 0.17190081985556943, 0.17074287473264968, 0.16960906728095315, 0.16849866096206884, 0.1674109485868992, 0.1663452509333124, 0.16530091543462003, 0.1642773149352422, 0.16327384651008522, 0.1622899303443212, 0.161325008670412, 0.16037854475937502, 0.15945002196343283, 0.1585389428073318, 0.1576448281257511, 0.15676721624435322, 0.15590566220215604, 0.15505973701302264, 0.15422902696418406, 0.15341313294981787, 0.15261166983781116, 0.15182426586793638, 0.15105056207976367, 0.15029021176872312, 0.14954287996881793, 0.14880824296056863, 0.14808598780284857, 0.1473758118873422, 0.14667742251442803, 0.1459905364893548, 0.14531487973763954, 0.14465018693867798, 0.14399620117661088, 0.1433526736075451, 0.14271936314227554, 0.1420960361437032, 0.14148246613818805, 0.14087843354011798, 0.14028372538901332, 0.13969813509852663, 0.13912146221672958, 0.1385535121971142, 0.13799409617976657, 0.1374430307822005, 0.13690013789936725, 0.13636524451238277, 0.13583818250554028, 0.1353187884911979, 0.13480690364215456, 0.1343023735311473, 0.1338050479771232, 0.13331478089795826, 0.1328314301693118, 0.13235485748932252, 0.13188492824886824, 0.13142151140712452, 0.13096447937217293, 0.13051370788642197, 0.1300690759166161, 0.12963046554821994, 0.12919776188397675, 0.12877085294644797, 0.12834962958435475, 0.127933985382547, 0.12752381657543777, 0.12711902196374736, 0.12671950283440947, 0.12632516288350035, 0.1259359081420564, 0.12555164690465542, 0.12517228966064028, 0.12479774902787118, 0.12442793968889813, 0.12406277832944912, 0.12370218357913765, 0.12334607595429362, 0.12299437780283058, 0.1226470132510629, 0.12230390815239336, 0.12196499003779232, 0.12163018806799734, 0.12129943298736112, 0.12097265707928262, 0.12064979412315667, 0.1203307793527815, 0.12001554941616718, 0.11970404233668794, 0.11939619747552714, 0.11909195549536361, 0.11879125832525116, 0.11849404912664545, 0.11820027226053427, 0.11790987325562872, 0.11762279877757538, 0.11733899659915108, 0.11705841557140285, 0.11678100559569858, 0.11650671759665411, 0.11623550349590436, 0.11596731618668821, 0.11570210950921672, 0.11543983822679672, 0.11518045800268267, 0.11492392537763013, 0.1146701977481263, 0.11441923334527385, 0.11417099121430407, 0.11392543119469846, 0.11368251390089659, 0.11344220070357043, 0.11320445371144536, 0.11296923575364937, 0.11273651036257198, 0.11250624175721609, 0.11227839482702566, 0.11205293511617362, 0.11182982880829427, 0.11160904271164558, 0.11139054424468738, 0.11117430142206124, 0.11096028284095932, 0.11074845766786935, 0.11053879562568358, 0.1103312669811599, 0.11012584253272405, 0.10992249359860147, 0.10972119200526935, 0.1095219100762175, 0.10932462062100919, 0.10912929692463251, 0.10893591273713255, 0.10874444226351658, 0.1085548601539233, 0.10836714149404772, 0.10818126179581487, 0.10799719698829373, 0.10781492340884465, 0.10763441779449316, 0.10745565727352335, 0.10727861935728403, 0.1071032819322018, 0.10692962325199461, 0.10675762193007979, 0.10658725693217122, 0.1064185075690598, 0.10625135348957207, 0.10608577467370163, 0.10592175142590876, 0.10575926436858292, 0.10559829443566393, 0.10543882286641686, 0.10528083119935701, 0.10512430126631972, 0.10496921518667193, 0.10481555536166094, 0.10466330446889667, 0.10451244545696406, 0.10436296154016127, 0.10421483619336118, 0.10406805314699201, 0.10392259638213418, 0.1037784501257304, 0.10363559884590554, 0.1034940272473936, 0.10335372026706875, 0.10321466306957822, 0.10307684104307291, 0.10294023979503529, 0.10280484514819978, 0.10267064313656489, 0.10253762000149386, 0.10240576218790158, 0.10227505634052579, 0.10214548930028033, 0.10201704810068811, 0.10188971996439193, 0.10176349229974128, 0.10163835269745287, 0.10151428892734321, 0.10139128893513166, 0.10126934083931143, 0.10114843292808796, 0.10102855365638179, 0.10090969164289505, 0.10079183566724018, 0.10067497466712855, 0.10055909773561804, 0.10044419411841832, 0.10033025321125175, 0.10021726455726929, 0.1001052178445197, 0.09999410290347044, 0.09988390970457983, 0.09977462835591853, 0.0996662491008396, 0.09955876231569548, 0.0994521585076015, 0.09934642831224419, 0.0992415624917335, 0.09913755193249822, 0.09903438764322331, 0.09893206075282764, 0.0988305625084828, 0.09872988427366992, 0.09863001752627544, 0.0985309538567237, 0.09843268496614639, 0.09833520266458727, 0.09823849886924194, 0.09814256560273159, 0.09804739499140996, 0.09795297926370271, 0.09785931074847895, 0.09776638187345342, 0.09767418516361918, 0.09758271323971014, 0.09749195881669248, 0.09740191470228464, 0.09731257379550486, 0.09722392908524602, 0.09713597364887719, 0.09704870065087093, 0.09696210334145618, 0.09687617505529598, 0.0967909092101898, 0.09670629930579906, 0.09662233892239666, 0.09653902171963888, 0.09645634143536004, 0.09637429188438841, 0.09629286695738401, 0.09621206061969736, 0.09613186691024829, 0.09605227994042528, 0.09597329389300434, 0.09589490302108691, 0.09581710164705703, 0.09573988416155652, 0.09566324502247849, 0.09558717875397862, 0.0955116799455035, 0.09543674325083629, 0.09536236338715862, 0.09528853513412944, 0.09521525333297896, 0.09514251288561903, 0.09507030875376837, 0.09499863595809316, 0.094927489577362, 0.0948568647476155, 0.09478675666135034, 0.09471716056671642, 0.09464807176672825, 0.09457948561848939, 0.09451139753243014, 0.0944438029715577, 0.0943766974507193, 0.09431007653587728, 0.09424393584339626, 0.0941782710393427, 0.09411307783879524, 0.09404835200516677, 0.09398408934953814, 0.0939202857300019, 0.09385693705101764, 0.09379403926277723, 0.09373158836058085, 0.09366958038422275, 0.09360801141738744, 0.09354687758705504, 0.09348617506291695, 0.09342590005680017, 0.0933660488221012, 0.09330661765322922, 0.0932476028850576, 0.09318900089238451, 0.09313080808940208, 0.09307302092917383, 0.09301563590312034, 0.09295864954051307, 0.09290205840797612, 0.0928458591089958, 0.0927900482834376, 0.09273462260707145, 0.09267957879110325, 0.09262491358171429, 0.09257062375960823, 0.09251670613956386, 0.0924631575699959, 0.0924099749325218, 0.09235715514153563, 0.092304695143788, 0.09225259191797276, 0.09220084247432007, 0.09214944385419487, 0.0920983931297025, 0.09204768740329944, 0.09199732380741009, 0.09194729950404962, 0.091897611684452, 0.0918482575687039, 0.09179923440538383, 0.09175053947120705, 0.09170217007067491, 0.09165412353573026, 0.09160639722541745, 0.09155898852554747, 0.09151189484836798, 0.09146511363223796, 0.0914186423413077, 0.09137247846520258, 0.09132661951871239, 0.09128106304148415, 0.09123580659772047, 0.09119084777588132, 0.09114618418839054, 0.09110181347134631, 0.09105773328423655, 0.09101394130965682, 0.09097043525303421, 0.09092721284235326, 0.09088427182788715, 0.09084160998193223, 0.09079922509854602, 0.090757114993289, 0.09071527750297077, 0.09067371048539855, 0.09063241181913023, 0.09059137940323034, 0.09055061115702923, 0.09051010501988646, 0.09046985895095656, 0.09042987092895838, 0.09039013895194786, 0.09035066103709345, 0.090311435220455, 0.0902724595567654, 0.09023373211921569, 0.09019525099924237, 0.0901570143063183, 0.09011902016774592, 0.09008126672845365, 0.09004375215079476, 0.0900064746143494, 0.0899694323157286, 0.08993262346838149, 0.0898960463024049, 0.08985969906435541, 0.08982358001706427, 0.08978768743945419, 0.08975201962635898, 0.089716574888346, 0.08968135155153971, 0.08964634795744886, 0.08961156246279511, 0.08957699343934442, 0.08954263927374038, 0.08950849836733961, 0.08947456913604966, 0.08944085001016891, 0.08940733943422838, 0.08937403586683555, 0.08934093778052073, 0.08930804366158476, 0.0892753520099491, 0.08924286133900758, 0.08921057017548042, 0.0891784770592696, 0.0891465805433168, 0.08911487919346212, 0.08908337158830579, 0.08905205631907095, 0.08902093198946788, 0.08898999721556076, 0.08895925062563581, 0.08892869086007038, 0.08889831657120507, 0.08886812642321616, 0.08883811909199045, 0.0888082932650012, 0.08877864764118575, 0.08874918093082525, 0.08871989185542443, 0.08869077914759504, 0.08866184155093815, 0.08863307781993035, 0.08860448671980936, 0.08857606702646284, 0.08854781752631677, 0.08851973701622694, 0.08849182430337006, 0.08846407820513794, 0.08843649754903153, 0.0884090811725567, 0.08838182792312213, 0.08835473665793668, 0.08832780624391007, 0.08830103555755309, 0.0882744234848795, 0.08824796892130991, 0.08822167077157539, 0.08819552794962383, 0.08816953937852585, 0.08814370399038295, 0.08811802072623635, 0.088092488535977, 0.08806710637825627, 0.08804187322039875, 0.08801678803831431, 0.0879918498164135, 0.08796705754752154]"
breast_cancer_wisconsin_original,IWLS+INT,0.1,0.9565217391304348,10,"[0.6931471805599453, 0.19229651468922895, 0.11222348540986336, 0.08421194574154688, 0.07376929317774408, 0.07028137877245637, 0.0695405632611174, 0.0694665959161767, 0.06946395294546022, 0.06946394372682768]"
breast_cancer_wisconsin_original,SGD+INT,0.1,0.9565217391304348,389,"[0.6931471805599453, 0.14974109442423242, 0.11131325236377325, 0.09783425727193801, 0.09098197784336927, 0.0868209323862475, 0.08401081565206221, 0.08197363909238356, 0.08042059693880707, 0.07919184365869054, 0.07819190261511348, 0.07736022688708238, 0.07665649792030459, 0.07605274605347011, 0.07552888192936344, 0.07507004148298253, 0.07466494459539896, 0.07430484428125547, 0.07398283229679188, 0.0736933667262431, 0.073431941870091, 0.07319485188462829, 0.07297901781611932, 0.07278185856894197, 0.07260119302085553, 0.07243516467778174, 0.07228218293773284, 0.07214087678898917, 0.07201005794579528, 0.07188869123345182, 0.07177587060123226, 0.07167079954588731, 0.071572775021722, 0.07148117412882951, 0.07139544303148812, 0.07131508767933245, 0.07123966599542737, 0.07116878126539389, 0.07110207651572824, 0.07103922971139155, 0.0709799496355385, 0.07092397234007025, 0.07087105807614148, 0.07082098863004792, 0.0707735650029797, 0.07072860538365154, 0.07068594337134987, 0.07064542641388163, 0.07060691443059465, 0.07057027859531043, 0.07053540025787285, 0.07050216998621481, 0.070470486713512, 0.07044025697722231, 0.0704113942386801, 0.07038381827348979, 0.07035745462429613, 0.07033223410863727, 0.0703080923755487, 0.0702849695054045, 0.07026280964818676, 0.07024156069597405, 0.07022117398595999, 0.07020160403075984, 0.07018280827315004, 0.07016474686272206, 0.07014738245222227, 0.07013068001160616, 0.07011460665805458, 0.07009913150039615, 0.070084225496549, 0.07006986132274519, 0.0700560132534326, 0.07004265705086599, 0.07002976986349971, 0.07001733013238785, 0.07000531750487592, 0.06999371275494093, 0.06998249770959962, 0.0699716551808612, 0.06996116890275239, 0.06995102347298579, 0.06994120429888505, 0.06993169754721455, 0.06992249009759519, 0.06991356949921591, 0.06990492393057733, 0.06989654216202724, 0.0698884135208691, 0.06988052785884305, 0.06987287552179797, 0.06986544732138637, 0.06985823450863048, 0.0698512287492191, 0.069844422100407, 0.06983780698939941, 0.06983137619311307, 0.06982512281921531, 0.0698190402883493, 0.06981312231746137, 0.06980736290415326, 0.06980175631198768, 0.06979629705668201, 0.0697909798931277, 0.06978579980318185, 0.06978075198417603, 0.06977583183809721, 0.06977103496139417, 0.06976635713536931, 0.06976179431711799, 0.06975734263097874, 0.06975299836046306, 0.06974875794063319, 0.06974461795090015, 0.06974057510821546, 0.06973662626063233, 0.0697327683812132, 0.06972899856226263, 0.06972531400986602, 0.06972171203871512, 0.06971819006720359, 0.06971474561277707, 0.06971137628752126, 0.0697080797939761, 0.06970485392116134, 0.0697016965408017, 0.06969860560374111, 0.06969557913653407, 0.06969261523820468, 0.06968971207716435, 0.06968686788827871, 0.06968408097007579, 0.06968134968208804, 0.06967867244232033, 0.06967604772483757, 0.06967347405746571, 0.06967095001959903, 0.06966847424010984, 0.06966604539535379, 0.06966366220726616, 0.06966132344154496, 0.06965902790591584, 0.06965677444847448, 0.06965456195610355, 0.06965238935295899, 0.06965025559902359, 0.06964815968872365, 0.06964610064960565, 0.06964407754107046, 0.06964208945316218, 0.0696401355054082, 0.06963821484570921, 0.06963632664927592, 0.06963447011761076, 0.06963264447753179, 0.06963084898023776, 0.06962908290041168, 0.06962734553536139, 0.06962563620419529, 0.06962395424703206, 0.06962229902424187, 0.06962066991571904, 0.06961906632018329, 0.06961748765450937, 0.06961593335308314, 0.0696144028671836, 0.06961289566438889, 0.06961141122800572, 0.06960994905652157, 0.06960850866307758, 0.06960708957496238, 0.06960569133312533, 0.06960431349170845, 0.06960295561759629, 0.06960161728998299, 0.06960029809995581, 0.0695989976500946, 0.06959771555408566, 0.06959645143635124, 0.06959520493169188, 0.06959397568494267, 0.06959276335064188, 0.06959156759271205, 0.06959038808415306, 0.06958922450674589, 0.06958807655076757, 0.0695869439147167, 0.06958582630504838, 0.06958472343591932, 0.06958363502894165, 0.06958256081294584, 0.06958150052375206, 0.06958045390394979, 0.06957942070268483, 0.06957840067545444, 0.06957739358390932, 0.06957639919566265, 0.06957541728410584, 0.06957444762823078, 0.06957349001245812, 0.06957254422647172, 0.0695716100650585, 0.06957068732795425, 0.06956977581969426, 0.06956887534946957, 0.0695679857309876, 0.06956710678233809, 0.06956623832586277, 0.06956538018803059, 0.06956453219931602, 0.06956369419408218, 0.06956286601046753, 0.0695620474902765, 0.0695612384788735, 0.06956043882508096, 0.06955964838108027, 0.06955886700231612, 0.06955809454740391, 0.06955733087804061, 0.06955657585891777, 0.06955582935763811, 0.06955509124463445, 0.06955436139309125, 0.0695536396788686, 0.06955292598042906, 0.06955222017876651, 0.06955152215733715, 0.06955083180199308, 0.06955014900091766, 0.06954947364456307, 0.0695488056255899, 0.06954814483880849, 0.06954749118112202, 0.06954684455147174, 0.06954620485078362, 0.06954557198191658, 0.06954494584961267, 0.06954432636044833, 0.06954371342278767, 0.06954310694673659, 0.06954250684409895, 0.06954191302833332, 0.06954132541451191, 0.06954074391927985, 0.06954016846081644, 0.06953959895879712, 0.06953903533435661, 0.06953847751005339, 0.06953792540983518, 0.06953737895900494, 0.06953683808418881, 0.069536302713304, 0.06953577277552835, 0.06953524820127044, 0.06953472892214056, 0.06953421487092272, 0.0695337059815474, 0.06953320218906464, 0.06953270342961887, 0.06953220964042339, 0.06953172075973618, 0.06953123672683648, 0.0695307574820016, 0.06953028296648474, 0.06952981312249318, 0.06952934789316732, 0.06952888722256009, 0.06952843105561703, 0.069527979338157, 0.06952753201685316, 0.06952708903921474, 0.06952665035356922, 0.06952621590904501, 0.06952578565555431, 0.06952535954377696, 0.06952493752514444, 0.06952451955182415, 0.06952410557670421, 0.06952369555337902, 0.06952328943613463, 0.06952288717993466, 0.06952248874040709, 0.0695220940738306, 0.06952170313712179, 0.06952131588782252, 0.06952093228408802, 0.06952055228467419, 0.06952017584892653, 0.06951980293676877, 0.06951943350869146, 0.06951906752574144, 0.06951870494951116, 0.06951834574212869, 0.06951798986624731, 0.06951763728503592, 0.06951728796216972, 0.0695169418618206, 0.06951659894864821, 0.06951625918779109, 0.06951592254485812, 0.06951558898591992, 0.06951525847750063, 0.06951493098657023, 0.069514606480536, 0.06951428492723556, 0.06951396629492897, 0.06951365055229149, 0.06951333766840653, 0.06951302761275856, 0.06951272035522638, 0.06951241586607636, 0.06951211411595597, 0.06951181507588722, 0.06951151871726109, 0.0695112250118304, 0.06951093393170482, 0.06951064544934442, 0.06951035953755415, 0.06951007616947852, 0.06950979531859569, 0.06950951695871246, 0.06950924106395902, 0.0695089676087836, 0.06950869656794778, 0.06950842791652136, 0.06950816162987764, 0.06950789768368873, 0.069507636053921, 0.06950737671683041, 0.06950711964895832, 0.06950686482712701, 0.0695066122284354, 0.06950636183025508, 0.06950611361022593, 0.06950586754625274, 0.06950562361650049, 0.0695053817993912, 0.0695051420735996, 0.06950490441805013, 0.06950466881191268, 0.06950443523459934, 0.06950420366576095, 0.06950397408528348, 0.06950374647328501, 0.0695035208101122, 0.06950329707633712, 0.06950307525275395, 0.06950285532037634, 0.0695026372604338, 0.06950242105436899, 0.06950220668383496, 0.06950199413069166, 0.06950178337700388, 0.06950157440503783, 0.06950136719725879, 0.06950116173632828, 0.06950095800510153, 0.06950075598662453, 0.06950055566413202, 0.06950035702104461, 0.06950016004096651, 0.06949996470768287, 0.0694997710051578, 0.06949957891753163, 0.06949938842911865, 0.06949919952440547, 0.06949901218804777, 0.06949882640486892, 0.06949864215985765, 0.06949845943816568, 0.06949827822510578, 0.06949809850615006, 0.06949792026692728, 0.06949774349322146, 0.06949756817096976, 0.06949739428626035, 0.06949722182533087, 0.06949705077456625, 0.0694968811204971, 0.06949671284979772, 0.06949654594928471, 0.06949638040591463, 0.06949621620678277, 0.06949605333912137, 0.06949589179029765, 0.06949573154781268, 0.06949557259929919, 0.06949541493252043, 0.06949525853536845]"
