,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__n_estimators,param_model__min_samples_split,param_model__min_samples_leaf,param_model__max_features,param_model__max_depth,param_model__bootstrap,param_feature_selection__columns,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
59,10.225243616104127,0.23399131202735596,0.13519301414489746,0.020198368008309202,800,5,2,log2,,False,"[8, 100, 102, 105]","{'model__n_estimators': 800, 'model__min_samples_split': 5, 'model__min_samples_leaf': 2, 'model__max_features': 'log2', 'model__max_depth': None, 'model__bootstrap': False, 'feature_selection__columns': [8, 100, 102, 105]}",5512.5,6325.0,5825.0,5575.0,6137.5,5875.0,314.74195780035427,89
60,26.519335556030274,0.5956814326610251,0.4541468143463135,0.007371914157574402,2000,2,1,log2,80.0,False,"[8, 100, 102, 105]","{'model__n_estimators': 2000, 'model__min_samples_split': 2, 'model__min_samples_leaf': 1, 'model__max_features': 'log2', 'model__max_depth': 80, 'model__bootstrap': False, 'feature_selection__columns': [8, 100, 102, 105]}",5512.5,6137.5,5575.0,5512.5,6075.0,5762.5,282.28974476590537,100
61,3.1863696575164795,0.02586355902569134,0.05377035140991211,0.0004776581229664781,400,10,1,log2,100.0,True,"[100, 102, 105, 403, 466]","{'model__n_estimators': 400, 'model__min_samples_split': 10, 'model__min_samples_leaf': 1, 'model__max_features': 'log2', 'model__max_depth': 100, 'model__bootstrap': True, 'feature_selection__columns': [100, 102, 105, 403, 466]}",5875.0,6187.5,6562.5,6375.0,6062.5,6212.5,239.13908087136238,47
62,1.8129416942596435,0.0059909877402100405,0.04815950393676758,0.0004359022367222798,400,10,4,sqrt,20.0,True,"[100, 102, 105]","{'model__n_estimators': 400, 'model__min_samples_split': 10, 'model__min_samples_leaf': 4, 'model__max_features': 'sqrt', 'model__max_depth': 20, 'model__bootstrap': True, 'feature_selection__columns': [100, 102, 105]}",6150.0,6587.5,6900.0,6275.0,6712.5,6525.0,276.69929526473317,5
63,12.803454637527466,0.2912656179811419,0.16898179054260254,0.003189284726189727,1000,10,1,sqrt,,False,"[8, 100, 102, 105]","{'model__n_estimators': 1000, 'model__min_samples_split': 10, 'model__min_samples_leaf': 1, 'model__max_features': 'sqrt', 'model__max_depth': None, 'model__bootstrap': False, 'feature_selection__columns': [8, 100, 102, 105]}",5575.0,6262.5,5825.0,5450.0,5887.5,5800.0,281.1805469800498,99
64,9.626196050643921,0.07471992195135843,0.15933165550231934,0.0007267670431366788,1200,10,2,sqrt,80.0,True,"[8, 100, 102, 105]","{'model__n_estimators': 1200, 'model__min_samples_split': 10, 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': 80, 'model__bootstrap': True, 'feature_selection__columns': [8, 100, 102, 105]}",5887.5,6575.0,6637.5,6137.5,6575.0,6362.5,297.38443133425795,18
65,2.651879072189331,0.05664768259886952,0.04504938125610351,0.000766868894090523,200,2,1,log2,40.0,False,"[8, 100, 102, 105]","{'model__n_estimators': 200, 'model__min_samples_split': 2, 'model__min_samples_leaf': 1, 'model__max_features': 'log2', 'model__max_depth': 40, 'model__bootstrap': False, 'feature_selection__columns': [8, 100, 102, 105]}",5700.0,6137.5,5637.5,5762.5,6012.5,5850.0,192.0286436967152,93
66,13.253618288040162,0.04969162466234745,0.1388241767883301,0.0033488286636363046,1600,10,4,log2,10.0,False,"[8, 100, 102, 105, 403]","{'model__n_estimators': 1600, 'model__min_samples_split': 10, 'model__min_samples_leaf': 4, 'model__max_features': 'log2', 'model__max_depth': 10, 'model__bootstrap': False, 'feature_selection__columns': [8, 100, 102, 105, 403]}",5750.0,6625.0,6250.0,5875.0,6125.0,6125.0,306.18621784789724,60
67,1.857428789138794,0.011300764416485483,0.05183620452880859,0.00020737041127685411,400,10,4,log2,100.0,True,"[100, 102, 105]","{'model__n_estimators': 400, 'model__min_samples_split': 10, 'model__min_samples_leaf': 4, 'model__max_features': 'log2', 'model__max_depth': 100, 'model__bootstrap': True, 'feature_selection__columns': [100, 102, 105]}",6150.0,6462.5,6900.0,6275.0,6712.5,6500.0,275.56759606310754,6
68,20.537078523635863,0.4468636007464254,0.33340229988098147,0.0036603468624777685,1600,2,2,log2,100.0,False,"[8, 100, 102, 105]","{'model__n_estimators': 1600, 'model__min_samples_split': 2, 'model__min_samples_leaf': 2, 'model__max_features': 'log2', 'model__max_depth': 100, 'model__bootstrap': False, 'feature_selection__columns': [8, 100, 102, 105]}",5512.5,6262.5,5825.0,5637.5,6137.5,5875.0,286.1380785564899,89
