,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__kernel,param_model__gamma,param_model__C,param_feature_selection__columns,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
77,1.520610761642456,0.00860598506916582,0.10196504592895508,0.0014108805957345173,rbf,0.0001,0.1,"[8, 100, 102, 105, 403]","{'model__kernel': 'rbf', 'model__gamma': 0.0001, 'model__C': 0.1, 'feature_selection__columns': [8, 100, 102, 105, 403]}",4250.0,4375.0,4312.5,3562.5,3750.0,4050.0,329.29849680798725,94
78,1.0265594959259032,0.017542955213739178,0.04634499549865723,0.0018589668308603637,linear,0.01,1.0,"[8, 100, 102, 105]","{'model__kernel': 'linear', 'model__gamma': 0.01, 'model__C': 1, 'feature_selection__columns': [8, 100, 102, 105]}",5262.5,5325.0,5387.5,5200.0,4762.5,5187.5,221.50056433336687,44
79,1.3630892276763915,0.012860389868091363,0.0837204933166504,0.0007092956238433226,rbf,0.1,1.0,"[100, 102, 105]","{'model__kernel': 'rbf', 'model__gamma': 0.1, 'model__C': 1, 'feature_selection__columns': [100, 102, 105]}",6462.5,6712.5,7275.0,6587.5,7275.0,6862.5,345.95881257745117,1
80,1.5154780864715576,0.005928365546238741,0.10188932418823242,0.0030181726856597264,rbf,0.001,10.0,"[100, 102, 105, 403, 466]","{'model__kernel': 'rbf', 'model__gamma': 0.001, 'model__C': 10, 'feature_selection__columns': [100, 102, 105, 403, 466]}",4562.5,5250.0,4875.0,4875.0,4812.5,4875.0,220.0852107707376,55
81,1.1623239517211914,0.025851696434010512,0.04887332916259766,0.002182351523630989,poly,0.1,10.0,"[100, 102, 105]","{'model__kernel': 'poly', 'model__gamma': 0.1, 'model__C': 10, 'feature_selection__columns': [100, 102, 105]}",6212.5,5400.0,5962.5,5962.5,5962.5,5900.0,268.0951323690902,15
82,1.839653778076172,0.022377404520637117,0.07813968658447265,0.00023769510172683836,sigmoid,0.01,1.0,"[8, 100, 102, 105]","{'model__kernel': 'sigmoid', 'model__gamma': 0.01, 'model__C': 1, 'feature_selection__columns': [8, 100, 102, 105]}",5200.0,5512.5,5387.5,5137.5,4887.5,5225.0,215.05813167606567,38
83,3.0964924335479735,0.05097296292980772,0.07873044013977051,0.0020328167900453644,rbf,0.1,100.0,"[100, 102, 105, 403, 466]","{'model__kernel': 'rbf', 'model__gamma': 0.1, 'model__C': 100, 'feature_selection__columns': [100, 102, 105, 403, 466]}",5687.5,5875.0,6375.0,6000.0,6500.0,6087.5,305.16389039334257,11
84,0.9128616333007813,0.009581319279543485,0.046124267578125,0.0009515955609147706,linear,0.1,0.1,"[8, 100, 102, 105]","{'model__kernel': 'linear', 'model__gamma': 0.1, 'model__C': 0.1, 'feature_selection__columns': [8, 100, 102, 105]}",5262.5,5450.0,5387.5,5200.0,4762.5,5212.5,241.73849507267144,41
85,1.78316969871521,0.06112172983297368,0.045643186569213866,0.0003810358441025616,linear,0.1,10.0,"[100, 102, 105]","{'model__kernel': 'linear', 'model__gamma': 0.1, 'model__C': 10, 'feature_selection__columns': [100, 102, 105]}",5400.0,5525.0,5525.0,5337.5,4900.0,5337.5,230.4886114323222,30
86,1.5948540687561035,0.05879333544486983,0.06150894165039063,0.0008899493757982855,sigmoid,1.0,10.0,"[8, 100, 102, 105, 403]","{'model__kernel': 'sigmoid', 'model__gamma': 1, 'model__C': 10, 'feature_selection__columns': [8, 100, 102, 105, 403]}",4500.0,4562.5,5062.5,5125.0,4562.5,4762.5,272.14426321346554,58
87,1.9233468532562257,0.016203590668115914,0.07968854904174805,0.0022735045203562416,sigmoid,0.01,1.0,"[100, 102, 105, 403, 466]","{'model__kernel': 'sigmoid', 'model__gamma': 0.01, 'model__C': 1, 'feature_selection__columns': [100, 102, 105, 403, 466]}",4125.0,4687.5,4437.5,4687.5,4312.5,4450.0,217.94494717703367,76
88,184.7995379924774,7.935187080719783,0.05371637344360351,0.004440227184497081,poly,1.0,10.0,"[8, 100, 102, 105, 403]","{'model__kernel': 'poly', 'model__gamma': 1, 'model__C': 10, 'feature_selection__columns': [8, 100, 102, 105, 403]}",4750.0,3875.0,4625.0,4812.5,4750.0,4562.5,349.10600109422353,64
89,2.1122923374176024,0.012302953162746131,0.08207149505615234,0.0011072643689981894,rbf,0.1,100.0,"[100, 102, 105]","{'model__kernel': 'rbf', 'model__gamma': 0.1, 'model__C': 100, 'feature_selection__columns': [100, 102, 105]}",6400.0,6650.0,6962.5,6650.0,6900.0,6712.5,201.55644370746373,5
90,1.455955171585083,0.010494304392705526,0.07743773460388184,0.0005239474369808071,rbf,0.1,10.0,"[8, 100, 102, 105]","{'model__kernel': 'rbf', 'model__gamma': 0.1, 'model__C': 10, 'feature_selection__columns': [8, 100, 102, 105]}",6450.0,6700.0,7075.0,6637.5,7075.0,6787.5,248.746859276655,3
91,1.8064846992492676,0.006816688252751762,0.07813963890075684,0.00016516703079164045,sigmoid,0.001,10.0,"[8, 100, 102, 105]","{'model__kernel': 'sigmoid', 'model__gamma': 0.001, 'model__C': 10, 'feature_selection__columns': [8, 100, 102, 105]}",5200.0,5512.5,5387.5,5137.5,4887.5,5225.0,215.05813167606567,38
92,1.9495855808258056,0.07731990056261487,0.06749682426452637,0.00041627723872695335,sigmoid,1.0,0.1,"[100, 102, 105, 403, 466]","{'model__kernel': 'sigmoid', 'model__gamma': 1, 'model__C': 0.1, 'feature_selection__columns': [100, 102, 105, 403, 466]}",3937.5,4750.0,4500.0,4062.5,4937.5,4437.5,385.275875185561,77
93,2.223061227798462,0.004063337392020859,0.09325647354125977,0.0005924791972433824,sigmoid,0.1,0.1,"[8, 100, 102, 105, 403]","{'model__kernel': 'sigmoid', 'model__gamma': 0.1, 'model__C': 0.1, 'feature_selection__columns': [8, 100, 102, 105, 403]}",4375.0,4687.5,4312.5,3375.0,4000.0,4150.0,444.7611718664299,90
94,14.609632110595703,6.567693634678467,0.04564156532287598,0.0011387308889477575,linear,0.0001,100.0,"[100, 102, 105]","{'model__kernel': 'linear', 'model__gamma': 0.0001, 'model__C': 100, 'feature_selection__columns': [100, 102, 105]}",5400.0,5525.0,5525.0,5337.5,4900.0,5337.5,230.4886114323222,30
95,1.078599214553833,0.017507645800855544,0.052486324310302736,0.004770260454856666,poly,0.01,100.0,"[100, 102, 105, 403, 466]","{'model__kernel': 'poly', 'model__gamma': 0.01, 'model__C': 100, 'feature_selection__columns': [100, 102, 105, 403, 466]}",3812.5,4000.0,4750.0,4375.0,4500.0,4287.5,339.1164991562634,78
96,1.8261744022369384,0.0014047460464452525,0.08081521987915039,0.00018519544927469392,sigmoid,0.0001,10.0,"[8, 100, 102, 105, 403]","{'model__kernel': 'sigmoid', 'model__gamma': 0.0001, 'model__C': 10, 'feature_selection__columns': [8, 100, 102, 105, 403]}",4375.0,4312.5,4312.5,3625.0,3625.0,4050.0,347.7606935810889,94
97,1.003630018234253,0.004067699398246141,0.04963369369506836,0.0012982037169496279,poly,0.001,100.0,"[100, 102, 105]","{'model__kernel': 'poly', 'model__gamma': 0.001, 'model__C': 100, 'feature_selection__columns': [100, 102, 105]}",5650.0,5775.0,6525.0,5712.5,6025.0,5937.5,320.1562118716424,13
98,1.5033085346221924,0.007760218981975921,0.0952911376953125,0.003883086155633018,rbf,0.001,100.0,"[100, 102, 105, 403, 466]","{'model__kernel': 'rbf', 'model__gamma': 0.001, 'model__C': 100, 'feature_selection__columns': [100, 102, 105, 403, 466]}",5625.0,6312.5,5875.0,6062.5,6500.0,6075.0,309.7377923340967,12
99,17.821256256103517,6.270993652827847,0.04635491371154785,0.0013237865863504072,linear,1.0,100.0,"[8, 100, 102, 105]","{'model__kernel': 'linear', 'model__gamma': 1, 'model__C': 100, 'feature_selection__columns': [8, 100, 102, 105]}",5262.5,5325.0,5387.5,5262.5,4762.5,5200.0,223.60679774997897,42
