,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__n_estimators,param_model__max_depth,param_model__learning_rate,param_model__colsample_bytree,param_feature_selection__columns,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,2.2931187629699705,0.3038196118871452,0.006754875183105469,0.0005176058017611597,1000,5,0.1,1.0,"[8, 100, 102, 105]","{'model__n_estimators': 1000, 'model__max_depth': 5, 'model__learning_rate': 0.1, 'model__colsample_bytree': 1, 'feature_selection__columns': [8, 100, 102, 105]}",5575.0,5887.5,6262.5,5762.5,6700.0,6037.5,400.39043445117414,79
1,1.4205744743347168,0.18082457131122376,0.005100774765014649,0.0004269293106691503,500,7,0.05,0.5,"[100, 102, 105]","{'model__n_estimators': 500, 'model__max_depth': 7, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.5, 'feature_selection__columns': [100, 102, 105]}",5587.5,6462.5,6462.5,6150.0,5462.5,6025.0,425.73465914816,83
2,0.7928108215332031,0.020211521559614146,0.0035739898681640624,0.00014714723420028507,500,5,0.05,0.75,"[100, 102, 105]","{'model__n_estimators': 500, 'model__max_depth': 5, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.75, 'feature_selection__columns': [100, 102, 105]}",6275.0,6337.5,6400.0,6087.5,6587.5,6337.5,162.98006013006622,26
3,0.21720566749572753,0.008220189125686351,0.0018090248107910157,0.00014223138848281874,100,5,0.01,1.0,"[100, 102, 105, 403, 466]","{'model__n_estimators': 100, 'model__max_depth': 5, 'model__learning_rate': 0.01, 'model__colsample_bytree': 1, 'feature_selection__columns': [100, 102, 105, 403, 466]}",5562.5,6312.5,6437.5,5937.5,6062.5,6062.5,306.18621784789724,76
4,1.1022042751312255,0.03910779043730207,0.004579925537109375,0.00023572075360459884,1000,3,0.05,0.5,"[8, 100, 102, 105, 403]","{'model__n_estimators': 1000, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.5, 'feature_selection__columns': [8, 100, 102, 105, 403]}",5937.5,6500.0,6562.5,6125.0,6687.5,6362.5,283.39460121886583,22
5,1.900495433807373,0.18701207459303823,0.005386495590209961,0.0004937472885992506,500,7,0.05,1.0,"[8, 100, 102, 105, 403]","{'model__n_estimators': 500, 'model__max_depth': 7, 'model__learning_rate': 0.05, 'model__colsample_bytree': 1, 'feature_selection__columns': [8, 100, 102, 105, 403]}",5937.5,6125.0,6375.0,5625.0,6562.5,6125.0,328.34813841409243,66
6,0.9749439716339111,0.030924727564529606,0.0037888050079345702,0.0001332352137428192,500,5,0.1,1.0,"[8, 100, 102, 105]","{'model__n_estimators': 500, 'model__max_depth': 5, 'model__learning_rate': 0.1, 'model__colsample_bytree': 1, 'feature_selection__columns': [8, 100, 102, 105]}",5575.0,6262.5,6262.5,6012.5,6450.0,6112.5,302.5929609227551,69
7,0.9249382972717285,0.02464095666074516,0.004154062271118164,0.0004373135320343847,500,5,0.2,0.75,"[8, 100, 102, 105]","{'model__n_estimators': 500, 'model__max_depth': 5, 'model__learning_rate': 0.2, 'model__colsample_bytree': 0.75, 'feature_selection__columns': [8, 100, 102, 105]}",5825.0,5825.0,6137.5,6012.5,6950.0,6150.0,417.2079817069659,61
8,0.5786911964416503,0.014597020718023395,0.0030608177185058594,0.00016566835399176879,500,3,0.2,1.0,"[8, 100, 102, 105]","{'model__n_estimators': 500, 'model__max_depth': 3, 'model__learning_rate': 0.2, 'model__colsample_bytree': 1, 'feature_selection__columns': [8, 100, 102, 105]}",5950.0,6200.0,6325.0,5762.5,6575.0,6162.5,283.94541729001367,60
9,1.0890004634857178,0.026389441919129876,0.004130363464355469,7.874991292446946e-05,500,5,0.05,1.0,"[8, 100, 102, 105, 403]","{'model__n_estimators': 500, 'model__max_depth': 5, 'model__learning_rate': 0.05, 'model__colsample_bytree': 1, 'feature_selection__columns': [8, 100, 102, 105, 403]}",5875.0,6312.5,6250.0,5875.0,6625.0,6187.5,285.0438562747845,56
