,model,score_test,score_val,eval_metric,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order,random_state,features
0,NeuralNetFastAI_r11_BAG_L1,0.7392996108949417,0.7426470588235294,precision,0.32956743240356445,0.1934661865234375,20.25808572769165,0.32956743240356445,0.1934661865234375,20.25808572769165,1,True,34,4,"['x102', 'x103', 'x106', 'x101']"
1,WeightedEnsemble_L2,0.7330960854092526,0.7495621716287215,precision,0.6229476928710938,0.28029608726501465,56.7756404876709,0.006102085113525391,0.0010361671447753906,1.1481475830078125,2,True,40,4,"['x102', 'x103', 'x106', 'x101']"
2,WeightedEnsemble_L3,0.7282608695652174,0.748886910062333,precision,0.5504460334777832,0.27319765090942383,54.084054946899414,0.007219791412353516,0.003092527389526367,1.139254093170166,3,True,57,4,"['x102', 'x103', 'x106', 'x101']"
3,NeuralNetTorch_r30_BAG_L1,0.7272727272727273,0.7301337529504327,precision,0.21365880966186523,0.07663893699645996,32.6867151260376,0.21365880966186523,0.07663893699645996,32.6867151260376,1,True,30,4,"['x102', 'x103', 'x106', 'x101']"
4,NeuralNetTorch_r86_BAG_L1,0.7126760563380282,0.7151556156968877,precision,0.1603999137878418,0.03461194038391113,15.385433673858643,0.1603999137878418,0.03461194038391113,15.385433673858643,1,True,32,4,"['x102', 'x103', 'x106', 'x101']"
5,NeuralNetTorch_r14_BAG_L1,0.712468193384224,0.7093023255813954,precision,0.09745049476623535,0.027972936630249023,9.482928276062012,0.09745049476623535,0.027972936630249023,9.482928276062012,1,True,39,4,"['x102', 'x103', 'x106', 'x101']"
6,NeuralNetTorch_r22_BAG_L1,0.7093333333333334,0.7127516778523489,precision,0.16095209121704102,0.07805585861206055,22.43636727333069,0.16095209121704102,0.07805585861206055,22.43636727333069,1,True,20,4,"['x102', 'x103', 'x106', 'x101']"
7,NeuralNetTorch_BAG_L1,0.7071240105540897,0.7121507472384665,precision,0.15027999877929688,0.05065727233886719,19.248581647872925,0.15027999877929688,0.05065727233886719,19.248581647872925,1,True,12,4,"['x102', 'x103', 'x106', 'x101']"
8,NeuralNetFastAI_r191_BAG_L2,0.6972704714640199,0.7123287671232876,precision,6.224545001983643,2.6423964500427246,316.3584990501404,0.30440592765808105,0.14005351066589355,17.253793954849243,2,True,55,4,"['x102', 'x103', 'x106', 'x101']"
9,NeuralNetFastAI_BAG_L1,0.6953488372093023,0.6947243627741553,precision,0.25603461265563965,0.08799028396606445,9.419166326522827,0.25603461265563965,0.08799028396606445,9.419166326522827,1,True,10,4,"['x102', 'x103', 'x106', 'x101']"
10,NeuralNetTorch_r79_BAG_L1,0.6913875598086124,0.7073019801980198,precision,0.15218281745910645,0.05361151695251465,25.978819131851196,0.15218281745910645,0.05361151695251465,25.978819131851196,1,True,15,4,"['x102', 'x103', 'x106', 'x101']"
11,NeuralNetTorch_BAG_L2,0.6913875598086124,0.7124435847840103,precision,6.081038951873779,2.541680097579956,317.64958691596985,0.16089987754821777,0.039337158203125,18.54488182067871,2,True,50,4,"['x102', 'x103', 'x106', 'x101']"
12,NeuralNetFastAI_BAG_L2,0.6913875598086124,0.7141025641025641,precision,6.1832435131073,2.5937936305999756,308.0684885978699,0.2631044387817383,0.09145069122314453,8.963783502578735,2,True,48,4,"['x102', 'x103', 'x106', 'x101']"
13,NeuralNetFastAI_r103_BAG_L1,0.6899441340782123,0.7132867132867133,precision,0.2747385501861572,0.10258722305297852,16.03475332260132,0.2747385501861572,0.10258722305297852,16.03475332260132,1,True,38,4,"['x102', 'x103', 'x106', 'x101']"
14,NeuralNetFastAI_r191_BAG_L1,0.687793427230047,0.7022194821208385,precision,0.2876088619232178,0.1333315372467041,18.900177240371704,0.2876088619232178,0.1333315372467041,18.900177240371704,1,True,17,4,"['x102', 'x103', 'x106', 'x101']"
15,XGBoost_BAG_L1,0.6832579185520362,0.6975308641975309,precision,0.22309637069702148,0.02111506462097168,3.628904104232788,0.22309637069702148,0.02111506462097168,3.628904104232788,1,True,11,4,"['x102', 'x103', 'x106', 'x101']"
16,XGBoost_BAG_L2,0.6769911504424779,0.696329254727475,precision,6.164058446884155,2.5352883338928223,304.4429211616516,0.24391937255859375,0.03294539451599121,5.338216066360474,2,True,49,4,"['x102', 'x103', 'x106', 'x101']"
17,NeuralNetFastAI_r145_BAG_L1,0.6764044943820224,0.701466275659824,precision,0.37432312965393066,0.12754440307617188,16.251458644866943,0.37432312965393066,0.12754440307617188,16.251458644866943,1,True,28,4,"['x102', 'x103', 'x106', 'x101']"
18,LightGBM_r131_BAG_L2,0.6762114537444934,0.7017744705208929,precision,6.00299072265625,2.524954080581665,303.837121963501,0.08285164833068848,0.022611141204833984,4.732416868209839,2,True,54,4,"['x102', 'x103', 'x106', 'x101']"
19,LightGBM_BAG_L2,0.6754966887417219,0.699606962380685,precision,6.010446548461914,2.52087140083313,303.11803460121155,0.09030747413635254,0.018528461456298828,4.01332950592041,2,True,42,4,"['x102', 'x103', 'x106', 'x101']"
20,CatBoost_r177_BAG_L2,0.6754385964912281,0.7115839243498818,precision,6.008085012435913,2.515458583831787,309.95439863204956,0.08794593811035156,0.013115644454956055,10.849693536758423,2,True,52,4,"['x102', 'x103', 'x106', 'x101']"
21,LightGBMLarge_BAG_L2,0.6753246753246753,0.683433570256971,precision,6.043828248977661,2.5330679416656494,307.3442862033844,0.12368917465209961,0.03072500228881836,8.239581108093262,2,True,51,4,"['x102', 'x103', 'x106', 'x101']"
22,NeuralNetTorch_r79_BAG_L2,0.6751740139211136,0.7206076618229855,precision,6.209991693496704,2.5602173805236816,325.8504762649536,0.2898526191711426,0.057874441146850586,26.745771169662476,2,True,53,4,"['x102', 'x103', 'x106', 'x101']"
23,XGBoost_r194_BAG_L1,0.6750572082379863,0.7011642949547219,precision,0.22327828407287598,0.01968979835510254,3.3637092113494873,0.22327828407287598,0.01968979835510254,3.3637092113494873,1,True,35,4,"['x102', 'x103', 'x106', 'x101']"
