Variable,JB Statistic,JB P-Value
75,1.9221045220603437,0.3824901946178383
76,1.1081892490224101,0.5745922475064305
77,1.0840583038090459,0.5815669665573344
78,1.7141596366413692,0.42439959848452735
79,1.0917890086299928,0.5793233442701946
80,17.674381203635914,0.0001452301835020847
81,2.7919695399986373,0.24758909795950068
82,0.3473839440665966,0.8405557724715372
83,1.005136381833399,0.6049749716886443
84,1.0894182488672115,0.5800104696791724
85,0.4795464153604323,0.7868062824555069
86,2.376021717684317,0.3048270053568881
87,0.4897921113879714,0.7827859001503903
88,7.46835281565334,0.023892840924449585
89,5.390910557010781,0.06751163817857998
90,3.511419346841737,0.17278457814847553
91,1.97790107647503,0.3719668512444122
92,0.46869509497476275,0.7910868278733258
93,0.18219824263587475,0.9129272158655288
94,3.37257362221923,0.18520595347200267
95,1.2743383606100744,0.5287872085565453
96,3.5724128331108065,0.16759474990811027
97,1.0696181025209934,0.5857811336353597
98,1.3883949250863017,0.4994751346849371
99,4.4379054151042805,0.10872291390759893
100,0.13411375804268244,0.9351420098617154
101,4.259676413106833,0.11885652250325757
102,0.2655826382131898,0.8756478040099157
103,3.3007818791215278,0.19197484338777382
104,2.969842708867136,0.22652015478184045
105,0.16612866600191453,0.9202919401733936
106,1.1439871755755617,0.5643991371547992
107,0.01891946149685151,0.990584871751145
108,2.6783538815584476,0.2620612717872038
109,1.4196115048872098,0.49173970742092565
110,0.5056689864600059,0.7765964031501463
111,0.1587739608936142,0.9236824082426089
112,2.7708105359194217,0.25022237213016635
113,0.8574916573420754,0.651325456400845
114,1.4111667130865526,0.49382041684368816
115,0.28019869697011723,0.8692718702653394
116,2.3512757752761684,0.3086220506944339
117,0.2499296889525492,0.882527927770742
118,7.763510042334463,0.02061461433109693
119,0.18167253861114904,0.9131672121617329
120,2.507806728456678,0.28538864407746634
121,0.35043782637152643,0.839273272671654
122,1.4019120853849147,0.4961107739120938
123,1.6319045299914223,0.44221801805506944
124,2.4106847180528908,0.29958941481346046
125,1.8814936464125138,0.3903362143342938
126,1.8837310602132227,0.3898997866806896
127,0.08774259757497532,0.9570771265335256
128,2.3527658735234263,0.30839219774253424
129,3.728552467303901,0.15500835912909092
130,0.6901030974857988,0.7081838465398341
131,1.1989867971765296,0.5490897352804208
132,0.24049183035609167,0.8867023563357866
133,0.5143948025985686,0.7732155649422603
134,3.257488989956348,0.19617571917699012
135,0.5485468420638662,0.7601242128985183
136,3.988633403747848,0.1361066238012333
137,0.8147148554950776,0.6654063131124058
138,2.4138644824670608,0.29911348137272464
139,0.2810684254296767,0.8688939372037479
140,7.713607474905515,0.02113544611194523
141,0.4652166875467274,0.7924638861678099
142,0.9704561619911998,0.6155567839480152
143,1.1675829855125015,0.5577795352693447
144,2.056558527902365,0.35762180415593037
145,0.365367924584047,0.8330313834690596
146,0.3693435582073465,0.8313771144170096
147,3.2131253609806656,0.2005758738775105
148,2.6951800428105264,0.259865777563383
149,0.8792104584613166,0.6442907180277742
150,1.4085156308192148,0.49447543014649
151,8.360442335974886,0.015295124400733905
152,5.86750827056167,0.05319695424640658
153,1.2339061409659182,0.5395860159969499
154,5.860906467019387,0.053372842301789014
155,0.1210692461924313,0.9412611790778593
156,0.18268998467825784,0.9127027811108223
157,1.807602295868633,0.4050271618069977
158,2.706442244661045,0.2584065595008898
159,2.2519372045034003,0.3243381604911893
160,2.571549928209566,0.2764362724125682
161,1.681683029964633,0.43134738537007866
162,0.9409341800087785,0.6247104041391838
163,1.1880226807150671,0.5521081431676884
164,4.876379789049748,0.0873187646730966
165,1.041494717897197,0.5940763937105467
166,1.0497856870500235,0.5916187567508125
167,0.029391008979681582,0.9854119474388775
168,2.72328237967426,0.25623989336423547
169,2.1024519648826017,0.34950899445174155
170,4.445833019208091,0.10829281078332462
171,4.730048166830819,0.09394703777569659
172,3.804778782672796,0.14921166787771825
173,2.5210300110830226,0.28350798071467337
174,3.897747848266985,0.14243437322392036
175,0.8473716740225665,0.6546295099701585
176,3.8693080197059615,0.14447424684299798
177,0.8029537304451753,0.66933080433978
178,4.132557997043478,0.12665619384466087
179,2.870031970449591,0.23811155771748832
180,2.174946740344002,0.3370670624120361
181,0.37553981552881344,0.8288053869792366
182,5.145941548902959,0.07630851297900249
183,1.3060848241570988,0.520459912034508
184,11.330201916807138,0.003464797954591571
185,1.4417877758874829,0.4863173483950535
186,8.075317522348307,0.017638720568326455
187,0.041619378609286606,0.9794053381453932
188,1.4143402311488242,0.49303746418038386
189,0.3007681895348216,0.8603774464765196
190,0.7917962871634533,0.6730752494801585
191,0.023173571353248084,0.9884800826125122
192,1.0469861797187587,0.5924474571271194
193,0.438226237198993,0.8032308526653091
194,3.180819787114203,0.20384204106854437
195,2.053362073563282,0.35819382202524275
196,2.0681403600411543,0.3555568311169409
197,2.3847137629081563,0.3035050949059156
198,1.134169425292637,0.5671765133683543
199,0.8636356834030822,0.6493276463321198
200,288.9641065272491,1.7874814090497333e-63
201,308.06668258057107,1.271071112034813e-67
202,299.3001176293695,1.0181347023234513e-65
203,305.1001799313719,5.601930468839976e-67
204,310.99799427125566,2.9352399011109233e-68
205,301.23662032517615,3.8663309214663265e-66
206,307.13571063067496,2.024546885479844e-67
207,312.5830375790633,1.328788379357992e-68
208,302.50740110121626,2.0481062526308237e-66
209,312.8014646190435,1.1913105624106563e-68
210,289.90897614628193,1.1144631236330232e-63
211,280.6863885529261,1.1213086000553071e-61
212,284.32272168418365,1.8201427344562723e-62
213,305.9200525413561,3.717959364801256e-67
214,288.28851356129235,2.505790059885464e-63
215,302.17326884645274,2.4205183571005577e-66
216,305.84078823290855,3.868268976749334e-67
217,301.73680015659164,3.010830816096032e-66
218,291.5081994391927,5.0095507079455486e-64
219,304.531581824753,7.444014734999925e-67
220,303.6096293235213,1.1803387527102031e-66
221,301.9575486037398,2.696195851797804e-66
222,315.935699224511,2.485619201923125e-69
223,289.1948291262377,1.5927248562371438e-63
224,306.5620635806038,2.6970792825590613e-67
225,298.69101740641986,1.380605735184174e-65
226,305.6837347832846,4.184276622572607e-67
227,307.5843635988546,1.617722718847537e-67
228,295.41695986143185,7.096140991042527e-65
229,307.686893148822,1.536880413193362e-67
230,302.58859019364814,1.966629258149895e-66
231,297.9240174953533,2.0259167151003626e-65
232,300.15166662165575,6.651103806138682e-66
233,295.52968085656426,6.707260633807239e-65
234,302.420547711468,2.1390082389578065e-66
235,295.25238076287275,7.704778056083454e-65
236,299.82665678514974,7.824718372409587e-66
237,287.9926965810747,2.905230020567616e-63
238,300.286231503013,6.218323807447734e-66
239,316.36050663933247,2.0099665837301762e-69
240,308.3903782819145,1.0811357291369712e-67
241,303.67293477306845,1.1435629132036684e-66
242,310.02098009457086,4.784092139107217e-68
243,298.14700344436244,1.8121777927593811e-65
244,296.0860306176774,5.07849895066448e-65
245,310.2394912547425,4.2889446323229285e-68
246,306.406027934224,2.915925495234967e-67
247,300.97385026346035,4.409190029795203e-66
248,289.1112732923881,1.6606751099475203e-63
249,297.2011927405382,2.9079101868549074e-65
250,298.73275876605373,1.352090159727211e-65
251,295.80652109032815,5.840231867837934e-65
252,302.33659835814575,2.2307033928382482e-66
253,289.0334342729637,1.726581983581958e-63
254,296.73436654607235,3.672408712005918e-65
255,285.44701180281515,1.037454238026078e-62
256,299.7307749061635,8.208980061669449e-66
257,300.6451924829075,5.196679667452568e-66
258,302.0248667248306,2.6069547434994577e-66
259,308.32201233526376,1.1187310623655389e-67
260,314.1112208709158,6.188922380363547e-69
261,306.054381751116,3.476445469738631e-67
262,299.9455998042142,7.37293774628115e-66
263,298.9256173835919,1.2277980389665027e-65
264,291.3926594962549,5.307474995875484e-64
265,300.8326622053322,4.731702313682779e-66
266,303.02615915413486,1.5801765171906102e-66
267,286.17395736658057,7.212979960965448e-63
268,304.81048217423677,6.475074695364454e-67
269,313.51434906066095,8.341114881377394e-69
270,297.7950348165496,2.1608758731607985e-65
271,306.3067942678216,3.064253847018486e-67
272,308.37195576399466,1.0911403571799878e-67
273,290.70056730538664,7.501944839991732e-64
274,277.4058947961494,5.7819631743738046e-61
275,304.09861818927794,9.243236879676434e-67
276,304.36769627385326,8.079686672898026e-67
277,294.69854609667846,1.0163043925781396e-64
278,302.3868363762253,2.1753682259410338e-66
279,293.69684380702665,1.6770294572073375e-64
280,307.19998168656906,1.9605212608874896e-67
281,284.7190133270765,1.4929725044717595e-62
282,292.55995800605297,2.9608220476870438e-64
283,300.2345081858452,6.381237503952288e-66
284,296.9948773352477,3.2239018382538523e-65
285,301.4315280261762,3.5073196894067806e-66
286,298.48917198280344,1.5272138361615058e-65
287,295.74176926871945,6.0324088600870745e-65
288,296.55872021207404,4.009517615019178e-65
289,296.7525305362467,3.6392069116332927e-65
290,307.13236903708315,2.0279323193277085e-67
291,305.7543234175594,4.039171197612764e-67
292,300.037693277667,7.041135844988708e-66
293,306.41854252651007,2.897736651717194e-67
294,290.1515872468244,9.871505040631617e-64
295,296.88820970586124,3.4005126228453364e-65
296,310.0536406992762,4.706600917628405e-68
297,293.9684225355145,1.4640911636624933e-64
298,291.00859964077654,6.431103437537065e-64
299,299.3498538548377,9.931278392344872e-66
300,298.7096822854787,1.3677812505883844e-65
301,311.14260016041516,2.7305040978758973e-68
302,299.29277740035343,1.0218782386670693e-65
303,297.96402619135404,1.985792242127245e-65
304,288.8921013355452,1.8530078633130674e-63
305,299.8011645347159,7.925091538128076e-66
306,306.3098960864075,3.0595051506017955e-67
307,288.8777096663609,1.8663898910811648e-63
308,319.3628422284041,4.479607340523874e-70
309,306.3961021460863,2.930432894145649e-67
310,299.31924285987384,1.0084450748178977e-65
311,302.6008950459352,1.9545668614389857e-66
312,303.6664324242002,1.1472868860733614e-66
313,313.9698930181469,6.64207827351643e-69
314,305.64681791537384,4.2622290427853595e-67
315,291.41361398342934,5.2521575805553877e-64
316,302.4879840870986,2.0680871420029875e-66
317,284.75275956741535,1.467992735958852e-62
318,307.78153797173087,1.4658455522398945e-67
319,298.51183233856125,1.5100078890239382e-65
320,311.5001520993437,2.2835021014611307e-68
321,300.4200960895895,5.815740336408097e-66
322,294.47413487415764,1.1369832859632626e-64
323,287.440229595962,3.8295452430385525e-63
324,296.71669319604206,3.7050044009642765e-65
325,281.0612086657794,9.296810949913146e-62
326,304.9392153681858,6.071426262058661e-67
327,316.22818457511187,2.1474457852363732e-69
328,300.53039201291347,5.50369745629323e-66
329,330.69397361969584,1.5513722870443705e-72
330,297.34113274950687,2.711398815650942e-65
331,316.5482852720832,1.8298404560155312e-69
332,309.6741504490131,5.690004841909409e-68
333,303.6197035918146,1.1744081771661638e-66
334,299.55466494166785,8.964601601706339e-66
335,303.9228215342484,1.0092478702141777e-66
336,284.8482924332152,1.3995203195577846e-62
337,304.3626185823105,8.100225813063497e-67
338,283.00029506610616,3.525873590236952e-62
339,312.46677352035493,1.4083228994198732e-68
340,303.5647269606909,1.2071384691235136e-66
341,292.1816926386728,3.577268900370884e-64
342,297.5507756344205,2.441574766913967e-65
343,296.01458213670514,5.26320404988006e-65
344,295.16507927374715,8.048545627681514e-65
345,298.3554626010583,1.6328055704215162e-65
346,309.3403503750593,6.723515355037054e-68
347,294.2182926944918,1.2921398006872902e-64
348,303.8739759295862,1.0341999915546361e-66
349,308.9556089393806,8.14970600751663e-68
350,293.4107084145804,1.9349698487687812e-64
351,306.2480219826026,3.155636564341404e-67
352,296.1901486909398,4.8208810371198506e-65
353,285.1001746970788,1.2339105278883366e-62
354,298.8154106439371,1.2973525949697354e-65
355,301.94879272302904,2.7080255123031465e-66
356,308.82488285140363,8.700190290506029e-68
357,300.97963387711735,4.396457922229335e-66
358,298.18476008832664,1.7782878163432352e-65
359,310.9921909818571,2.943769293059107e-68
360,288.8118867375516,1.928837500025175e-63
361,297.76729195130883,2.1910591760834936e-65
362,307.18821517557757,1.9720895044691257e-67
363,301.5567132806817,3.2945167555217673e-66
364,301.58569530006594,3.2471201232119195e-66
365,298.9645777799136,1.2041117457398641e-65
366,308.5618153522484,9.923231729948162e-68
367,311.46045166000005,2.329282996963833e-68
368,293.1580293510385,2.1955471270889643e-64
369,298.1868584302925,1.7764230667586907e-65
370,300.220650231352,6.425606491760293e-66
371,307.4463821221972,1.733270644277882e-67
372,290.4477442881688,8.512824639391448e-64
373,293.6029035899068,1.7576789436338345e-64
374,303.4434964085333,1.282572636800388e-66
375,304.5258481206322,7.465386243820185e-67
376,303.3738264361037,1.3280383379226214e-66
377,310.8995997831286,3.0832567725721495e-68
378,298.7973175241046,1.309142421230763e-65
379,300.581744256089,5.364182615892038e-66
380,297.1674226781893,2.9574272128218824e-65
381,299.91045238115566,7.503652837911432e-66
382,307.2589572234072,1.9035539117990145e-67
383,300.94088329888865,4.4824711402586945e-66
384,292.0660210388694,3.790263084741329e-64
385,313.91060479104027,6.841924290360949e-69
386,300.37925408962894,5.935724498394898e-66
387,306.85604506109325,2.3283938615050945e-67
388,303.6579090150951,1.1521867172192464e-66
389,293.3137671332516,2.031069263145005e-64
390,292.57177380593515,2.9433813768830134e-64
391,298.9517827616744,1.21183975526226e-65
392,293.3472002033133,1.997399031531631e-64
393,293.89036617969157,1.522361673717384e-64
394,295.0153751840442,8.674116294638942e-65
395,310.39166973404883,3.974708676821854e-68
396,308.63876971969074,9.54866604657783e-68
397,298.0286221230056,1.9226798788844575e-65
398,297.7547704290624,2.2048199055635208e-65
399,304.7056132228455,6.823650681481448e-67
400,879.657262770971,9.657226250578783e-192
401,630.2454727069029,1.3929466378877743e-137
402,827.796518660106,1.7630714125713455e-180
403,2185.4401147685453,0.0
404,730.6600843862507,2.1836277362687114e-159
405,775.3744384494247,4.261671657960588e-169
406,892.4159046124394,1.638130634389223e-194
407,811.2605911033814,6.870699415485181e-177
408,1202.9941556422664,5.93114062834717e-262
409,1133.9298076666466,5.892109813795639e-247
410,960.2098812823077,3.1122433314573546e-209
411,1068.2205348581779,1.0935990585224155e-232
412,692.7910730425557,3.650311552580405e-151
413,919.1849792725978,2.5206806455907648e-200
414,903.7770246032303,5.588724122167973e-197
415,874.5680292576787,1.2301708227541538e-190
416,1238.3425202115668,1.2512335561400697e-269
417,934.4382007350181,1.2283520941911877e-203
418,1142.7062908989767,7.319505024103888e-249
419,999.1016221093,1.1164501301401429e-217
420,601.0588283060245,3.0320320224176317e-131
421,1029.9239128425154,2.2639349088247483e-224
422,1035.3013820769354,1.5387261290579458e-225
423,813.6337162764653,2.0974101499624155e-177
424,1035.533650166893,1.370013837581918e-225
425,1174.0104942312335,1.1664344274953232e-255
426,675.2897903691277,2.305075626244351e-147
427,527.5519018429496,2.776898820503521e-115
428,945.5615473833612,4.719748267850926e-206
429,787.9108132563779,8.078687060254735e-172
430,1038.9486705235279,2.484063568408178e-226
431,846.7362153218844,1.3600880631423758e-184
432,1096.6550788966592,7.317712486187031e-239
433,924.4319557476186,1.828737463306419e-201
434,995.0891570867482,8.301088380062895e-217
435,805.4419709322209,1.2603706039662406e-175
436,872.465754865671,3.519398998722612e-190
437,959.2284089841841,5.083906406131391e-209
438,1175.1861304951879,6.479987354406092e-256
439,1002.6662172520263,1.8784400029022267e-218
440,1154.3716569828011,2.144764701526611e-251
441,734.3202059170769,3.5026223139181704e-160
442,1096.1921684126219,9.223485649965205e-239
443,786.1765983162142,1.922740945637184e-171
444,932.2969352526978,3.5833791484663287e-203
445,1476.4762789123822,0.0
446,811.3234153682506,6.658230614928873e-177
447,1009.0479585046212,7.727158539792584e-220
448,942.7698136520726,1.9060580052487264e-205
449,982.5351442797544,4.417782002926778e-214
450,1045.690868309535,8.533222273213073e-228
451,826.6846846432402,3.0739839297593456e-180
452,894.8261548834206,4.908732157798843e-195
453,1455.278217703684,0.0
454,1133.2037569449492,8.470923181976466e-247
455,825.8011428067259,4.781457113760687e-180
456,629.4615791471911,2.0613645503434293e-137
457,854.7032432428932,2.53249675410992e-186
458,898.9657399890244,6.195407131677088e-196
459,1005.8802133893295,3.766057397276221e-219
460,994.7399041855913,9.884946920555843e-217
461,747.6323967622337,4.504927406349406e-163
462,784.760863619935,3.902506706869161e-171
463,1004.1398100519573,8.991056308244392e-219
464,1106.7349746589384,4.737549799380154e-241
465,848.246628156512,6.391238867924689e-185
466,1926.1123182701472,0.0
467,974.597578439351,2.3378939320509298e-212
468,801.9478397186961,7.23168029134029e-175
469,967.927977455743,6.563118649484096e-211
470,832.50500209581,1.6743094037940872e-181
471,707.1267271118994,2.8143765565175923e-154
472,826.1523086186368,4.011488741332985e-180
473,1097.8246414113892,4.077632375614439e-239
474,1053.4441116019968,1.768144151663494e-229
475,962.5479173604642,9.668864219341806e-210
476,742.0963912616143,7.174904376417383e-162
477,785.9395308820809,2.1647079600877526e-171
478,1027.9594795171715,6.045541583802254e-224
479,809.3479144018778,1.7878596283105455e-176
480,934.636223969039,1.1125580275258763e-203
481,1746.8531274804723,0.0
482,1071.268549024404,2.382266047281973e-233
483,1026.2825179313502,1.3982434523986163e-223
484,1005.8706878385384,3.784037065359046e-219
485,958.1477517889515,8.726885442283594e-209
486,1245.440163505079,3.5983609454234935e-271
487,1090.9880637962654,1.2443771722075532e-237
488,863.498879900495,3.116023072895675e-188
489,914.9127759093628,2.1341011502714093e-199
490,964.8185393590207,3.1068204790860716e-210
491,883.9825982387197,1.1107536351164331e-192
492,958.9905144604204,5.726057253812442e-209
493,648.0406629993723,1.904399265160796e-141
494,1067.954034327913,1.2494761839688687e-232
495,805.6741187394541,1.1222458539122901e-175
496,803.438710032902,3.431633056042441e-175
497,897.867429805788,1.0729139137624727e-195
498,846.2936345883736,1.6969623787170265e-184
499,776.7122905703379,2.1830771775241288e-169
