Variable,Shapiro Statistic,Shapiro P-Value
374,0.9536787271499634,3.8406142591882225e-37
375,0.9540640711784363,5.078616386660586e-37
376,0.9538602232933044,4.379952289954678e-37
377,0.95276939868927,2.000941654763184e-37
378,0.9551024436950684,1.0883897279629586e-36
379,0.9548345804214478,8.929232553767773e-37
380,0.9552960395812988,1.2565969320992204e-36
381,0.9546782970428467,7.958825519951437e-37
382,0.9534580707550049,3.27564748844416e-37
383,0.9545571208000183,7.2810055697465456e-37
384,0.9558813571929932,1.945973536474439e-36
385,0.9521238207817078,1.2671124775624927e-37
386,0.9553139805793762,1.2734333201507165e-36
387,0.9528391361236572,2.102786681903786e-37
388,0.9538260698318481,4.272866630765256e-37
389,0.9566623568534851,3.5133247477829753e-36
390,0.9559767842292786,2.0906517510935893e-36
391,0.9546586871147156,7.844928877602133e-37
392,0.9565042853355408,3.1152365260232405e-36
393,0.9560893774032593,2.2757243109232016e-36
394,0.9558109641075134,1.8458414565766276e-36
395,0.953138530254364,2.604101543827621e-37
396,0.9529320001602173,2.246719316056814e-37
397,0.9547102451324463,8.148138476196423e-37
398,0.9558731317520142,1.933962458027713e-36
399,0.9534286856651306,3.2069618913323235e-37
400,0.9542418122291565,5.780887537717542e-37
401,0.9635624885559082,9.724551605310886e-34
402,0.9580950140953064,1.0619351680481235e-35
403,0.9433102607727051,3.866504761718965e-40
404,0.9593846201896667,2.9495968594060287e-35
405,0.9579204320907593,9.265607501475541e-36
406,0.9592186808586121,2.582506561430722e-35
407,0.9577655792236328,8.212844834085085e-36
408,0.9571473002433777,5.092085263925718e-36
409,0.9539450407028198,4.657893226224754e-37
410,0.9542720913887024,5.910128061939572e-37
411,0.9520515203475952,1.2042593088669302e-37
412,0.959433376789093,3.067213449194823e-35
413,0.9598928093910217,4.442684184675944e-35
414,0.9548568725585938,9.07720429061437e-37
415,0.959448516368866,3.1047985609271084e-35
416,0.9523832201957703,1.521589511826528e-37
417,0.955706000328064,1.7061212825527882e-36
418,0.9529293179512024,2.2424178902907225e-37
419,0.9545953869819641,7.488330031724822e-37
420,0.9627801775932312,4.9377563153026575e-34
421,0.9574501514434814,6.431074061572152e-36
422,0.954451322555542,6.737752871590152e-37
423,0.9594563245773315,3.1242983936066303e-35
424,0.9568353295326233,4.009238220698162e-36
425,0.9543020129203796,6.040773920365503e-37
426,0.9635024666786194,9.227709632481653e-34
427,0.9675053358078003,3.561156021585892e-32
428,0.9566547870635986,3.4932281996178706e-36
429,0.9572995901107788,5.725638262904915e-36
430,0.9580262899398804,1.006392988225289e-35
431,0.956387996673584,2.8521355422773434e-36
432,0.9527451395988464,1.9667490754026415e-37
433,0.9589214324951172,2.0377048208682352e-35
434,0.9556085467338562,1.586224840698631e-36
435,0.9577024579048157,7.819774561232608e-36
436,0.9556514620780945,1.6379524394730437e-36
437,0.9554885029792786,1.4502119867335603e-36
438,0.9536277055740356,3.701685493695483e-37
439,0.9545475244522095,7.230006377124277e-37
440,0.9532672762870789,2.8559146536590362e-37
441,0.9628500938415527,5.243671373264465e-34
442,0.955071210861206,1.0635067926592288e-36
443,0.9612950086593628,1.405626872148891e-34
444,0.9521012902259827,1.2471713277918876e-37
445,0.9559392333030701,2.0324945913908967e-36
446,0.9602329134941101,5.857161760164247e-35
447,0.9575269222259521,6.824859646843922e-36
448,0.9571154117584229,4.968972247945387e-36
449,0.9556248784065247,1.6056643704605587e-36
450,0.9559359550476074,2.027434491425832e-36
451,0.9591542482376099,2.452914909928851e-35
452,0.9549527764320374,9.743475299395683e-37
453,0.9515794515609741,8.652711413101751e-38
454,0.9534741044044495,3.313642182901986e-37
455,0.96061772108078,8.026139970057746e-35
456,0.9641202092170715,1.5875837319702105e-33
457,0.9583536982536316,1.3008366017253728e-35
458,0.9612431526184082,1.3462214743379117e-34
459,0.9581782817840576,1.133518139190504e-35
460,0.9555513262748718,1.5198268801453863e-36
461,0.9597533941268921,3.968835983374749e-35
462,0.9591537714004517,2.4520427597012756e-35
463,0.954845130443573,8.99932079459046e-37
464,0.9515500068664551,8.47700428021822e-38
465,0.9561234712600708,2.3350561398921807e-36
466,0.9493952989578247,1.9366463257400772e-38
467,0.9561134576797485,2.3174509882927683e-36
468,0.9600779414176941,5.162745934050043e-35
469,0.957310140132904,5.772269888473576e-36
470,0.9561365842819214,2.3582636154896374e-36
471,0.9610036611557007,1.103477069529561e-34
472,0.9597797989845276,4.054391940497012e-35
473,0.9533500671386719,3.030866879033867e-37
474,0.9541820287704468,5.534198023487207e-37
475,0.9572265148162842,5.41205842789291e-36
476,0.9607556462287903,8.990648008175559e-35
477,0.9596230387687683,3.5726323981877316e-35
478,0.953284740447998,2.8918515693479705e-37
479,0.9599952697753906,4.827395418476566e-35
480,0.9530466198921204,2.438400130394877e-37
481,0.9496915340423584,2.3653601384349975e-38
482,0.9550753831863403,1.0668423762613813e-36
483,0.9551491141319275,1.1267279983834616e-36
484,0.9554204344749451,1.378432143246291e-36
485,0.9559603929519653,2.0651082100626136e-36
486,0.9515511989593506,8.483876247887268e-38
487,0.9594408273696899,3.085602359356759e-35
488,0.9600709080696106,5.133473369649684e-35
489,0.9576817154884338,7.69500312533533e-36
490,0.9555004239082336,1.4631314653175756e-36
491,0.9572414755821228,5.474858840503887e-36
492,0.9576281905174255,7.38199977330116e-36
493,0.9608722925186157,9.899106547100745e-35
494,0.9551618695259094,1.1374272821013761e-36
495,0.9603317379951477,6.349332864864514e-35
496,0.9631097316741943,6.560260862028929e-34
497,0.9569292068481445,4.307727259550487e-36
498,0.9589847922325134,2.143024350735549e-35
499,0.959238588809967,2.6239938207919454e-35
