,model,score_test,score_val,eval_metric,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order,random_state,features
0,NeuralNetFastAI_r143_BAG_L1,0.7647058823529411,0.7965367965367965,precision,0.07441377639770508,0.0337216854095459,2.2471649646759033,0.07441377639770508,0.0337216854095459,2.2471649646759033,1,True,41,0,"['x103', 'x101', 'x102', 'x105']"
1,WeightedEnsemble_L2,0.7623762376237624,0.8188073394495413,precision,0.33662891387939453,0.11703729629516602,13.068662881851196,0.001027822494506836,0.001336812973022461,0.8925168514251709,2,True,84,0,"['x103', 'x101', 'x102', 'x105']"
2,WeightedEnsemble_L3,0.7623762376237624,0.8188073394495413,precision,0.33684206008911133,0.11955785751342773,12.9009530544281,0.0012409687042236328,0.0038573741912841797,0.7248070240020752,3,True,102,0,"['x103', 'x101', 'x102', 'x105']"
3,NeuralNetFastAI_r11_BAG_L1,0.7586206896551724,0.7427536231884058,precision,0.2562582492828369,0.07827019691467285,9.000319957733154,0.2562582492828369,0.07827019691467285,9.000319957733154,1,True,34,0,"['x103', 'x101', 'x102', 'x105']"
4,NeuralNetTorch_r158_BAG_L1,0.7077464788732394,0.7400881057268722,precision,0.09020686149597168,0.023413896560668945,8.063379049301147,0.09020686149597168,0.023413896560668945,8.063379049301147,1,True,51,0,"['x103', 'x101', 'x102', 'x105']"
5,NeuralNetFastAI_r103_BAG_L1,0.6932153392330384,0.7154026583268178,precision,0.14729595184326172,0.04991340637207031,5.1587347984313965,0.14729595184326172,0.04991340637207031,5.1587347984313965,1,True,38,0,"['x103', 'x101', 'x102', 'x105']"
6,NeuralNetTorch_r71_BAG_L1,0.6904761904761905,0.7202152190622598,precision,0.026628971099853516,0.01880669593811035,3.157701015472412,0.026628971099853516,0.01880669593811035,3.157701015472412,1,True,73,0,"['x103', 'x101', 'x102', 'x105']"
7,NeuralNetTorch_r197_BAG_L1,0.6882022471910112,0.7088425593098491,precision,0.02702498435974121,0.01803731918334961,3.469766855239868,0.02702498435974121,0.01803731918334961,3.469766855239868,1,True,54,0,"['x103', 'x101', 'x102', 'x105']"
8,NeuralNetFastAI_r160_BAG_L1,0.6878787878787879,0.7126076742364917,precision,0.1866607666015625,0.0819852352142334,5.362354040145874,0.1866607666015625,0.0819852352142334,5.362354040145874,1,True,79,0,"['x103', 'x101', 'x102', 'x105']"
9,NeuralNetTorch_r87_BAG_L1,0.6833333333333333,0.7147169811320755,precision,0.0526731014251709,0.019309043884277344,5.83297324180603,0.0526731014251709,0.019309043884277344,5.83297324180603,1,True,72,0,"['x103', 'x101', 'x102', 'x105']"
10,NeuralNetFastAI_r88_BAG_L1,0.6827195467422096,0.7171286425017769,precision,0.05092883110046387,0.04043912887573242,3.595430850982666,0.05092883110046387,0.04043912887573242,3.595430850982666,1,True,68,0,"['x103', 'x101', 'x102', 'x105']"
11,LightGBM_r196_BAG_L1,0.6755555555555556,0.7033773861967695,precision,0.004929065704345703,0.0037086009979248047,0.9286611080169678,0.004929065704345703,0.0037086009979248047,0.9286611080169678,1,True,44,0,"['x103', 'x101', 'x102', 'x105']"
12,NeuralNetTorch_r86_BAG_L1,0.675531914893617,0.7091412742382271,precision,0.0863041877746582,0.019159793853759766,6.031444072723389,0.0863041877746582,0.019159793853759766,6.031444072723389,1,True,32,0,"['x103', 'x101', 'x102', 'x105']"
13,NeuralNetFastAI_r191_BAG_L2,0.6694214876033058,0.7135854341736695,precision,5.225972652435303,3.32869291305542,232.96730971336365,0.18497610092163086,0.06582784652709961,6.87401008605957,2,True,99,0,"['x103', 'x101', 'x102', 'x105']"
14,NeuralNetTorch_r31_BAG_L1,0.6693989071038251,0.7108603667136812,precision,0.05231213569641113,0.019240379333496094,4.376669883728027,0.05231213569641113,0.019240379333496094,4.376669883728027,1,True,65,0,"['x103', 'x101', 'x102', 'x105']"
15,NeuralNetFastAI_r191_BAG_L1,0.6624365482233503,0.7062841530054644,precision,0.17603111267089844,0.05991959571838379,6.993657827377319,0.17603111267089844,0.05991959571838379,6.993657827377319,1,True,17,0,"['x103', 'x101', 'x102', 'x105']"
16,NeuralNetTorch_r30_BAG_L1,0.6622340425531915,0.713400464756003,precision,0.13318610191345215,0.029217958450317383,8.836472749710083,0.13318610191345215,0.029217958450317383,8.836472749710083,1,True,30,0,"['x103', 'x101', 'x102', 'x105']"
17,NeuralNetTorch_r22_BAG_L1,0.6572164948453608,0.7060402684563758,precision,0.07555699348449707,0.02586674690246582,8.28137993812561,0.07555699348449707,0.02586674690246582,8.28137993812561,1,True,20,0,"['x103', 'x101', 'x102', 'x105']"
18,NeuralNetFastAI_r37_BAG_L1,0.6556122448979592,0.7063914780292943,precision,0.09078598022460938,0.038416147232055664,4.151363849639893,0.09078598022460938,0.038416147232055664,4.151363849639893,1,True,53,0,"['x103', 'x101', 'x102', 'x105']"
19,NeuralNetTorch_BAG_L1,0.6551724137931034,0.704885993485342,precision,0.06304574012756348,0.01612257957458496,4.675167083740234,0.06304574012756348,0.01612257957458496,4.675167083740234,1,True,12,0,"['x103', 'x101', 'x102', 'x105']"
20,NeuralNetTorch_r41_BAG_L1,0.651270207852194,0.7020741671904462,precision,0.04473280906677246,0.016465425491333008,5.606040000915527,0.04473280906677246,0.016465425491333008,5.606040000915527,1,True,48,0,"['x103', 'x101', 'x102', 'x105']"
