feature_selector,feature_selector_params,classifier,classifier_params,n_features,accuracy,accuracy_std,accuracy_top_20pc,elapsed_time
SelectFromModel,{'threshold': -Infinity},RandomForestClassifier,"{'criterion': 'gini', 'n_estimators': 10, 'min_samples_split': 2, 'max_depth': 2, 'ccp_alpha': 0}",1,0.561,0.00772010362624748,0.645,0.24371542930603027
SelectFromModel,{'threshold': -Infinity},RandomForestClassifier,"{'criterion': 'gini', 'n_estimators': 10, 'min_samples_split': 2, 'max_depth': 2, 'ccp_alpha': 0.001}",1,0.5671999999999999,0.00722218803410709,0.66,0.24890947341918945
SelectFromModel,{'threshold': -Infinity},RandomForestClassifier,"{'criterion': 'gini', 'n_estimators': 10, 'min_samples_split': 2, 'max_depth': 2, 'ccp_alpha': 0.01}",1,0.5062,0.013422369388450026,0.519,0.23434529304504395
SelectFromModel,{'threshold': -Infinity},RandomForestClassifier,"{'criterion': 'gini', 'n_estimators': 10, 'min_samples_split': 2, 'max_depth': 2, 'ccp_alpha': 0.05}",1,0.5005999999999999,0.0008000000000000007,0.508,0.24828095436096193
SelectFromModel,{'threshold': -Infinity},RandomForestClassifier,"{'criterion': 'gini', 'n_estimators': 10, 'min_samples_split': 2, 'max_depth': 6, 'ccp_alpha': 0}",1,0.5566000000000001,0.010091580649234247,0.6460000000000001,0.5344202995300293
SelectFromModel,{'threshold': -Infinity},RandomForestClassifier,"{'criterion': 'gini', 'n_estimators': 10, 'min_samples_split': 2, 'max_depth': 6, 'ccp_alpha': 0.001}",1,0.5602,0.015144636014114012,0.625,0.5717288494110108
SelectFromModel,{'threshold': -Infinity},RandomForestClassifier,"{'criterion': 'gini', 'n_estimators': 10, 'min_samples_split': 2, 'max_depth': 6, 'ccp_alpha': 0.01}",1,0.5084,0.009707728879609287,0.542,0.549750566482544
SelectFromModel,{'threshold': -Infinity},RandomForestClassifier,"{'criterion': 'gini', 'n_estimators': 10, 'min_samples_split': 2, 'max_depth': 6, 'ccp_alpha': 0.05}",1,0.5006,0.0008000000000000007,0.4960000000000001,0.5459176540374756
SelectFromModel,{'threshold': -Infinity},RandomForestClassifier,"{'criterion': 'gini', 'n_estimators': 10, 'min_samples_split': 2, 'max_depth': 10, 'ccp_alpha': 0}",1,0.5488,0.011855800268223155,0.618,0.7765239238739013
SelectFromModel,{'threshold': -Infinity},RandomForestClassifier,"{'criterion': 'gini', 'n_estimators': 10, 'min_samples_split': 2, 'max_depth': 10, 'ccp_alpha': 0.001}",1,0.558,0.0090553851381374,0.642,0.7843897342681885
SelectFromModel,{'threshold': -Infinity},RandomForestClassifier,"{'criterion': 'gini', 'n_estimators': 10, 'min_samples_split': 2, 'max_depth': 10, 'ccp_alpha': 0.01}",1,0.534,0.03140700558792575,0.585,0.80140700340271
SelectFromModel,{'threshold': -Infinity},RandomForestClassifier,"{'criterion': 'gini', 'n_estimators': 10, 'min_samples_split': 2, 'max_depth': 10, 'ccp_alpha': 0.05}",1,0.4998,0.000979795897113272,0.48599999999999993,0.7918655395507812
SelectFromModel,{'threshold': -Infinity},RandomForestClassifier,"{'criterion': 'gini', 'n_estimators': 10, 'min_samples_split': 4, 'max_depth': 2, 'ccp_alpha': 0}",1,0.5596,0.011637869220780885,0.638,0.23296895027160644
SelectFromModel,{'threshold': -Infinity},RandomForestClassifier,"{'criterion': 'gini', 'n_estimators': 10, 'min_samples_split': 4, 'max_depth': 2, 'ccp_alpha': 0.001}",1,0.565,0.010099504938362047,0.6459999999999999,0.2385477066040039
SelectFromModel,{'threshold': -Infinity},RandomForestClassifier,"{'criterion': 'gini', 'n_estimators': 10, 'min_samples_split': 4, 'max_depth': 2, 'ccp_alpha': 0.01}",1,0.5164000000000001,0.032812192855705316,0.527,0.24494729042053223
SelectFromModel,{'threshold': -Infinity},RandomForestClassifier,"{'criterion': 'gini', 'n_estimators': 10, 'min_samples_split': 4, 'max_depth': 2, 'ccp_alpha': 0.05}",1,0.4997999999999999,0.000979795897113272,0.516,0.23662185668945312
SelectFromModel,{'threshold': -Infinity},RandomForestClassifier,"{'criterion': 'gini', 'n_estimators': 10, 'min_samples_split': 4, 'max_depth': 6, 'ccp_alpha': 0}",1,0.5619999999999999,0.006663332499583036,0.633,0.5307997703552246
SelectFromModel,{'threshold': -Infinity},RandomForestClassifier,"{'criterion': 'gini', 'n_estimators': 10, 'min_samples_split': 4, 'max_depth': 6, 'ccp_alpha': 0.001}",1,0.5576000000000001,0.009971960689854295,0.635,0.5447548389434814
SelectFromModel,{'threshold': -Infinity},RandomForestClassifier,"{'criterion': 'gini', 'n_estimators': 10, 'min_samples_split': 4, 'max_depth': 6, 'ccp_alpha': 0.01}",1,0.5206,0.03125123997539936,0.558,0.5261433601379395
SelectFromModel,{'threshold': -Infinity},RandomForestClassifier,"{'criterion': 'gini', 'n_estimators': 10, 'min_samples_split': 4, 'max_depth': 6, 'ccp_alpha': 0.05}",1,0.501,0.0,0.514,0.5229792594909668
