n_features,Combination,score,accuracy,accuracy_top_20pc,XGB_params,SVM_params,split_size
4,"('XGBClassifier', 'SVC')",6950.0,0.657,0.775,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier',)",6700.0,0.622,0.75,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('SVC',)",6600.0,0.642,0.74,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",6550.0,0.641,0.735,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier',)",6800.0,0.624,0.76,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('SVC',)",6850.0,0.631,0.765,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",6750.0,0.64,0.755,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier',)",7100.0,0.67,0.79,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('SVC',)",7200.0,0.672,0.8,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",7250.0,0.675,0.805,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier',)",6950.0,0.662,0.775,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('SVC',)",7300.0,0.655,0.81,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",7250.0,0.669,0.805,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier',)",6300.0,0.618,0.71,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('SVC',)",6400.0,0.608,0.72,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",6300.0,0.632,0.71,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier',)",6400.0,0.67,0.72,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('SVC',)",6700.0,0.649,0.75,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",6600.0,0.649,0.74,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier',)",6500.0,0.651,0.73,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('SVC',)",6350.0,0.639,0.715,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",6300.0,0.64,0.71,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier',)",6250.0,0.629,0.705,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('SVC',)",6600.0,0.634,0.74,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",6600.0,0.649,0.74,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier',)",7000.0,0.649,0.78,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('SVC',)",7050.0,0.646,0.785,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",7250.0,0.655,0.805,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier',)",6700.0,0.645,0.75,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('SVC',)",6650.0,0.622,0.745,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",6400.0,0.629,0.72,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier',)",6500.0,0.642,0.73,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('SVC',)",6700.0,0.611,0.75,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",6750.0,0.628,0.755,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier',)",6850.0,0.678,0.765,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('SVC',)",7000.0,0.639,0.78,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",7000.0,0.653,0.78,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier',)",7000.0,0.629,0.78,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('SVC',)",7150.0,0.631,0.795,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",7000.0,0.642,0.78,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier',)",6300.0,0.651,0.71,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('SVC',)",6350.0,0.635,0.715,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",6300.0,0.653,0.71,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier',)",6150.0,0.631,0.695,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('SVC',)",6150.0,0.637,0.695,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",6200.0,0.643,0.7,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier',)",6400.0,0.636,0.72,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.35
4,"('SVC',)",6485.714285714285,0.6268571428571429,0.7285714285714285,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.35
4,"('XGBClassifier', 'SVC')",6542.857142857143,0.6382857142857142,0.7342857142857143,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.35
4,"('XGBClassifier',)",6314.285714285715,0.6445714285714286,0.7114285714285714,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.35
4,"('SVC',)",6685.714285714285,0.6342857142857142,0.7485714285714286,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.35
4,"('XGBClassifier', 'SVC')",6600.0,0.6394285714285715,0.74,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.35
4,"('XGBClassifier',)",6514.285714285715,0.6228571428571429,0.7314285714285714,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.35
4,"('SVC',)",6857.142857142857,0.6222857142857143,0.7657142857142857,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.35
4,"('XGBClassifier', 'SVC')",6857.142857142857,0.628,0.7657142857142857,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.35
4,"('XGBClassifier',)",6971.428571428572,0.6405714285714286,0.7771428571428571,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.35
4,"('SVC',)",6857.142857142857,0.6125714285714285,0.7657142857142857,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.35
4,"('XGBClassifier', 'SVC')",6857.142857142857,0.6257142857142857,0.7657142857142857,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.35
4,"('XGBClassifier',)",6742.857142857143,0.6394285714285715,0.7542857142857143,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.35
4,"('SVC',)",6971.428571428572,0.6428571428571429,0.7771428571428571,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.35
4,"('XGBClassifier', 'SVC')",6942.857142857143,0.6474285714285715,0.7742857142857142,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.35
4,"('XGBClassifier',)",6371.428571428572,0.6302857142857143,0.7171428571428572,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.35
4,"('SVC',)",6628.571428571428,0.6148571428571429,0.7428571428571429,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.35
4,"('XGBClassifier', 'SVC')",6542.857142857143,0.6257142857142857,0.7342857142857143,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.35
4,"('XGBClassifier',)",6342.857142857143,0.6445714285714286,0.7142857142857143,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.35
4,"('SVC',)",6200.0,0.6537142857142857,0.7,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.35
4,"('XGBClassifier', 'SVC')",6342.857142857143,0.6537142857142857,0.7142857142857143,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.35
4,"('XGBClassifier',)",6428.571428571428,0.6462857142857142,0.7228571428571429,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.35
4,"('SVC',)",6485.714285714285,0.6325714285714286,0.7285714285714285,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.35
4,"('XGBClassifier', 'SVC')",6542.857142857143,0.6388571428571429,0.7342857142857143,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.35
4,"('XGBClassifier',)",6228.571428571428,0.6394285714285715,0.7028571428571428,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.35
4,"('SVC',)",6771.428571428572,0.636,0.7571428571428571,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.35
4,"('XGBClassifier', 'SVC')",6714.285714285715,0.6394285714285715,0.7514285714285714,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.35
4,"('XGBClassifier',)",6314.285714285715,0.6308571428571429,0.7114285714285714,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.35
4,"('SVC',)",6828.571428571428,0.624,0.7628571428571429,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.35
4,"('XGBClassifier', 'SVC')",6885.714285714285,0.6325714285714286,0.7685714285714286,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.35
4,"('XGBClassifier',)",6657.142857142857,0.6388571428571429,0.7457142857142857,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.35
4,"('SVC',)",7057.142857142857,0.6297142857142857,0.7857142857142857,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.35
4,"('XGBClassifier', 'SVC')",6971.428571428572,0.636,0.7771428571428571,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.35
4,"('XGBClassifier',)",6428.571428571428,0.6194285714285714,0.7228571428571429,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.35
4,"('SVC',)",6914.285714285715,0.6291428571428571,0.7714285714285715,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.35
4,"('XGBClassifier', 'SVC')",6742.857142857143,0.6331428571428571,0.7542857142857143,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.35
