data_set,optimizer,seed_42_acc,seed_43_acc,seed_44_acc,seed_45_acc,seed_46_acc
mstz/blood,adam,0.71875,0.7035714285714285,0.6997635933806147,0.5602836879432624,0.676923076923077
mstz/blood,dt,0.5638603204974886,0.641025641025641,0.5605239385727191,0.6126651126651126,0.6138500997435167
mstz/blood,irls,0.7142857142857142,0.9006849315068493,0.8206896551724139,0.5818661971830985,0.7279929577464789
mstz/blood,lda,0.5090887347524515,0.5606060606060606,0.551490514905149,0.508935508935509,0.5827871188372756
mstz/blood,qda,0.564338674958144,0.5827505827505828,0.5438121047877146,0.6519036519036518,0.609717868338558
mstz/blood,rf,0.5859842143027985,0.6452991452991453,0.6016260162601625,0.5932400932400932,0.6442006269592476
mstz/blood,sgd,0.7142857142857142,0.9006849315068493,0.8206896551724139,0.5818661971830985,0.7119565217391304
mstz/blood,adam+int,0.6357142857142857,0.6322290847838293,0.6286231884057971,0.6521739130434783,0.6644518272425248
mstz/blood,dt+int,0.5680459220282229,0.621989121989122,0.5953026196928636,0.5889665889665889,0.6483328583642063
mstz/blood,irls+int,0.6357142857142857,0.9006849315068493,0.6481360366252452,0.5602836879432624,0.6888888888888889
mstz/blood,lda+int,0.5545324085147094,0.5714840714840715,0.564137308039747,0.5652680652680653,0.6269592476489028
mstz/blood,qda+int,0.5713944032528103,0.5668220668220668,0.6287262872628726,0.6305361305361306,0.7104588201766885
mstz/blood,rf+int,0.5503468069839751,0.641025641025641,0.5808491418247516,0.578088578088578,0.6524650897691651
mstz/blood,sgd+int,0.6052009456264775,0.903448275862069,0.8206896551724139,0.5602836879432624,0.676923076923077
jlh/uci-shopper,adam,0.8011288767385619,0.8187572600551765,0.8136894761215501,0.8129312565393707,0.8257840020620328
jlh/uci-shopper,dt,0.7223844282238443,0.7392084794645818,0.7313976630713919,0.7418394812465154,0.7422327485117257
jlh/uci-shopper,irls,0.7993090133116554,0.8176953160118673,0.8136894761215501,0.8110253012922898,0.8244749078082412
jlh/uci-shopper,lda,0.6450121654501216,0.6535357900131644,0.6743668143297381,0.6442912716363265,0.6712979549531803
jlh/uci-shopper,qda,0.7440389294403893,0.735241581332717,0.7368788520801233,0.7560125314011983,0.7514030033857165
jlh/uci-shopper,rf,0.7574209245742092,0.7580531298047453,0.7765031137647663,0.7837846551020073,0.7755683733621712
jlh/uci-shopper,sgd,0.7955813819688164,0.8152576079918601,0.8146428208515395,0.8129312565393707,0.8227613953070214
mstz/heart_failure,adam,0.8112965340179717,0.8147942157953281,0.7767857142857143,0.6805555555555556,0.8142857142857143
mstz/heart_failure,dt,0.6114285714285714,0.7386877828054299,0.7585193889541716,0.7482900136798906,0.7285067873303167
mstz/heart_failure,irls,0.8444444444444444,0.8626373626373627,0.7885714285714285,0.6625,0.8038277511961722
mstz/heart_failure,lda,0.7657142857142858,0.8212669683257918,0.7967097532314924,0.6778385772913817,0.7873303167420814
mstz/heart_failure,qda,0.6228571428571428,0.6911764705882353,0.7749706227967097,0.6361149110807114,0.6821266968325792
mstz/heart_failure,rf,0.6828571428571428,0.7635746606334841,0.7450058754406581,0.8419972640218878,0.8020361990950227
mstz/heart_failure,sgd,0.8444444444444444,0.8626373626373627,0.7726244343891402,0.684981684981685,0.826007326007326
