blueGold,blueMinionsKilled,blueJungleMinionsKilled,blueAvgLevel,redGold,redMinionsKilled,redJungleMinionsKilled,redAvgLevel,blueHeraldKills,blueTowersDestroyed,redTowersDestroyed,blue_win
31120.0,379.0,64.0,9.8,26129.0,326.0,62.0,9.4,0.0,1.0,2.0,1
25662.0,343.0,59.0,8.8,24897.0,371.0,63.0,8.8,2.0,0.0,1.0,1
26882.0,364.0,85.0,9.0,25451.0,333.0,86.0,9.2,3.0,1.0,2.0,0
29652.0,388.0,90.0,9.8,22351.0,336.0,67.0,9.0,2.0,1.0,2.0,1
22205.0,315.0,75.0,8.4,31324.0,300.0,75.0,9.6,0.0,3.0,0.0,0
25192.0,323.0,100.0,9.4,28212.0,359.0,75.0,9.4,2.0,2.0,0.0,0
25932.0,268.0,71.0,8.8,33611.0,337.0,100.0,9.6,0.0,5.0,0.0,0
23794.0,336.0,74.0,8.6,26445.0,409.0,52.0,8.8,0.0,0.0,0.0,0
24695.0,307.0,64.0,8.6,26576.0,375.0,89.0,9.2,1.0,0.0,1.0,1
25163.0,280.0,20.0,8.0,31670.0,327.0,106.0,9.6,0.0,3.0,0.0,0
25503.0,319.0,87.0,9.2,33246.0,335.0,80.0,9.6,2.0,3.0,1.0,0
29205.0,375.0,88.0,9.2,25329.0,323.0,87.0,9.0,0.0,0.0,0.0,1
26260.0,332.0,73.0,9.0,24694.0,305.0,77.0,8.8,1.0,0.0,1.0,1
26788.0,375.0,97.0,9.2,24328.0,324.0,100.0,9.2,3.0,1.0,0.0,1
30371.0,339.0,89.0,9.8,22016.0,306.0,84.0,8.4,0.0,0.0,2.0,1
20729.0,301.0,57.0,8.4,30480.0,369.0,112.0,10.0,0.0,1.0,0.0,0
26169.0,329.0,90.0,8.8,31260.0,304.0,95.0,9.8,0.0,2.0,0.0,0
26076.0,311.0,81.0,9.2,29952.0,333.0,101.0,9.4,0.0,1.0,0.0,0
24546.0,334.0,91.0,9.0,25181.0,396.0,88.0,9.2,2.0,0.0,1.0,1
24673.0,225.0,85.0,8.6,32070.0,352.0,82.0,9.4,1.0,3.0,0.0,0
23268.0,376.0,97.0,9.0,25053.0,374.0,91.0,9.6,2.0,0.0,0.0,1
21548.0,306.0,86.0,8.8,26970.0,405.0,95.0,9.8,0.0,1.0,0.0,0
30763.0,293.0,112.0,9.6,24286.0,299.0,68.0,8.6,3.0,0.0,2.0,1
23711.0,337.0,87.0,8.8,24732.0,348.0,118.0,9.6,1.0,0.0,0.0,0
25803.0,335.0,94.0,9.4,23698.0,367.0,83.0,9.2,3.0,0.0,1.0,1
21863.0,292.0,81.0,8.8,26163.0,331.0,92.0,9.2,2.0,2.0,0.0,1
29804.0,358.0,92.0,9.4,20134.0,265.0,41.0,7.8,2.0,1.0,2.0,1
24004.0,306.0,88.0,8.8,30983.0,332.0,98.0,10.0,0.0,2.0,0.0,0
30599.0,360.0,77.0,9.6,20083.0,251.0,66.0,8.2,1.0,0.0,3.0,1
29318.0,366.0,88.0,9.6,23187.0,351.0,87.0,8.8,1.0,0.0,2.0,1
23156.0,309.0,80.0,8.8,29891.0,359.0,67.0,9.8,0.0,1.0,0.0,0
34996.0,318.0,101.0,10.0,28389.0,321.0,99.0,9.6,2.0,0.0,4.0,1
29484.0,371.0,79.0,9.0,25271.0,331.0,81.0,8.4,2.0,1.0,2.0,0
28769.0,396.0,88.0,9.6,23375.0,334.0,55.0,8.8,2.0,0.0,1.0,1
27415.0,347.0,95.0,9.4,25889.0,345.0,76.0,9.0,3.0,0.0,0.0,1
25929.0,334.0,104.0,9.2,24630.0,347.0,54.0,8.8,1.0,0.0,0.0,1
28063.0,335.0,80.0,9.2,24365.0,298.0,88.0,8.8,3.0,1.0,2.0,1
24730.0,357.0,91.0,9.2,26919.0,356.0,100.0,9.6,1.0,0.0,0.0,0
25349.0,328.0,68.0,9.2,26999.0,339.0,104.0,9.4,1.0,0.0,0.0,1
24870.0,357.0,66.0,9.0,25661.0,370.0,96.0,9.2,3.0,1.0,1.0,0
25982.0,379.0,90.0,9.4,24916.0,352.0,99.0,9.0,0.0,1.0,1.0,0
21228.0,302.0,64.0,8.4,33428.0,364.0,112.0,10.0,0.0,4.0,0.0,0
26695.0,286.0,67.0,8.6,31701.0,303.0,100.0,9.6,0.0,2.0,0.0,0
27247.0,334.0,57.0,9.2,27727.0,361.0,100.0,9.6,1.0,1.0,1.0,1
27173.0,298.0,78.0,9.0,31536.0,347.0,88.0,9.4,1.0,1.0,0.0,0
23209.0,329.0,60.0,8.4,30803.0,317.0,91.0,9.2,0.0,3.0,0.0,0
25393.0,326.0,88.0,9.4,27791.0,363.0,88.0,9.6,1.0,0.0,0.0,0
27926.0,351.0,93.0,9.6,25449.0,316.0,92.0,9.2,2.0,1.0,1.0,1
28273.0,373.0,98.0,9.2,25575.0,355.0,71.0,9.4,1.0,0.0,1.0,1
34259.0,356.0,96.0,9.4,20910.0,262.0,52.0,8.0,2.0,0.0,7.0,1
24260.0,329.0,72.0,9.0,29916.0,318.0,86.0,10.0,0.0,1.0,0.0,0
23889.0,306.0,66.0,8.6,27768.0,343.0,92.0,9.4,0.0,1.0,1.0,0
26135.0,332.0,50.0,9.2,27251.0,382.0,101.0,9.4,1.0,1.0,0.0,0
24633.0,349.0,72.0,9.2,26226.0,361.0,106.0,9.4,1.0,1.0,0.0,1
26365.0,318.0,57.0,9.0,31410.0,309.0,104.0,9.6,2.0,2.0,0.0,0
23508.0,364.0,89.0,9.4,23847.0,370.0,88.0,9.6,2.0,0.0,0.0,1
33635.0,414.0,115.0,10.4,20635.0,294.0,42.0,8.2,2.0,0.0,5.0,1
26442.0,323.0,104.0,9.6,28287.0,362.0,80.0,9.8,1.0,1.0,0.0,1
28699.0,363.0,90.0,9.6,24102.0,314.0,83.0,8.8,3.0,0.0,0.0,1
27655.0,341.0,95.0,9.8,25458.0,320.0,65.0,8.6,2.0,1.0,1.0,1
26731.0,377.0,132.0,9.2,22996.0,335.0,84.0,9.2,3.0,1.0,2.0,1
28287.0,372.0,83.0,9.2,24359.0,319.0,94.0,8.8,1.0,0.0,2.0,1
24664.0,322.0,68.0,8.4,29274.0,361.0,76.0,9.4,2.0,1.0,0.0,0
28328.0,360.0,88.0,9.2,27310.0,346.0,92.0,9.2,2.0,0.0,1.0,0
22667.0,282.0,91.0,8.8,28903.0,349.0,89.0,9.8,2.0,2.0,1.0,0
26534.0,339.0,80.0,8.8,26129.0,332.0,106.0,9.4,1.0,1.0,1.0,0
23799.0,337.0,91.0,9.0,27746.0,368.0,76.0,9.8,1.0,1.0,1.0,0
29528.0,326.0,66.0,9.0,30996.0,281.0,67.0,9.2,0.0,2.0,2.0,0
25471.0,335.0,88.0,9.2,26935.0,383.0,72.0,9.2,3.0,1.0,1.0,1
25162.0,374.0,94.0,9.2,29202.0,384.0,96.0,9.8,0.0,1.0,0.0,1
27867.0,306.0,85.0,8.8,32333.0,369.0,89.0,9.4,1.0,4.0,1.0,0
28279.0,388.0,106.0,9.2,24292.0,342.0,86.0,9.2,2.0,0.0,1.0,0
28249.0,355.0,69.0,9.4,25480.0,307.0,88.0,9.4,2.0,0.0,2.0,1
24933.0,326.0,73.0,9.4,29709.0,374.0,92.0,9.8,1.0,2.0,0.0,0
22083.0,314.0,79.0,8.8,25511.0,318.0,96.0,9.0,1.0,0.0,0.0,0
23339.0,284.0,80.0,9.0,30474.0,353.0,90.0,9.4,0.0,3.0,0.0,0
27391.0,353.0,84.0,9.0,21506.0,298.0,85.0,8.4,2.0,0.0,1.0,1
26361.0,365.0,77.0,9.2,26525.0,311.0,91.0,9.4,0.0,0.0,1.0,0
21065.0,349.0,67.0,8.6,25891.0,388.0,103.0,9.4,0.0,2.0,0.0,0
23961.0,324.0,72.0,9.2,23450.0,349.0,72.0,9.0,1.0,0.0,0.0,1
26735.0,324.0,83.0,9.0,28504.0,351.0,105.0,9.6,0.0,2.0,0.0,0
28963.0,319.0,73.0,9.0,31677.0,308.0,78.0,9.8,2.0,2.0,1.0,0
27864.0,369.0,102.0,9.4,30625.0,380.0,97.0,10.0,1.0,3.0,1.0,1
28141.0,353.0,87.0,9.4,24994.0,345.0,68.0,8.8,3.0,0.0,0.0,1
28488.0,345.0,78.0,9.2,27752.0,360.0,100.0,9.4,1.0,1.0,2.0,0
23701.0,326.0,72.0,8.8,26375.0,366.0,106.0,9.6,2.0,2.0,0.0,0
23310.0,335.0,65.0,8.8,32811.0,279.0,82.0,9.6,0.0,3.0,0.0,0
24122.0,384.0,88.0,9.4,22913.0,402.0,100.0,9.4,3.0,0.0,1.0,1
26386.0,331.0,95.0,9.6,27919.0,342.0,64.0,9.2,2.0,1.0,1.0,0
26873.0,302.0,104.0,9.4,29990.0,321.0,106.0,9.6,2.0,2.0,0.0,0
26425.0,343.0,109.0,9.2,26733.0,334.0,80.0,9.0,2.0,1.0,0.0,1
28608.0,362.0,73.0,9.0,26820.0,337.0,87.0,9.2,2.0,1.0,1.0,1
25928.0,322.0,53.0,8.8,25707.0,302.0,101.0,8.6,2.0,1.0,0.0,1
35310.0,314.0,101.0,9.6,25912.0,302.0,81.0,8.8,3.0,1.0,4.0,1
27296.0,320.0,92.0,9.0,28228.0,334.0,86.0,9.6,3.0,1.0,1.0,1
26758.0,391.0,86.0,9.6,23072.0,350.0,92.0,8.8,1.0,1.0,1.0,0
23208.0,323.0,88.0,9.0,25595.0,394.0,85.0,9.4,1.0,1.0,0.0,0
25739.0,343.0,88.0,9.4,23805.0,347.0,88.0,8.6,0.0,1.0,0.0,0
27576.0,322.0,73.0,9.2,23087.0,356.0,88.0,8.8,3.0,0.0,1.0,1
26186.0,316.0,81.0,9.0,23384.0,349.0,64.0,8.8,3.0,0.0,1.0,1
32941.0,370.0,106.0,10.0,21733.0,282.0,76.0,8.6,2.0,0.0,3.0,1
22281.0,367.0,103.0,9.0,26257.0,365.0,96.0,9.2,1.0,1.0,0.0,0
25795.0,324.0,71.0,9.2,27307.0,346.0,107.0,9.6,1.0,1.0,0.0,0
26250.0,333.0,91.0,9.0,25724.0,319.0,63.0,9.0,2.0,0.0,1.0,1
26956.0,353.0,86.0,9.2,26835.0,317.0,112.0,9.0,0.0,0.0,1.0,0
31499.0,401.0,126.0,9.8,20946.0,330.0,76.0,8.2,3.0,0.0,3.0,1
26384.0,364.0,94.0,9.4,22705.0,359.0,97.0,9.0,3.0,0.0,1.0,0
23103.0,293.0,74.0,9.0,32624.0,344.0,110.0,10.2,0.0,2.0,0.0,0
25001.0,286.0,109.0,9.2,23229.0,359.0,72.0,9.4,2.0,0.0,1.0,1
23643.0,358.0,69.0,8.8,26092.0,329.0,74.0,9.0,0.0,1.0,0.0,0
26426.0,280.0,82.0,9.0,27227.0,293.0,82.0,9.0,3.0,1.0,1.0,0
24843.0,355.0,108.0,9.2,27567.0,368.0,69.0,9.4,1.0,1.0,2.0,0
30983.0,329.0,68.0,9.4,28596.0,318.0,92.0,9.0,2.0,1.0,1.0,1
23616.0,313.0,75.0,8.8,27881.0,333.0,104.0,9.6,0.0,1.0,1.0,0
28653.0,346.0,87.0,9.8,23514.0,358.0,75.0,8.8,3.0,0.0,1.0,1
25887.0,343.0,103.0,9.6,28366.0,389.0,72.0,9.6,1.0,1.0,0.0,0
28694.0,370.0,92.0,9.8,22579.0,315.0,77.0,9.0,1.0,0.0,1.0,1
25453.0,319.0,83.0,9.4,24954.0,317.0,106.0,9.4,1.0,0.0,0.0,1
22441.0,339.0,81.0,9.0,25385.0,358.0,80.0,9.2,0.0,0.0,0.0,0
29994.0,333.0,76.0,9.2,26487.0,290.0,74.0,9.0,3.0,0.0,2.0,1
27425.0,329.0,83.0,9.8,24089.0,371.0,72.0,9.0,2.0,1.0,0.0,1
26101.0,367.0,83.0,9.2,26704.0,385.0,88.0,9.6,2.0,1.0,2.0,1
23008.0,324.0,75.0,8.4,27835.0,367.0,74.0,9.2,0.0,1.0,0.0,0
24754.0,369.0,70.0,8.8,24053.0,324.0,97.0,9.0,1.0,0.0,2.0,1
22043.0,343.0,68.0,8.8,26053.0,335.0,87.0,8.6,1.0,1.0,0.0,0
29735.0,380.0,96.0,9.8,20512.0,289.0,60.0,8.6,3.0,0.0,3.0,1
26941.0,325.0,88.0,9.0,27218.0,318.0,91.0,9.4,1.0,1.0,1.0,0
24539.0,340.0,69.0,9.0,25850.0,361.0,85.0,9.4,0.0,1.0,2.0,0
32451.0,371.0,92.0,9.6,24280.0,272.0,64.0,9.0,2.0,0.0,5.0,1
28936.0,400.0,80.0,9.8,27551.0,342.0,86.0,9.0,2.0,2.0,1.0,1
26618.0,350.0,84.0,9.2,27961.0,361.0,72.0,9.4,2.0,1.0,1.0,0
29108.0,394.0,102.0,9.6,25231.0,354.0,78.0,9.0,1.0,1.0,1.0,1
23048.0,329.0,83.0,9.0,27483.0,375.0,96.0,9.6,0.0,1.0,0.0,1
26714.0,290.0,104.0,9.4,29062.0,385.0,72.0,9.2,1.0,2.0,0.0,1
28452.0,348.0,76.0,9.4,24704.0,331.0,77.0,8.8,4.0,1.0,2.0,1
22865.0,266.0,84.0,8.4,26598.0,330.0,95.0,9.2,0.0,1.0,0.0,1
23058.0,384.0,72.0,8.8,24803.0,377.0,91.0,9.0,2.0,1.0,0.0,1
24188.0,328.0,75.0,8.8,28694.0,347.0,77.0,9.8,0.0,0.0,0.0,0
25156.0,322.0,77.0,8.8,25994.0,355.0,91.0,9.4,1.0,1.0,0.0,0
26732.0,317.0,91.0,9.2,26437.0,356.0,83.0,9.0,2.0,1.0,1.0,1
24396.0,356.0,72.0,9.4,26110.0,364.0,84.0,9.4,0.0,0.0,1.0,0
27307.0,328.0,75.0,8.6,23201.0,337.0,88.0,8.8,2.0,0.0,1.0,1
25314.0,363.0,71.0,8.8,26898.0,370.0,104.0,9.4,1.0,1.0,2.0,0
26993.0,327.0,64.0,9.6,28749.0,343.0,95.0,9.6,0.0,1.0,0.0,0
24248.0,306.0,78.0,9.0,30043.0,329.0,59.0,9.2,1.0,1.0,0.0,0
27852.0,365.0,113.0,9.4,25664.0,296.0,76.0,9.2,2.0,1.0,1.0,1
25643.0,371.0,105.0,9.2,24886.0,368.0,107.0,9.2,1.0,0.0,1.0,0
25997.0,321.0,76.0,9.4,32366.0,376.0,106.0,9.8,1.0,1.0,0.0,0
31584.0,431.0,109.0,9.8,20115.0,298.0,78.0,8.2,1.0,0.0,4.0,1
25240.0,335.0,90.0,9.4,28022.0,404.0,120.0,9.8,1.0,0.0,1.0,0
29647.0,314.0,84.0,9.4,22707.0,273.0,80.0,8.2,3.0,0.0,3.0,1
25792.0,359.0,90.0,9.4,23236.0,345.0,93.0,9.0,1.0,0.0,1.0,1
34327.0,336.0,79.0,9.2,24307.0,267.0,69.0,8.8,2.0,0.0,5.0,1
25771.0,351.0,107.0,9.2,26258.0,368.0,85.0,9.2,0.0,0.0,0.0,0
28787.0,375.0,58.0,9.2,25071.0,315.0,81.0,9.0,2.0,0.0,2.0,1
23706.0,335.0,85.0,8.8,28708.0,359.0,65.0,9.2,0.0,2.0,0.0,0
25080.0,353.0,70.0,9.0,24121.0,353.0,92.0,9.2,1.0,0.0,1.0,1
25797.0,324.0,68.0,9.2,26193.0,333.0,78.0,9.2,1.0,1.0,1.0,0
25958.0,388.0,92.0,9.4,23391.0,368.0,89.0,8.6,0.0,1.0,1.0,1
31129.0,387.0,77.0,9.8,24488.0,347.0,91.0,9.0,2.0,0.0,2.0,1
28053.0,354.0,87.0,9.6,24731.0,299.0,71.0,8.8,1.0,1.0,2.0,1
28121.0,300.0,52.0,8.8,29915.0,324.0,115.0,9.6,2.0,1.0,2.0,0
29527.0,330.0,99.0,9.2,25517.0,316.0,100.0,9.0,1.0,0.0,3.0,0
23536.0,330.0,65.0,9.0,26615.0,374.0,90.0,9.4,0.0,0.0,0.0,0
25639.0,332.0,92.0,9.4,26670.0,313.0,85.0,9.2,1.0,1.0,0.0,1
27926.0,317.0,73.0,9.4,23580.0,329.0,90.0,9.0,0.0,0.0,2.0,1
24627.0,336.0,88.0,9.4,23969.0,322.0,68.0,8.8,0.0,0.0,0.0,0
26487.0,339.0,93.0,9.4,26415.0,330.0,76.0,9.2,1.0,1.0,0.0,1
25098.0,349.0,80.0,9.2,26121.0,359.0,102.0,9.2,2.0,0.0,0.0,1
23823.0,309.0,96.0,8.6,26929.0,340.0,64.0,9.2,0.0,1.0,0.0,0
23453.0,301.0,61.0,8.8,29024.0,362.0,102.0,9.8,2.0,2.0,0.0,0
29968.0,358.0,103.0,9.4,21202.0,279.0,32.0,7.8,2.0,0.0,3.0,1
35858.0,381.0,87.0,9.8,23704.0,331.0,64.0,8.8,3.0,0.0,4.0,1
26364.0,327.0,72.0,9.0,23682.0,351.0,82.0,9.0,2.0,0.0,1.0,1
25003.0,366.0,96.0,9.0,25502.0,371.0,107.0,9.2,1.0,1.0,1.0,1
29732.0,344.0,103.0,9.2,22543.0,290.0,84.0,7.6,3.0,0.0,3.0,1
28702.0,346.0,89.0,9.6,23061.0,295.0,86.0,8.8,1.0,0.0,1.0,1
25791.0,327.0,79.0,8.8,29027.0,334.0,67.0,9.2,1.0,2.0,0.0,0
30372.0,369.0,105.0,9.6,25162.0,361.0,81.0,9.2,1.0,0.0,2.0,0
29152.0,299.0,67.0,9.4,25532.0,336.0,80.0,8.6,2.0,0.0,0.0,1
23645.0,298.0,69.0,8.6,29100.0,299.0,78.0,9.0,1.0,2.0,0.0,0
25236.0,371.0,104.0,9.4,28067.0,352.0,88.0,9.2,1.0,2.0,0.0,1
31832.0,347.0,96.0,10.0,22347.0,330.0,79.0,8.8,2.0,0.0,3.0,1
27923.0,342.0,112.0,9.6,24176.0,343.0,93.0,9.0,1.0,0.0,1.0,1
23665.0,284.0,74.0,8.4,29834.0,314.0,90.0,9.6,0.0,1.0,0.0,0
25304.0,356.0,103.0,9.4,26503.0,370.0,64.0,8.8,1.0,1.0,0.0,0
28631.0,335.0,111.0,9.8,24261.0,347.0,77.0,9.2,3.0,0.0,2.0,1
21934.0,292.0,81.0,8.8,30116.0,333.0,79.0,9.6,0.0,1.0,0.0,0
23390.0,308.0,72.0,8.8,30363.0,348.0,120.0,9.6,0.0,1.0,0.0,0
25904.0,371.0,134.0,9.6,20660.0,380.0,56.0,8.8,2.0,0.0,1.0,1
27407.0,360.0,65.0,9.4,26459.0,309.0,88.0,9.2,1.0,1.0,1.0,1
29169.0,341.0,74.0,9.4,25345.0,350.0,68.0,8.8,1.0,0.0,1.0,1
29241.0,367.0,88.0,9.8,23388.0,297.0,67.0,8.8,1.0,0.0,1.0,1
22499.0,290.0,76.0,9.0,28070.0,376.0,92.0,9.6,0.0,1.0,0.0,0
27868.0,295.0,77.0,9.0,28483.0,304.0,62.0,9.0,1.0,1.0,1.0,1
24889.0,265.0,77.0,8.4,23498.0,277.0,55.0,8.6,2.0,0.0,1.0,1
31188.0,347.0,82.0,9.8,21814.0,325.0,50.0,8.8,3.0,0.0,2.0,1
25697.0,300.0,65.0,9.2,28123.0,330.0,70.0,9.4,2.0,1.0,1.0,1
27730.0,316.0,79.0,8.8,29019.0,347.0,88.0,9.4,1.0,1.0,2.0,0
23470.0,340.0,97.0,9.4,26280.0,337.0,108.0,9.6,2.0,1.0,0.0,1
26938.0,342.0,92.0,9.8,26922.0,351.0,96.0,9.4,1.0,1.0,1.0,0
24758.0,358.0,77.0,9.2,26855.0,372.0,98.0,9.2,0.0,1.0,1.0,0
27371.0,365.0,112.0,9.8,22176.0,336.0,59.0,8.8,3.0,0.0,1.0,1
24314.0,264.0,56.0,8.2,29342.0,303.0,76.0,9.6,1.0,0.0,0.0,0
27283.0,394.0,76.0,9.6,24023.0,386.0,71.0,9.4,1.0,0.0,2.0,1
25719.0,335.0,108.0,9.0,24281.0,288.0,88.0,8.8,0.0,1.0,0.0,1
31695.0,390.0,71.0,9.6,26875.0,313.0,84.0,9.4,3.0,0.0,2.0,0
25281.0,295.0,105.0,9.0,25603.0,323.0,58.0,9.0,2.0,0.0,0.0,1
26300.0,367.0,100.0,9.4,25994.0,371.0,89.0,9.4,2.0,1.0,0.0,0
27839.0,371.0,117.0,9.6,22606.0,348.0,63.0,8.6,2.0,0.0,1.0,1
25788.0,387.0,84.0,9.2,23841.0,343.0,77.0,9.4,1.0,1.0,1.0,1
28696.0,335.0,109.0,10.0,24990.0,347.0,72.0,9.6,3.0,0.0,2.0,1
28810.0,342.0,76.0,9.4,24347.0,294.0,66.0,8.8,1.0,0.0,1.0,1
22888.0,329.0,71.0,8.8,25261.0,331.0,92.0,9.0,1.0,1.0,0.0,0
29069.0,343.0,83.0,9.6,24302.0,366.0,92.0,9.0,2.0,0.0,1.0,1
26740.0,312.0,88.0,9.6,31955.0,360.0,81.0,10.0,0.0,2.0,0.0,0
26741.0,324.0,96.0,9.4,25986.0,330.0,60.0,9.2,1.0,0.0,0.0,0
32685.0,357.0,93.0,9.8,22807.0,318.0,61.0,8.6,3.0,0.0,4.0,1
25427.0,317.0,64.0,8.6,29529.0,285.0,108.0,9.6,1.0,1.0,0.0,0
27273.0,344.0,80.0,9.6,24440.0,333.0,100.0,8.6,0.0,1.0,0.0,0
23929.0,319.0,85.0,8.8,24458.0,358.0,72.0,9.0,1.0,1.0,0.0,0
27599.0,347.0,76.0,9.0,24494.0,365.0,91.0,9.4,3.0,0.0,1.0,1
24962.0,363.0,90.0,9.0,27803.0,370.0,116.0,9.6,2.0,1.0,0.0,0
23829.0,323.0,68.0,9.0,27673.0,379.0,80.0,9.6,0.0,2.0,0.0,0
23905.0,290.0,70.0,9.0,30369.0,395.0,64.0,9.8,0.0,1.0,0.0,0
29156.0,376.0,104.0,9.6,26995.0,352.0,95.0,9.6,3.0,1.0,3.0,1
30024.0,378.0,97.0,9.6,23840.0,318.0,87.0,8.8,1.0,1.0,3.0,1
26711.0,385.0,92.0,9.0,26866.0,351.0,96.0,9.2,0.0,1.0,1.0,0
28257.0,280.0,64.0,9.0,31430.0,291.0,92.0,9.2,1.0,1.0,1.0,0
25388.0,301.0,90.0,9.0,29705.0,339.0,104.0,9.6,2.0,1.0,1.0,1
23233.0,409.0,101.0,9.4,25075.0,388.0,96.0,9.2,0.0,1.0,0.0,1
24835.0,286.0,68.0,8.6,26042.0,323.0,88.0,9.0,1.0,1.0,0.0,1
24073.0,347.0,74.0,9.2,22757.0,310.0,80.0,8.6,0.0,0.0,0.0,1
26007.0,321.0,84.0,9.4,25603.0,359.0,90.0,9.2,2.0,0.0,1.0,1
22765.0,358.0,52.0,8.8,28470.0,346.0,136.0,9.8,0.0,3.0,0.0,0
27638.0,360.0,63.0,9.2,24391.0,334.0,104.0,9.0,2.0,0.0,1.0,1
28433.0,385.0,81.0,9.4,23597.0,311.0,84.0,8.6,2.0,0.0,2.0,1
24490.0,333.0,91.0,8.8,30714.0,384.0,71.0,10.0,0.0,1.0,1.0,0
28913.0,330.0,116.0,9.4,23748.0,305.0,90.0,8.6,3.0,0.0,2.0,1
24522.0,390.0,76.0,9.2,26876.0,389.0,108.0,9.6,1.0,2.0,0.0,0
24074.0,277.0,60.0,8.6,29707.0,354.0,105.0,10.0,0.0,0.0,0.0,0
25867.0,354.0,74.0,9.2,25284.0,303.0,81.0,9.4,3.0,0.0,0.0,1
24950.0,262.0,95.0,9.0,27437.0,375.0,77.0,9.0,3.0,2.0,0.0,1
24828.0,339.0,94.0,9.2,27421.0,391.0,89.0,10.0,1.0,0.0,0.0,0
29632.0,315.0,83.0,9.2,30857.0,276.0,72.0,9.4,2.0,1.0,1.0,0
27229.0,284.0,70.0,9.0,27798.0,313.0,60.0,9.0,1.0,1.0,0.0,0
29697.0,362.0,70.0,9.6,25913.0,306.0,71.0,9.0,1.0,1.0,2.0,1
25552.0,337.0,94.0,8.8,26974.0,321.0,79.0,9.4,1.0,1.0,0.0,1
21419.0,343.0,74.0,8.8,27245.0,370.0,85.0,9.2,0.0,1.0,0.0,0
25394.0,362.0,95.0,9.2,24403.0,353.0,95.0,9.0,1.0,0.0,0.0,1
22561.0,298.0,63.0,8.6,30951.0,331.0,96.0,9.6,1.0,2.0,0.0,0
22589.0,298.0,88.0,8.6,32386.0,375.0,96.0,9.8,0.0,4.0,0.0,0
30734.0,359.0,124.0,9.0,19114.0,237.0,71.0,7.2,3.0,0.0,4.0,1
21367.0,294.0,60.0,8.6,30618.0,366.0,106.0,9.6,0.0,2.0,0.0,0
27059.0,377.0,96.0,9.8,26983.0,368.0,95.0,9.2,0.0,1.0,0.0,1
25616.0,294.0,69.0,8.6,30755.0,344.0,121.0,9.4,0.0,1.0,0.0,0
23646.0,314.0,53.0,9.0,26337.0,329.0,92.0,9.2,0.0,1.0,0.0,0
24724.0,403.0,80.0,9.2,23385.0,334.0,99.0,9.4,1.0,0.0,1.0,0
23302.0,315.0,60.0,8.4,27663.0,305.0,85.0,8.8,1.0,1.0,0.0,0
27154.0,380.0,88.0,9.8,24765.0,346.0,78.0,9.2,2.0,1.0,0.0,1
25118.0,330.0,61.0,9.0,27585.0,374.0,86.0,9.8,1.0,1.0,0.0,0
26125.0,344.0,88.0,8.8,28956.0,361.0,92.0,9.8,1.0,1.0,0.0,0
22288.0,357.0,64.0,8.8,25857.0,361.0,114.0,9.2,0.0,2.0,0.0,0
29827.0,324.0,68.0,9.0,28121.0,329.0,92.0,9.4,3.0,1.0,1.0,0
26247.0,307.0,79.0,9.2,29385.0,319.0,103.0,9.4,2.0,1.0,1.0,0
25328.0,334.0,64.0,9.0,30194.0,330.0,91.0,9.4,0.0,1.0,0.0,0
26799.0,383.0,75.0,9.0,23315.0,309.0,92.0,8.6,1.0,0.0,0.0,1
26541.0,322.0,98.0,8.8,25448.0,361.0,103.0,9.2,0.0,1.0,1.0,1
30208.0,344.0,98.0,10.0,24867.0,318.0,69.0,9.2,1.0,0.0,1.0,1
24847.0,263.0,70.0,9.0,32007.0,304.0,95.0,9.0,0.0,3.0,0.0,0
23403.0,298.0,67.0,9.0,28923.0,355.0,100.0,9.6,1.0,0.0,0.0,0
23099.0,262.0,80.0,8.6,30229.0,331.0,93.0,9.6,0.0,1.0,0.0,0
27953.0,267.0,74.0,9.0,25690.0,295.0,90.0,9.2,2.0,0.0,2.0,1
28937.0,284.0,78.0,9.0,27071.0,292.0,84.0,8.6,3.0,0.0,2.0,1
25424.0,301.0,55.0,8.8,28830.0,290.0,62.0,9.0,1.0,1.0,1.0,0
24995.0,366.0,81.0,9.0,26015.0,328.0,73.0,9.6,1.0,1.0,1.0,0
19720.0,292.0,28.0,7.4,34042.0,355.0,94.0,9.6,0.0,4.0,0.0,0
26304.0,342.0,111.0,9.6,27091.0,346.0,99.0,9.6,1.0,2.0,0.0,1
30648.0,396.0,120.0,9.8,20383.0,318.0,52.0,8.4,3.0,0.0,5.0,1
23181.0,296.0,71.0,9.0,29367.0,360.0,83.0,9.6,1.0,1.0,0.0,0
29215.0,362.0,92.0,10.0,22886.0,272.0,75.0,8.8,3.0,0.0,2.0,1
20834.0,298.0,97.0,8.2,28175.0,401.0,62.0,9.4,1.0,6.0,0.0,0
30366.0,397.0,121.0,10.2,20918.0,419.0,53.0,9.0,2.0,0.0,2.0,1
24729.0,295.0,57.0,8.6,29700.0,369.0,92.0,9.4,1.0,2.0,0.0,0
24051.0,284.0,76.0,9.2,30616.0,343.0,84.0,9.4,0.0,4.0,0.0,0
20514.0,310.0,79.0,8.4,29609.0,366.0,108.0,9.4,0.0,2.0,0.0,0
25904.0,301.0,100.0,9.4,25773.0,330.0,92.0,9.0,2.0,0.0,0.0,1
28853.0,308.0,91.0,9.4,27202.0,319.0,48.0,8.6,2.0,1.0,0.0,1
27965.0,330.0,70.0,9.4,29674.0,328.0,93.0,9.6,0.0,1.0,1.0,1
