iter	Logloss
0	0.6787290945
1	0.6659810573
2	0.6540776042
3	0.6373193445
4	0.62765018
5	0.6161239167
6	0.6038361458
7	0.5946362116
8	0.585840871
9	0.5746803869
10	0.5655991685
11	0.5559104348
12	0.5461803589
13	0.5382127487
14	0.5268707125
15	0.5201022603
16	0.5090124604
17	0.4996250801
18	0.4924476232
19	0.4854372766
20	0.4776135795
21	0.4695202549
22	0.4631484283
23	0.4542353873
24	0.4474002396
25	0.4397968344
26	0.4330558416
27	0.4280093455
28	0.4200689457
29	0.4136788853
30	0.4079451239
31	0.4014004748
32	0.3961270668
33	0.390060701
34	0.3838594676
35	0.3776612928
36	0.3714175629
37	0.3648861384
38	0.3567110277
39	0.349873614
40	0.3457730474
41	0.339787756
42	0.3334239893
43	0.3305694507
44	0.3251262632
45	0.3221043561
46	0.3191726032
47	0.3145481442
48	0.3107302336
49	0.306332873
50	0.3008134899
51	0.2949785326
52	0.2904358811
53	0.2880134304
54	0.2836705252
55	0.2790462396
56	0.274579355
57	0.2699358881
58	0.2664605678
59	0.2623983205
60	0.2584637931
61	0.2544326547
62	0.2510612333
63	0.2474230485
64	0.243927875
65	0.2397061256
66	0.2356511631
67	0.2320055006
68	0.2297928749
69	0.2260183872
70	0.2235629222
71	0.2210124042
72	0.2175459898
73	0.2147447526
74	0.2108294344
75	0.2077382764
76	0.2048466188
77	0.2028023862
78	0.201018597
79	0.1980725713
80	0.1953637063
81	0.1921362036
82	0.1893848478
83	0.1870187915
84	0.1845196482
85	0.1826335494
86	0.1805336931
87	0.1783660211
88	0.1754115669
89	0.1732522614
90	0.1708862381
91	0.1689665241
92	0.1667437005
93	0.1652191691
94	0.1625036358
95	0.1605413243
96	0.1590422657
97	0.1573142734
98	0.1552897786
99	0.1533460799
100	0.1511477433
101	0.1488082328
102	0.1469812138
103	0.1449574852
104	0.1433698044
105	0.141682111
106	0.1392737972
107	0.1373516242
108	0.1356218766
109	0.1337031177
110	0.1312401891
111	0.1295243822
112	0.1279413388
113	0.126146396
114	0.1251862357
115	0.1233935067
116	0.122174288
117	0.1203463526
118	0.1191432689
119	0.1180656412
120	0.116276665
121	0.1149183075
122	0.1135631742
123	0.1120210968
124	0.1102924158
125	0.1090877841
126	0.1078421315
127	0.1060558546
128	0.1042939382
129	0.1031536467
130	0.1016566787
131	0.09996827137
132	0.09872804054
133	0.09775834955
134	0.09616663491
135	0.0949804168
136	0.09385418631
137	0.09240687864
138	0.09149598692
139	0.09014303283
140	0.08906949264
141	0.08808597811
142	0.08705310633
143	0.08608237981
144	0.08527523814
145	0.08437731243
146	0.08336322795
147	0.08216244368
148	0.08143892794
149	0.08058584528
150	0.07960104068
151	0.07864960453
152	0.07783416942
153	0.07701511
154	0.07618010548
155	0.07523721831
156	0.07463404719
157	0.07339166488
158	0.07250604818
159	0.07197807684
160	0.07124029096
161	0.0702421385
162	0.06963834604
163	0.06895769399
164	0.06827872456
165	0.06763993879
166	0.06686486584
167	0.06593843628
168	0.06520718163
169	0.06443879991
170	0.06378468724
171	0.063108614
172	0.06232993563
173	0.06159973435
174	0.06118086667
175	0.06044925009
176	0.05968389904
177	0.0589697355
178	0.05844456317
179	0.05778761232
180	0.05725002071
181	0.05680159345
182	0.05626800514
183	0.05568806442
184	0.05489350977
185	0.0543949548
186	0.05394195758
187	0.05339450443
188	0.05298339955
189	0.05253490758
190	0.05198539601
191	0.05142144144
192	0.05081120755
193	0.05039918241
194	0.05001072466
195	0.04953936135
196	0.04917819004
197	0.04879698897
198	0.04835395131
199	0.04792681025
200	0.0475581296
201	0.04708375548
202	0.04677632281
203	0.04648643504
204	0.04590995889
205	0.04542467784
206	0.04502165274
207	0.04462708217
208	0.04423831028
209	0.04383480909
210	0.0434919687
211	0.04317427858
212	0.04273299443
213	0.0423779452
214	0.04193413139
215	0.04168626906
216	0.04136336034
217	0.04101479031
218	0.0406405012
219	0.04031682621
220	0.03997248726
221	0.03964422771
222	0.03932067778
223	0.03893529868
224	0.03855797067
225	0.03826972298
226	0.03794917444
227	0.03762083416
228	0.03728576782
229	0.03707038349
230	0.03684194438
231	0.03660803586
232	0.0362793253
233	0.03596443214
234	0.03574055445
235	0.03548157519
236	0.03523956969
237	0.03488205636
238	0.03459273276
239	0.03431932095
240	0.03401425679
241	0.03375798216
242	0.03353200333
243	0.03315994454
244	0.03292963528
245	0.03260009046
246	0.03233526285
247	0.0320309308
248	0.03178033991
249	0.03154975986
