,model,score_test,score_val,eval_metric,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order,random_state,features
0,NeuralNetFastAI_r103_BAG_L1,1.0,0.5921658986175116,precision,0.1400001049041748,0.061247825622558594,5.765393018722534,0.1400001049041748,0.061247825622558594,5.765393018722534,1,True,38,1,"['x329', 'x352', 'x413']"
1,NeuralNetFastAI_r11_BAG_L1,0.6,0.566147859922179,precision,0.27800703048706055,0.08374834060668945,8.141833066940308,0.27800703048706055,0.08374834060668945,8.141833066940308,1,True,34,1,"['x329', 'x352', 'x413']"
2,NeuralNetFastAI_r102_BAG_L1,0.5623529411764706,0.5421179302045728,precision,0.06705403327941895,0.03348112106323242,2.3396499156951904,0.06705403327941895,0.03348112106323242,2.3396499156951904,1,True,24,1,"['x329', 'x352', 'x413']"
3,NeuralNetTorch_r31_BAG_L1,0.5578231292517006,0.5584239130434783,precision,0.06383800506591797,0.018294095993041992,5.928186893463135,0.06383800506591797,0.018294095993041992,5.928186893463135,1,True,65,1,"['x329', 'x352', 'x413']"
4,NeuralNetTorch_r158_BAG_L1,0.5555555555555556,0.5857843137254902,precision,0.08157229423522949,0.02911663055419922,8.13024616241455,0.08157229423522949,0.02911663055419922,8.13024616241455,1,True,51,1,"['x329', 'x352', 'x413']"
5,NeuralNetTorch_r76_BAG_L1,0.5547945205479452,0.5602484472049689,precision,0.03904986381530762,0.014879703521728516,4.0071539878845215,0.03904986381530762,0.014879703521728516,4.0071539878845215,1,True,90,1,"['x329', 'x352', 'x413']"
6,NeuralNetTorch_r22_BAG_L1,0.5534246575342465,0.5542168674698795,precision,0.09285807609558105,0.02513718605041504,8.669583797454834,0.09285807609558105,0.02513718605041504,8.669583797454834,1,True,20,1,"['x329', 'x352', 'x413']"
7,NeuralNetFastAI_r37_BAG_L1,0.5526315789473685,0.5737976782752903,precision,0.10695505142211914,0.04030203819274902,4.090810775756836,0.10695505142211914,0.04030203819274902,4.090810775756836,1,True,53,1,"['x329', 'x352', 'x413']"
8,NeuralNetTorch_r1_BAG_L1,0.5524475524475524,0.5558292282430214,precision,0.09711122512817383,0.018650293350219727,7.2052788734436035,0.09711122512817383,0.018650293350219727,7.2052788734436035,1,True,109,1,"['x329', 'x352', 'x413']"
9,NeuralNetFastAI_r69_BAG_L1,0.5508982035928144,0.550486163051608,precision,0.2095799446105957,0.06815576553344727,4.963253974914551,0.2095799446105957,0.06815576553344727,4.963253974914551,1,True,84,1,"['x329', 'x352', 'x413']"
10,NeuralNetFastAI_r138_BAG_L1,0.5504807692307693,0.5442815249266862,precision,0.2748270034790039,0.09860801696777344,11.843203067779541,0.2748270034790039,0.09860801696777344,11.843203067779541,1,True,86,1,"['x329', 'x352', 'x413']"
11,NeuralNetTorch_r19_BAG_L1,0.5497076023391813,0.5612009237875288,precision,0.030266284942626953,0.014014244079589844,4.666249752044678,0.030266284942626953,0.014014244079589844,4.666249752044678,1,True,105,1,"['x329', 'x352', 'x413']"
12,NeuralNetTorch_r185_BAG_L1,0.5480093676814989,0.5453998797354179,precision,0.10316324234008789,0.018703460693359375,7.222566843032837,0.10316324234008789,0.018703460693359375,7.222566843032837,1,True,78,1,"['x329', 'x352', 'x413']"
13,NeuralNetTorch_r30_BAG_L1,0.5478260869565217,0.5676056338028169,precision,0.13045930862426758,0.027096986770629883,10.170918703079224,0.13045930862426758,0.027096986770629883,10.170918703079224,1,True,30,1,"['x329', 'x352', 'x413']"
14,NeuralNetFastAI_r95_BAG_L1,0.5454545454545454,0.5520628683693517,precision,0.24077796936035156,0.06388640403747559,6.761322975158691,0.24077796936035156,0.06388640403747559,6.761322975158691,1,True,47,1,"['x329', 'x352', 'x413']"
15,NeuralNetTorch_r14_BAG_L1,0.5428571428571428,0.5544871794871795,precision,0.03564715385437012,0.018217086791992188,4.358995199203491,0.03564715385437012,0.018217086791992188,4.358995199203491,1,True,39,1,"['x329', 'x352', 'x413']"
16,NeuralNetTorch_r143_BAG_L1,0.5416666666666666,0.5482233502538071,precision,0.12302494049072266,0.029668331146240234,12.131476163864136,0.12302494049072266,0.029668331146240234,12.131476163864136,1,True,62,1,"['x329', 'x352', 'x413']"
17,NeuralNetTorch_r121_BAG_L1,0.538659793814433,0.5259965337954939,precision,0.08440923690795898,0.02202129364013672,9.37510085105896,0.08440923690795898,0.02202129364013672,9.37510085105896,1,True,92,1,"['x329', 'x352', 'x413']"
18,NeuralNetTorch_r36_BAG_L1,0.5375939849624061,0.5565565565565566,precision,0.02911090850830078,0.01586604118347168,4.330107688903809,0.02911090850830078,0.01586604118347168,4.330107688903809,1,True,100,1,"['x329', 'x352', 'x413']"
19,NeuralNetTorch_r71_BAG_L1,0.5372549019607843,0.5576148267526189,precision,0.030453920364379883,0.015144824981689453,3.6416990756988525,0.030453920364379883,0.015144824981689453,3.6416990756988525,1,True,73,1,"['x329', 'x352', 'x413']"
20,NeuralNetTorch_r135_BAG_L1,0.5362318840579711,0.5451436388508892,precision,0.10989212989807129,0.03827047348022461,8.69009518623352,0.10989212989807129,0.03827047348022461,8.69009518623352,1,True,97,1,"['x329', 'x352', 'x413']"
21,NeuralNetTorch_r87_BAG_L1,0.5360824742268041,0.5556900726392252,precision,0.06467819213867188,0.017896175384521484,4.603747129440308,0.06467819213867188,0.017896175384521484,4.603747129440308,1,True,72,1,"['x329', 'x352', 'x413']"
